No_Die,Etching_Chamber,Process 3,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,Lot_Num,Wafer_Num,Datetime
NOLSM649180959978,2,Etching,453.923977,1353.603413,3673.035966,5704.09516,70.638068,51.177384,1.023236,9,44,25-02-2026
NOLSM92882725,3,Etching,436.415826,1597.208695,3627.081529,5698.071286,70.334973,51.824751,1.008044,9,45,25-02-2026
NOLSM5358252994,1,Etching,210.020986,1398.427108,3653.078797,5717.990662,71.710588,51.490303,1.045929,9,46,25-02-2026
NOLSM43266921,2,Etching,378.15661,1475.524157,3651.984886,5710.024101,72.334595,51.427614,1.040032,9,47,25-02-2026
NOLSM95462302,3,Etching,147.900442,1454.204342,3722.962177,5718.964449,71.229654,50.962114,0.989946,9,48,25-02-2026
NOLSM1561625718,1,Etching,384.564267,1517.919963,3681.125277,5692.941784,69.670548,51.518097,1.046914,9,49,25-02-2026
NOLSM90937766,2,Etching,329.289878,1459.744737,3658.906219,5728.979038,71.406623,50.319146,1.02696,9,50,25-02-2026
NOLSM2133690281,3,Etching,226.542848,1495.782801,3632.97776,5698.985127,69.705581,50.753422,1.031065,9,51,25-02-2026
NOLSM16048832339,1,Etching,180.992776,1584.163483,3656.099721,5705.963622,70.399035,52.382033,1.021988,9,52,25-02-2026
NOLSM6075168620,2,Etching,300.751868,1428.482915,3671.978138,5693.979449,70.64701,51.471378,1.026081,9,53,25-02-2026
NOLSM93739505002,3,Etching,496.484105,1384.955173,3690.966477,5720.958533,68.918948,52.1422,1.057079,9,54,25-02-2026
NOLSM931594716,1,Etching,309.875328,1423.877139,3664.881481,5722.055007,71.679434,50.542102,1.013981,29,28,25-02-2026
NOLSM33312794944,2,Etching,316.009903,1471.856509,3662.948727,5701.078015,72.085405,50.808429,1.020133,29,29,25-02-2026
NOLSM01773201,3,Etching,309.364482,1464.329006,3665.995371,5711.129907,72.194947,50.810565,1.019988,29,30,25-02-2026
NOLSM2034176687,1,Etching,317.621833,1440.534853,3662.991271,5732.875366,71.260454,50.828207,1.021077,29,31,25-02-2026
NOLSM790989264,2,Etching,523.473353,1613.534271,3682.075332,5729.017016,71.680771,50.767248,1.018979,29,32,25-02-2026
NOLSM57488714752,3,Etching,105.00469,1277.891626,3609.024458,5691.040232,68.659103,50.190343,1.005019,29,33,25-02-2026
NOLSM488111249,1,Etching,111.131259,1283.670162,3612.911676,5679.043284,69.114443,50.385806,1.009926,29,34,25-02-2026
NOLSM20362739824,2,Etching,146.320783,1409.856229,3631.937844,5695.898646,70.994707,50.545447,1.013894,29,35,25-02-2026
NOLSM98687972,3,Etching,158.241695,1328.525068,3632.200407,5686.094488,70.89938,50.327087,1.007849,29,36,25-02-2026
NOLSM9102933497,1,Etching,165.290184,1380.667028,3649.019513,5738.952042,72.357641,49.962019,0.999226,29,37,25-02-2026
NOLSM999587750047,2,Etching,107.122941,1381.189884,3644.232562,5724.031533,72.022978,49.901289,0.997971,29,38,25-02-2026
NOLSM616492089679,3,Etching,186.626144,1295.54828,3633.078462,5725.967553,70.863921,49.905044,0.998234,29,39,25-02-2026
NOLSM324050749,1,Etching,126.656735,1345.270764,3638.890239,5699.974383,71.526694,50.298594,1.007062,29,40,25-02-2026
NOLSM63416863755,2,Etching,179.627257,1375.825077,3643.662399,5687.965464,71.166005,50.047331,1.001016,29,41,25-02-2026
NOLSM1262623414,3,Etching,211.084891,1384.967023,3643.005689,5689.090159,71.598082,50.41435,1.010075,29,42,25-02-2026
NOLSM9589394340,1,Etching,188.498421,1482.384537,3647.025208,5711.029489,71.728788,50.829184,1.021033,29,43,25-02-2026
NOLSM7829288640,2,Etching,174.319935,1384.422385,3644.091419,5730.14897,71.29818,50.367168,1.009161,29,44,25-02-2026
NOLSM52480909,3,Etching,202.743873,1473.296192,3646.995216,5737.035873,71.483484,50.833336,1.021107,29,45,25-02-2026
NOLSM352230475234,1,Etching,312.606286,1370.770913,3648.175896,5739.887676,72.147909,50.839998,1.021007,29,46,25-02-2026
NOLSM4129703186,2,Etching,224.251194,1272.182834,3639.064495,5713.941829,71.528676,50.975498,1.024012,29,47,25-02-2026
NOLSM08225534452,3,Etching,333.058817,1407.771548,3641.006585,5727.17378,71.305459,50.740195,1.018954,29,48,25-02-2026
NOLSM8632964152,1,Etching,268.445749,1360.798914,3643.121363,5720.952209,71.421102,50.831844,1.020948,29,49,25-02-2026
NOLSM694630068528,2,Etching,215.196911,1360.329478,3644.953842,5731.039469,71.497911,50.804006,1.019762,29,50,25-02-2026
NOLSM09428634,3,Etching,235.492855,1520.928247,3658.239788,5698.154115,71.522254,50.665879,1.017125,29,51,25-02-2026
NOLSM36400514,1,Etching,150.978562,1466.365425,3644.946353,5695.016657,72.44471,50.554521,1.014054,29,52,25-02-2026
NOLSM907394553,2,Etching,206.62687,1470.447404,3656.060611,5695.978269,71.919876,50.490788,1.011877,29,53,25-02-2026
NOLSM104591226,3,Etching,211.818954,1595.756266,3646.101642,5713.049269,71.376388,50.212785,1.005067,29,54,25-02-2026
NOLSM1467925835,3,Etching,466.237097,1635.221325,3635.897695,5724.004734,71.305352,51.372143,1.010018,9,1,25-02-2026
NOLSM42323519072,2,Etching,246.461017,1627.844838,3643.994025,5706.974457,72.655348,51.997722,1.028003,9,2,25-02-2026
NOLSM33732519846,1,Etching,399.848502,1392.433994,3703.013325,5717.033981,71.866757,51.124095,1.02894,9,3,25-02-2026
NOLSM12392150,1,Etching,465.078613,1526.128838,3660.911857,5700.820755,71.036904,51.657437,1.050995,9,4,25-02-2026
NOLSM91234352,2,Etching,485.263764,1573.686436,3659.016362,5692.903473,72.587454,51.401222,1.046973,9,5,25-02-2026
NOLSM1867544630,3,Etching,488.395417,1654.071687,3658.945988,5724.068982,70.272702,51.820006,1.03201,9,6,25-02-2026
NOLSM606916912613,3,Etching,368.716589,1464.152158,3655.081931,5731.005799,71.413795,51.159943,1.022013,9,7,25-02-2026
NOLSM57886915,1,Etching,250.405684,1521.147043,3644.95855,5724.961862,71.875147,51.541614,1.031803,9,8,25-02-2026
NOLSM38707808096,1,Etching,412.108665,1705.65242,3637.9206,5708.934559,71.418789,51.120718,1.027958,9,9,25-02-2026
NOLSM377963359,2,Etching,319.1516,1456.777151,3662.851069,5723.933287,69.839284,51.576209,1.041997,9,10,25-02-2026
NOLSM845793991194,3,Etching,149.063715,1438.064393,3671.162059,5703.897026,69.26565,50.840904,1.049868,9,11,25-02-2026
NOLSM136042273,3,Etching,565.516877,1479.716868,3673.795365,5746.07173,71.322073,50.627894,1.062111,9,12,25-02-2026
NOLSM5901757652,2,Etching,340.467464,1580.322777,3650.039674,5723.046651,72.208359,50.870296,1.046884,9,13,25-02-2026
NOLSM635017595770,1,Etching,287.222992,1545.460345,3671.096776,5701.194821,71.543204,50.57243,1.025889,9,14,25-02-2026
NOLSM31268605,1,Etching,434.13559,1532.906971,3643.137408,5692.045534,71.87826,51.455191,1.022809,9,15,25-02-2026
NOLSM044744858983,2,Etching,222.966036,1519.810213,3677.004364,5714.953522,70.915046,51.236511,1.034117,9,16,25-02-2026
NOLSM26355786503,3,Etching,453.455099,1353.237087,3672.986352,5703.91373,70.647392,50.97921,1.023071,9,17,25-02-2026
NOLSM514653457,3,Etching,434.369141,1597.132501,3626.964072,5697.958245,70.346893,50.781877,1.008011,9,18,25-02-2026
NOLSM358883653,2,Etching,211.617392,1398.979782,3653.02411,5718.106215,71.72258,49.596736,1.046029,9,19,25-02-2026
NOLSM768855877,1,Etching,378.003199,1475.297725,3651.954182,5710.131713,72.330912,51.124402,1.039817,9,20,25-02-2026
NOLSM52193418502,1,Etching,148.888462,1454.084122,3723.044417,5719.057044,71.229921,50.987915,0.990145,9,21,25-02-2026
NOLSM38367978,2,Etching,384.626071,1517.249166,3680.898876,5693.094276,69.665736,51.51595,1.047045,9,22,25-02-2026
NOLSM06484148062,3,Etching,329.788369,1459.607798,3659.011747,5729.055788,71.407098,50.32005,1.026941,9,23,25-02-2026
NOLSM933912269778,2,Etching,225.23056,1496.323484,3632.997546,5699.016044,69.704053,50.755996,1.030903,9,24,25-02-2026
NOLSM975338314,1,Etching,181.053472,1583.70953,3655.945134,5705.904688,70.400176,52.375229,1.02218,9,25,25-02-2026
NOLSM461809832,1,Etching,301.530615,1430.215089,3671.943257,5693.822118,70.666726,51.465921,1.026042,9,26,25-02-2026
NOLSM286120448,2,Etching,495.541796,1385.108167,3691.055092,5721.025221,68.919501,52.139291,1.056903,9,27,25-02-2026
NOLSM258261567,1,Etching,309.87301,1423.997619,3665.007269,5722.013397,71.69005,50.538816,1.014182,29,1,25-02-2026
NOLSM076726638,1,Etching,315.306199,1472.095976,3663.029143,5701.090578,72.085702,50.806041,1.019992,29,2,25-02-2026
NOLSM794119438416,2,Etching,308.355755,1464.604306,3665.995608,5711.029942,72.186106,50.806323,1.019983,29,3,25-02-2026
NOLSM05723358,3,Etching,316.293154,1440.478533,3663.005262,5732.925467,71.2652,50.826475,1.020941,29,4,25-02-2026
NOLSM87525539,3,Etching,522.796785,1614.314579,3682.074919,5728.970373,71.683781,50.763104,1.01907,29,5,25-02-2026
NOLSM61183217004,2,Etching,104.263739,1277.368934,3608.996186,5690.977447,68.652025,50.197184,1.005005,29,6,25-02-2026
NOLSM378045698,1,Etching,110.737986,1284.172676,3612.982034,5679.171005,69.120612,50.38205,1.010023,29,7,25-02-2026
NOLSM2719541101,1,Etching,146.400088,1408.840891,3631.929473,5696.055037,71.006103,50.544455,1.013998,29,8,25-02-2026
NOLSM512392029,2,Etching,158.250442,1327.971385,3631.992143,5686.071349,70.908922,50.330297,1.008135,29,9,25-02-2026
NOLSM52185918,3,Etching,165.446916,1380.585296,3648.963448,5739.062147,72.356225,49.961616,0.999075,29,10,25-02-2026
NOLSM169916565,3,Etching,106.482138,1381.274651,3644.093565,5724.016608,72.009168,49.900793,0.997941,29,11,25-02-2026
NOLSM09305437165,2,Etching,186.861786,1296.745033,3632.976998,5726.101515,70.856526,49.90351,0.99806,29,12,25-02-2026
NOLSM47088978413,1,Etching,128.161375,1345.438922,3639.063835,5699.807139,71.522091,50.295626,1.006893,29,13,25-02-2026
NOLSM140994026,1,Etching,179.8559,1375.93135,3643.864745,5687.884085,71.167297,50.050807,1.000876,29,14,25-02-2026
NOLSM0985891150,2,Etching,210.659459,1384.812571,3643.001182,5688.980371,71.593282,50.41303,1.010116,29,15,25-02-2026
NOLSM454258329,3,Etching,190.611581,1481.270196,3647.026191,5711.0072,71.721799,50.832633,1.021118,29,16,25-02-2026
NOLSM7986544906,2,Etching,213.756584,1383.999822,3643.98784,5730.008486,71.291647,50.37011,1.009002,29,17,25-02-2026
NOLSM881298234,1,Etching,172.584081,1473.604581,3647.134811,5737.014581,71.479862,50.827336,1.021133,29,18,25-02-2026
NOLSM599152684,1,Etching,177.094699,1370.32152,3647.691034,5739.945145,72.157169,50.83775,1.020977,29,19,25-02-2026
NOLSM68614803889,2,Etching,183.306095,1271.938482,3639.02033,5714.138563,71.525159,50.979735,1.024055,29,20,25-02-2026
NOLSM080942030905,3,Etching,141.3268,1407.882062,3641.027218,5727.12378,71.296561,50.7459,1.018984,29,21,25-02-2026
NOLSM62934250169,3,Etching,174.972114,1361.881132,3643.154955,5720.867872,71.426235,50.836943,1.021103,29,22,25-02-2026
NOLSM464993696478,1,Etching,222.494109,1360.193844,3645.07609,5730.967171,71.49368,50.802002,1.020082,29,23,25-02-2026
NOLSM037969812766,1,Etching,108.755835,1520.673092,3638.966468,5698.068858,71.51984,50.671003,1.016981,29,24,25-02-2026
NOLSM68184335,3,Etching,340.124312,1464.889625,3657.097756,5695.042395,72.436073,50.552784,1.014057,29,25,25-02-2026
NOLSM832525035,3,Etching,321.080476,1470.730218,3660.986824,5695.943641,71.926316,50.487389,1.011916,29,26,25-02-2026
NOLSM2696407200,2,Etching,328.25913,1595.712495,3656.872167,5712.940723,71.377664,50.206394,1.004901,29,27,25-02-2026
NOLSM87382278,1,Etching,254.209582,1497.243431,3675.939992,5745.03976,70.729999,50.267007,1.032977,10,28,26-02-2026
NOLSM521673936,2,Etching,430.608044,1711.167927,3628.88987,5692.138744,71.548702,50.749641,1.034033,10,29,26-02-2026
NOLSM870041877115,3,Etching,523.97613,1371.76719,3669.883282,5714.909651,72.092711,51.329917,1.026047,10,30,26-02-2026
NOLSM383753630907,1,Etching,218.424969,1304.610028,3653.869499,5719.006006,70.838999,51.550698,1.055964,10,31,26-02-2026
NOLSM45972299,2,Etching,130.413122,1512.580439,3635.04197,5726.916489,70.16111,51.009994,1.032026,10,32,26-02-2026
NOLSM011670040,3,Etching,306.464952,1592.078737,3680.174486,5709.027145,72.306234,51.208425,1.031996,10,33,26-02-2026
NOLSM12083552755,1,Etching,313.611739,1576.008546,3656.97405,5694.963921,69.554739,52.078333,1.021863,10,34,26-02-2026
NOLSM063723002851,2,Etching,330.317431,1426.509789,3664.830091,5691.087888,71.345844,50.984015,1.022999,10,35,26-02-2026
NOLSM649230238,3,Etching,417.099923,1344.04607,3656.925241,5693.858325,72.2869,50.600087,1.045007,10,36,26-02-2026
NOLSM9474472440,1,Etching,317.513324,1474.366803,3641.115299,5727.942387,70.400221,52.130486,1.042009,10,37,26-02-2026
NOLSM3955413465,2,Etching,476.174645,1465.422759,3659.993353,5721.911352,71.451979,51.648818,1.020948,10,38,26-02-2026
NOLSM799730285,3,Etching,479.485156,1516.120717,3666.027064,5696.981385,71.024126,50.853014,1.062991,10,39,26-02-2026
NOLSM27188334,1,Etching,418.757437,1472.133972,3657.963917,5727.149245,71.136522,51.037738,1.024183,10,40,26-02-2026
NOLSM738280769719,2,Etching,314.956325,1682.946297,3651.02646,5732.023359,71.231523,51.881872,1.03011,10,41,26-02-2026
NOLSM02437179941,3,Etching,338.110567,1457.750256,3644.077383,5709.128559,71.245733,50.23423,1.026017,10,42,26-02-2026
NOLSM97040017934,1,Etching,462.857145,1386.404314,3687.001828,5715.050517,71.166899,52.001001,1.045034,10,43,26-02-2026
NOLSM84919695,2,Etching,231.154417,1554.855299,3680.117305,5691.949786,71.15396,51.440934,1.031996,10,44,26-02-2026
NOLSM79986564263,3,Etching,408.25708,1567.895576,3674.979992,5720.987886,71.189237,50.174235,1.028024,10,45,26-02-2026
NOLSM444531503505,1,Etching,316.685967,1499.157246,3664.116403,5707.034157,71.176258,50.505754,1.047863,10,46,26-02-2026
NOLSM0207627391,2,Etching,291.101255,1378.81701,3637.002598,5697.910208,71.287082,50.491087,1.021952,10,47,26-02-2026
NOLSM58642462157,3,Etching,375.886137,1691.886341,3671.870929,5695.976957,71.171136,50.572207,1.03588,10,48,26-02-2026
NOLSM33469870704,1,Etching,323.691342,1513.286419,3650.088131,5726.920711,71.161703,50.42921,1.043914,10,49,26-02-2026
NOLSM83500566703,2,Etching,392.033468,1345.789279,3656.936547,5709.934009,71.115653,51.170653,1.041868,10,50,26-02-2026
NOLSM120956383940,3,Etching,421.928361,1306.59468,3632.964511,5701.930198,71.249861,50.63077,1.049875,10,51,26-02-2026
NOLSM226233279084,1,Etching,177.407306,1494.879827,3629.07664,5711.945144,71.405689,52.30974,1.037037,10,52,26-02-2026
NOLSM367757903,2,Etching,288.255181,1267.348993,3655.045691,5720.917138,71.292279,50.464248,1.026974,10,53,26-02-2026
NOLSM76221832682,3,Etching,353.970514,1417.330146,3666.959257,5712.868997,72.149866,51.300643,1.050058,10,54,26-02-2026
NOLSM18176674557,1,Etching,217.820577,1563.243482,3648.11134,5690.952979,71.354567,50.271289,1.006972,30,28,26-02-2026
NOLSM39599837,2,Etching,177.436182,1642.83797,3655.046259,5724.125469,71.620243,50.386889,1.009927,30,29,26-02-2026
NOLSM456813816,3,Etching,220.920234,1489.980064,3655.011147,5741.117881,71.962685,50.224044,1.006011,30,30,26-02-2026
NOLSM00467125384,1,Etching,174.411528,1625.600847,3643.025163,5737.986308,71.721806,50.10095,1.002914,30,31,26-02-2026
NOLSM20341844,2,Etching,278.792396,1381.067088,3654.93339,5736.995727,71.837808,49.906049,0.998035,30,32,26-02-2026
NOLSM00906241107,3,Etching,239.099608,1457.029855,3645.006709,5692.889535,71.247952,50.165994,1.00403,30,33,26-02-2026
NOLSM714881618098,1,Etching,171.103197,1324.411463,3637.999224,5731.022214,70.842542,50.287143,1.007076,30,34,26-02-2026
NOLSM86369995563,2,Etching,171.767085,1435.872478,3653.996479,5708.980856,72.091188,50.280751,1.007108,30,35,26-02-2026
NOLSM38764486440,3,Etching,256.658117,1392.149105,3642.96572,5708.114508,71.330891,50.060161,1.001959,30,36,26-02-2026
NOLSM26091555618,1,Etching,170.882865,1375.028762,3641.040806,5718.873628,71.672305,50.069661,1.001903,30,37,26-02-2026
NOLSM908865099,2,Etching,236.262815,1382.579129,3647.119052,5711.892168,71.737772,50.100735,1.002925,30,38,26-02-2026
NOLSM006628754,3,Etching,150.936672,1300.908485,3640.928886,5720.874778,71.647111,50.133277,1.0031,30,39,26-02-2026
NOLSM670445575,1,Etching,200.090785,1306.213176,3638.163708,5714.015152,71.269279,50.431384,1.010938,30,40,26-02-2026
NOLSM4767166458,2,Etching,261.145293,1422.51068,3646.90338,5719.970213,71.6963,50.405134,1.010025,30,41,26-02-2026
NOLSM296724822294,3,Etching,181.795076,1431.277049,3647.056524,5710.83629,71.686959,49.651038,0.991006,30,42,26-02-2026
NOLSM9954632701,1,Etching,150.16141,1367.15522,3631.800073,5683.079011,70.708891,49.943154,0.998964,30,43,26-02-2026
NOLSM56191574,2,Etching,184.102984,1400.347186,3641.968991,5694.912724,71.701469,49.922559,0.99795,30,44,26-02-2026
NOLSM755930827,3,Etching,165.662729,1361.710475,3641.028042,5688.052809,71.156025,49.890264,0.996959,30,45,26-02-2026
NOLSM664223776,1,Etching,202.072734,1460.38318,3634.013514,5726.009547,70.758457,49.869761,0.996875,30,46,26-02-2026
NOLSM9880569187,2,Etching,177.323031,1247.102976,3629.0822,5705.024201,70.759269,50.447006,1.011029,30,47,26-02-2026
NOLSM88003698416,3,Etching,142.842749,1709.244382,3637.919459,5727.874939,71.387892,50.59414,1.014885,30,48,26-02-2026
NOLSM347318503,1,Etching,174.045143,1467.48542,3628.021998,5719.985733,70.555599,50.310338,1.008075,30,49,26-02-2026
NOLSM969087357,2,Etching,140.143159,1464.688571,3632.81339,5697.145199,70.781215,49.884385,0.997025,30,50,26-02-2026
NOLSM12551199346,3,Etching,191.585271,1389.492635,3633.15128,5697.992246,70.25476,50.222808,1.006065,30,51,26-02-2026
NOLSM53497915059,1,Etching,137.648116,1561.083283,3632.767523,5696.046869,71.176805,50.270093,1.007065,30,52,26-02-2026
NOLSM970169729,2,Etching,176.385645,1664.441619,3634.14274,5727.987651,70.929679,50.792969,1.020043,30,53,26-02-2026
NOLSM37954818,3,Etching,202.160048,1572.957082,3636.984208,5734.873354,71.496607,50.565216,1.013902,30,54,26-02-2026
NOLSM661789886348,3,Etching,253.883434,1496.477764,3675.914039,5745.101479,70.731163,50.263173,1.033006,10,1,26-02-2026
NOLSM19465501,3,Etching,430.207497,1711.706587,3629.029666,5691.989255,71.548714,50.75095,1.033899,10,2,26-02-2026
NOLSM71789905357,2,Etching,524.239395,1371.563908,3669.954176,5715.047326,72.08773,51.333797,1.026085,10,3,26-02-2026
NOLSM772345180724,1,Etching,217.798425,1304.487372,3654.034369,5719.08312,70.833716,51.54923,1.05606,10,4,26-02-2026
NOLSM5964450454,1,Etching,129.597457,1511.757061,3634.970311,5726.982064,70.159841,51.004167,1.032153,10,5,26-02-2026
NOLSM27762282060,3,Etching,308.171771,1592.73356,3679.903839,5708.949979,72.298887,51.20218,1.032121,10,6,26-02-2026
NOLSM62460965,3,Etching,312.307976,1575.545266,3656.989811,5694.881037,69.558771,52.073525,1.022079,10,7,26-02-2026
NOLSM309635116061,2,Etching,328.246224,1427.130198,3665.146767,5690.771618,71.33966,50.987216,1.022973,10,8,26-02-2026
NOLSM8688715935,1,Etching,416.984391,1344.129042,3657.005078,5694.008277,72.28577,50.598272,1.045091,10,9,26-02-2026
NOLSM3196843649,1,Etching,317.60266,1473.828157,3641.011954,5728.127274,70.40963,52.135267,1.041991,10,10,26-02-2026
NOLSM7133609273,3,Etching,476.082708,1466.876929,3659.89275,5722.029408,71.456363,51.646343,1.021015,10,11,26-02-2026
NOLSM804011558,2,Etching,479.020162,1517.33832,3665.946823,5696.994,71.927411,50.861013,1.063093,10,12,26-02-2026
NOLSM9123572984,1,Etching,418.86342,1472.217244,3658.063637,5727.005977,71.262314,51.03617,1.024077,10,13,26-02-2026
NOLSM716168942815,1,Etching,313.988251,1682.795479,3650.967755,5731.968893,71.241695,51.881606,1.029979,10,14,26-02-2026
NOLSM752421089717,2,Etching,339.984647,1458.508124,3644.11537,5708.962434,71.521629,50.233034,1.026066,10,15,26-02-2026
NOLSM181418656677,3,Etching,462.412321,1386.400299,3687.078508,5714.952658,70.754206,52.002666,1.044822,10,16,26-02-2026
NOLSM85499293296,3,Etching,230.737931,1553.972519,3679.89756,5692.032311,70.199125,51.446018,1.032014,10,17,26-02-2026
NOLSM62605754,2,Etching,407.874597,1568.105693,3674.913464,5721.061541,70.25199,50.182261,1.027868,10,18,26-02-2026
NOLSM892849370836,1,Etching,316.316705,1499.451523,3663.867567,5706.986885,69.557041,50.507911,1.047884,10,19,26-02-2026
NOLSM182234493,1,Etching,290.789245,1379.921454,3636.949413,5697.989755,70.801842,50.485966,1.021968,10,20,26-02-2026
NOLSM64274191,2,Etching,375.76393,1691.960253,3672.081683,5695.998087,68.719154,50.57681,1.036033,10,21,26-02-2026
NOLSM09349868,3,Etching,323.503619,1512.012588,3650.097838,5726.969483,70.71672,50.426298,1.044027,10,22,26-02-2026
NOLSM050221834579,3,Etching,391.649432,1346.339545,3656.931452,5710.043956,71.419204,51.17123,1.04201,10,23,26-02-2026
NOLSM4629240658,2,Etching,423.126412,1306.054298,3633.050038,5702.022527,71.778101,50.626303,1.050082,10,24,26-02-2026
NOLSM075908410520,1,Etching,176.730014,1495.554367,3629.056861,5712.133502,71.622298,52.308733,1.036886,10,25,26-02-2026
NOLSM50445402964,1,Etching,287.694337,1266.649144,3654.96861,5721.023577,70.092908,50.460542,1.026934,10,26,26-02-2026
NOLSM6511209112,2,Etching,353.368129,1417.158849,3667.156852,5713.029904,72.145013,51.296229,1.049865,10,27,26-02-2026
NOLSM903045701885,1,Etching,363.56365,1562.585804,3658.182741,5690.973075,71.35507,50.272047,1.00718,30,1,26-02-2026
NOLSM522703169443,1,Etching,308.019922,1643.187481,3659.065007,5724.055955,71.614465,50.384367,1.009795,30,2,26-02-2026
NOLSM59559713185,2,Etching,344.4919,1489.210645,3656.148987,5741.263753,71.963791,50.227919,1.005953,30,3,26-02-2026
NOLSM096584767,3,Etching,378.271824,1625.366006,3662.127263,5738.102457,71.72562,50.099325,1.003092,30,4,26-02-2026
NOLSM421421387766,3,Etching,280.107275,1380.985955,3654.914119,5737.030332,71.838162,49.90842,0.998032,30,5,26-02-2026
NOLSM737878014810,2,Etching,238.575008,1457.174373,3644.972195,5692.824861,71.250061,50.160757,1.003969,30,6,26-02-2026
NOLSM631937008157,1,Etching,171.576837,1323.586644,3638.066734,5730.965508,70.839243,50.290797,1.007015,30,7,26-02-2026
NOLSM99634905216,1,Etching,171.140364,1435.372932,3654.061281,5708.93093,72.085279,50.278711,1.00691,30,8,26-02-2026
NOLSM52982162046,3,Etching,256.649681,1392.781335,3643.010674,5708.097191,71.334234,50.063539,1.002004,30,9,26-02-2026
NOLSM147655397,3,Etching,171.977883,1374.60513,3640.936203,5719.018178,71.665787,50.068741,1.002004,30,10,26-02-2026
NOLSM96660296344,2,Etching,235.632827,1381.632817,3647.062323,5711.976959,71.728291,50.102906,1.002993,30,11,26-02-2026
NOLSM587359403016,1,Etching,150.345804,1301.745957,3641.085399,5720.859646,71.652405,50.131907,1.003085,30,12,26-02-2026
NOLSM913372770666,1,Etching,200.005209,1306.243203,3637.953235,5713.962453,71.27567,50.420681,1.011062,30,13,26-02-2026
NOLSM34866175986,2,Etching,261.023782,1422.706589,3646.976747,5719.98493,71.694138,50.400499,1.009939,30,14,26-02-2026
NOLSM8565374691,3,Etching,181.159046,1430.695266,3647.002109,5711.17916,71.690244,49.645956,0.990967,30,15,26-02-2026
NOLSM87753455,3,Etching,150.012768,1367.828016,3631.933242,5683.032309,70.699289,49.938688,0.999033,30,16,26-02-2026
NOLSM0084653055,2,Etching,184.928189,1401.247796,3641.921708,5695.019309,71.711045,49.915066,0.998119,30,17,26-02-2026
NOLSM597999175,1,Etching,166.266664,1361.893952,3640.88973,5687.998695,71.158162,49.895911,0.996954,30,18,26-02-2026
NOLSM021367774,1,Etching,201.488301,1459.481954,3634.13808,5726.005124,70.755869,49.876009,0.996973,30,19,26-02-2026
NOLSM8573042847,3,Etching,177.58579,1245.938848,3628.964292,5704.980596,70.76091,50.448246,1.010928,30,20,26-02-2026
NOLSM31787748848,3,Etching,143.937409,1462.87209,3638.019076,5728.022388,71.387218,50.601558,1.015039,30,21,26-02-2026
NOLSM24722693,2,Etching,172.714399,1351.090256,3627.981662,5719.945706,70.562768,50.315176,1.007918,30,22,26-02-2026
NOLSM219477104323,1,Etching,140.22726,1389.314043,3633.009293,5697.042947,70.774823,49.884442,0.996917,30,23,26-02-2026
NOLSM23940921,1,Etching,190.42807,1394.709343,3632.991022,5698.075473,70.247293,50.225181,1.005903,30,24,26-02-2026
NOLSM74932870,2,Etching,137.788959,1383.422547,3633.015324,5695.961252,71.168938,50.265465,1.00703,30,25,26-02-2026
NOLSM8876028439,3,Etching,177.678435,1471.813762,3634.01267,5728.084757,70.926688,50.794693,1.020033,30,26,26-02-2026
NOLSM0862123215,3,Etching,201.103025,1445.451473,3637.056965,5734.947389,71.493132,50.564473,1.014184,30,27,26-02-2026
NOLSM71014470797,1,Etching,398.844966,1662.732181,3691.914023,5725.893776,71.045107,51.925789,1.037,11,28,27-02-2026
NOLSM832841276380,2,Etching,329.832651,1398.435536,3660.87833,5740.073098,69.854455,51.766564,1.030978,11,29,27-02-2026
NOLSM6518866368,3,Etching,323.126706,1513.051422,3654.045592,5718.925879,71.15162,50.253884,1.020977,11,30,27-02-2026
NOLSM889422779,1,Etching,146.487194,1274.982224,3658.028575,5714.001431,71.464719,51.22152,1.038113,11,31,27-02-2026
NOLSM10275204,2,Etching,318.520222,1453.655438,3626.139896,5733.091972,72.345416,51.04871,1.025015,11,32,27-02-2026
NOLSM993906885101,3,Etching,238.344475,1441.669636,3657.030081,5718.009776,71.004978,51.382341,1.037955,11,33,27-02-2026
NOLSM48114496,1,Etching,458.624827,1461.8695,3660.112506,5713.882574,71.073664,51.104302,1.000099,11,34,27-02-2026
NOLSM7260948324,2,Etching,353.949627,1475.070214,3663.949251,5701.077535,71.668846,50.504843,1.010835,11,35,27-02-2026
NOLSM8168344687,3,Etching,563.455857,1422.119327,3641.967075,5717.058646,72.013843,51.258596,1.036036,11,36,27-02-2026
NOLSM6734149107,1,Etching,174.972833,1301.264763,3658.037559,5709.071134,69.694583,50.19764,1.045926,11,37,27-02-2026
NOLSM085846520,2,Etching,415.150067,1644.058301,3652.794117,5691.971681,70.831861,50.206289,1.038036,11,38,27-02-2026
NOLSM15465284642,3,Etching,495.19396,1425.451363,3621.987767,5713.959582,71.284519,51.20201,1.018948,11,39,27-02-2026
NOLSM676425988566,1,Etching,268.152937,1602.118467,3649.885076,5713.059709,69.996892,51.749004,1.016919,11,40,27-02-2026
NOLSM725037233211,2,Etching,413.012187,1540.841212,3650.901694,5741.026241,71.888364,51.539648,1.038057,11,41,27-02-2026
NOLSM25920230,3,Etching,512.731113,1538.386596,3638.948785,5728.945889,70.13513,52.105481,1.017843,11,42,27-02-2026
