No_Die,photo_soft_Chamber,process 2,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Lot_Num,Wafer_Num,Datetime
NOLSM0807245583,2,Photo,1.603653,16.676841,15.063316,20.002996,196.113177,90.000998,502.748893,3974.048576,4974.934891,5.008565,92.74262,29.998939,13,22,01-03-2026
NOLSM5908397874,2,Photo,1.239412,18.576277,15.116132,19.998003,204.731835,90.000003,498.704595,4082.421887,5036.789771,5.064673,91.215086,30.010009,13,23,01-03-2026
NOLSM46202418145,2,Photo,0.698979,16.114462,15.03425,20.00698,197.367957,89.999996,502.039571,4101.260448,5013.955016,4.924818,94.131545,29.985005,13,24,01-03-2026
NOLSM91385107,3,Photo,0.559371,18.569092,14.925333,20.004012,196.748411,90.0,506.506008,4074.334925,4975.396555,5.036368,94.774978,29.992989,13,25,01-03-2026
NOLSM11625906,3,Photo,1.673738,14.223181,14.993958,19.994999,196.6002,90.001001,494.905267,4077.940845,5011.906742,4.986147,91.896069,29.996003,13,26,01-03-2026
NOLSM4239338498,3,Photo,1.207852,15.827063,15.0017,19.997987,202.153631,89.999001,496.235557,4011.220692,4985.6429,5.069847,94.150803,30.000983,13,27,01-03-2026
NOLSM878955729309,2,Photo,1.154169,15.718373,15.108712,19.997005,196.469921,90.000995,504.222762,4113.978972,5042.148286,5.064257,89.563142,30.009023,14,28,02-03-2026
NOLSM512084498,2,Photo,0.893897,11.921538,15.01826,19.992982,199.121211,89.998996,500.049441,4001.497407,4993.599337,4.975297,91.378027,29.999975,14,29,02-03-2026
NOLSM41186446785,2,Photo,1.448297,15.081092,14.927009,20.002994,198.169647,89.999997,500.376429,4054.880364,4885.746,5.00358,90.974517,29.994985,14,30,02-03-2026
NOLSM21706213,2,Photo,0.979602,16.050644,15.184463,20.002017,201.004735,90.0,494.983801,3956.828371,5028.887113,4.924228,88.85172,30.001007,14,31,02-03-2026
NOLSM882136263039,2,Photo,1.6383,15.92228,14.935125,19.999012,199.449829,90.000995,499.234411,4088.06517,4988.781529,4.870844,91.962006,30.002024,14,32,02-03-2026
NOLSM91643203674,2,Photo,1.442721,12.404109,14.838321,20.002994,202.893944,89.999998,501.20043,4025.724385,5067.390738,4.980989,92.493506,30.011074,14,33,02-03-2026
NOLSM54561773,2,Photo,1.204111,14.63037,15.219558,19.994989,200.183504,90.000003,493.345928,4037.155395,5043.021509,4.991815,93.325873,29.996997,14,34,02-03-2026
NOLSM57754179,2,Photo,0.815135,23.574738,14.93451,19.998995,199.307328,89.999999,497.291739,4014.148833,5048.375396,4.970799,92.586812,30.00298,14,35,02-03-2026
NOLSM912379363,2,Photo,2.078603,14.618422,15.011823,19.997996,200.877759,90.001003,499.230611,3985.980669,4930.299724,4.942143,90.431261,29.998946,14,36,02-03-2026
NOLSM1268948742,2,Photo,1.442347,20.166328,15.013863,19.992008,197.111373,89.999,503.783867,4047.542126,5081.8212,4.919782,91.66254,30.002011,14,37,02-03-2026
NOLSM847495313802,2,Photo,0.71672,18.513058,14.954537,19.999987,194.881066,90.000999,501.946655,3954.97046,5053.1119,4.827258,95.820598,29.997997,14,38,02-03-2026
NOLSM219225340,2,Photo,0.432285,15.854659,15.007627,20.002983,200.959594,89.999998,499.279801,4062.883326,4922.118901,5.069224,94.117194,30.010948,14,39,02-03-2026
NOLSM905769921,2,Photo,1.640598,17.359007,14.926043,20.001985,198.261034,90.000999,500.640599,4071.835586,4978.1089,5.025771,96.352223,30.005014,14,40,02-03-2026
NOLSM07931729038,2,Photo,1.425118,16.099228,14.992976,20.010016,198.91531,90.001,499.94913,3985.63487,5152.391901,5.016577,91.364669,29.995007,14,41,02-03-2026
NOLSM36449214176,2,Photo,1.119403,19.031404,14.967822,19.998996,194.975233,90.000998,501.808674,3979.33242,4975.186525,4.89357,92.112946,30.006967,14,42,02-03-2026
NOLSM443615800,2,Photo,1.625101,18.908552,15.019402,20.001013,196.548193,89.999004,502.402686,4055.826101,5115.480566,5.078827,92.592265,30.004981,14,43,02-03-2026
NOLSM56399718,2,Photo,1.183957,13.797225,15.016254,19.999998,204.528053,90.001005,507.185055,4029.149716,5086.363079,5.035597,92.353066,30.005979,14,44,02-03-2026
NOLSM5252541407,2,Photo,1.225664,18.769649,15.05039,20.002995,204.917225,89.998995,501.275055,3971.093452,4934.416472,5.098724,92.715022,29.99899,14,45,02-03-2026
NOLSM81665392725,2,Photo,1.813321,20.688749,15.025568,19.999015,200.347072,90.000997,503.386354,4035.303374,5083.726657,5.05306,92.95516,29.992027,14,46,02-03-2026
NOLSM774043784,2,Photo,1.901672,11.253635,15.009148,19.998969,200.348564,90.001001,501.415182,3952.969395,5002.168551,4.951268,89.923619,29.990001,14,47,02-03-2026
NOLSM7203259162,2,Photo,1.721371,15.292057,15.074902,20.004035,199.032531,90.000998,501.074731,3972.05888,5074.823814,5.032649,92.203221,30.006026,14,48,02-03-2026
NOLSM94329001,2,Photo,0.958953,12.459533,14.995703,20.002978,195.776734,89.999997,501.574444,4016.847215,5009.715604,5.018968,92.608191,30.006963,14,49,02-03-2026
NOLSM350970011152,2,Photo,1.491734,19.766185,14.993985,20.010987,203.745623,90.000001,497.082249,4072.733221,4976.645815,5.106509,92.527643,30.00302,14,50,02-03-2026
NOLSM462369436,2,Photo,0.947952,16.002186,15.101647,19.996001,203.276612,89.999999,500.162806,4084.93019,4888.113859,4.969188,89.186497,30.007032,14,51,02-03-2026
NOLSM100989269,2,Photo,0.837806,17.596197,14.945756,19.998976,205.715833,90.000999,501.4121,4044.66531,4954.026967,4.980692,93.693905,29.988994,14,52,02-03-2026
NOLSM071645454354,2,Photo,1.369691,16.45641,15.017437,19.994999,200.620946,89.999996,496.468152,4010.087644,4883.802427,5.02896,92.144142,30.005029,14,53,02-03-2026
NOLSM658005539,2,Photo,1.931115,14.439906,14.995323,19.99399,198.992904,90.000992,501.657392,3999.733023,5049.93895,5.035602,92.632881,30.000995,14,54,02-03-2026
NOLSM5175882553,1,Photo,1.153253,15.722791,15.038046,19.997002,196.484582,90.000999,500.251268,4114.453933,5041.658398,5.064816,89.550003,29.997988,14,1,02-03-2026
NOLSM57172218,1,Photo,0.890582,11.915944,15.162981,19.993027,199.124819,89.998999,502.523776,4101.931398,4993.03232,4.974971,91.384487,29.994994,14,2,02-03-2026
NOLSM68072011364,1,Photo,1.446026,15.089907,14.927563,20.002982,198.143329,89.999997,500.931109,4020.68972,4885.741196,5.004073,90.962679,30.001992,14,3,02-03-2026
NOLSM42506022,2,Photo,0.974214,16.037579,15.184028,20.001992,200.997225,90.000001,501.141211,4034.530643,5028.873409,4.923948,88.835886,30.000998,14,4,02-03-2026
NOLSM039216444,2,Photo,1.63913,15.922452,14.93506,19.999025,199.469084,90.001,503.173002,4041.019544,4989.475217,4.870614,91.974296,30.014024,14,5,02-03-2026
NOLSM303207596,2,Photo,1.444354,12.428046,14.838311,20.002996,202.908592,89.999997,508.906859,4068.553044,5066.912609,4.980858,92.503161,29.991019,14,6,02-03-2026
NOLSM696191902,3,Photo,1.201387,14.605425,15.219939,19.995009,200.208666,89.999992,501.321551,4003.370742,5042.651446,4.991082,93.319072,29.99796,14,7,02-03-2026
NOLSM624028395,3,Photo,0.813666,23.576371,14.934989,19.999015,199.288622,90.000001,497.298687,4011.211948,5048.681021,4.970553,92.58159,30.008034,14,8,02-03-2026
NOLSM33255601978,1,Photo,2.077392,14.615136,15.012287,19.998009,200.902641,90.001004,499.245881,4016.399669,4929.624145,4.942053,90.423692,29.998997,14,9,02-03-2026
NOLSM47939177766,1,Photo,1.442895,20.188422,15.014276,19.991978,197.108922,89.999005,503.812007,4058.817656,5082.164117,4.92023,91.672105,30.002964,14,10,02-03-2026
NOLSM810993526812,1,Photo,0.712126,18.512374,14.954367,19.999996,194.882569,90.001002,501.946651,3993.741985,5053.068447,4.826595,95.807491,29.996938,14,11,02-03-2026
NOLSM629615283,2,Photo,0.434206,15.866394,15.007289,20.00299,201.011183,90.000004,499.273273,4077.571679,4922.00329,5.068466,94.119224,30.004015,14,12,02-03-2026
NOLSM87934226299,2,Photo,1.640441,19.580134,14.92589,20.00203,198.255351,90.000992,500.619872,4115.008137,4977.749206,5.026065,96.343334,30.005034,14,13,02-03-2026
NOLSM49985225568,2,Photo,1.429966,15.660544,14.992577,20.009988,198.938141,90.000996,499.9076,3983.732848,5152.07355,5.017292,91.353368,29.995012,14,14,02-03-2026
NOLSM2598905574,3,Photo,0.547767,16.188882,14.967309,19.999032,195.002502,90.001003,504.532769,4008.841585,4975.186198,4.894211,92.102026,30.007,14,15,02-03-2026
NOLSM2247774241,3,Photo,1.589793,15.269716,15.019699,20.001013,196.559558,89.999,496.020182,4023.441578,5115.453585,5.078768,92.6062,30.004963,14,16,02-03-2026
NOLSM36977487287,3,Photo,1.744737,17.6596,15.016189,20.000007,204.521064,90.001001,499.318995,3945.785391,5086.186425,5.035848,92.358894,30.005996,14,17,02-03-2026
NOLSM211787734,1,Photo,1.216151,11.056295,15.049641,20.002987,204.895306,89.998998,504.313771,3963.40635,4934.219537,5.099452,92.710222,29.998975,14,18,02-03-2026
NOLSM272655078337,1,Photo,1.150697,16.213309,15.025964,19.998978,200.331801,90.000998,499.190553,3951.28318,5084.053252,5.052875,92.968964,29.992005,14,19,02-03-2026
NOLSM576731049987,1,Photo,1.947561,13.664701,15.008545,19.999003,200.380474,90.001007,497.166913,4033.637375,5002.50788,4.950972,89.933282,29.989978,14,20,02-03-2026
NOLSM93189284,2,Photo,0.522642,14.112396,15.075081,20.003985,199.069996,90.001,500.672848,4021.030424,5074.445418,5.032013,92.180999,30.005999,14,21,02-03-2026
NOLSM19357283962,2,Photo,1.947069,15.495392,14.995059,20.002957,195.717045,89.999997,504.858294,4009.393237,5009.678209,5.019295,92.606255,30.007015,14,22,02-03-2026
NOLSM9188531632,3,Photo,1.313231,15.803079,14.994463,20.010985,203.77303,90.000005,499.687533,4005.642087,4976.248715,5.107044,92.537048,30.003001,14,23,02-03-2026
NOLSM911967937296,3,Photo,1.331025,14.738759,15.102665,19.996022,203.283291,90.000004,499.18532,4010.770957,4888.712318,4.969257,89.211216,30.006982,14,24,02-03-2026
NOLSM94952320196,1,Photo,1.4701,14.04724,14.945289,19.998996,205.731752,90.000997,500.945191,3924.826448,4953.690224,4.979728,93.689631,29.988965,14,25,02-03-2026
NOLSM204005806,1,Photo,0.616111,16.089917,15.016895,19.994995,200.608376,89.999999,502.320922,3984.728083,4883.238983,5.029104,92.157851,30.004959,14,26,02-03-2026
NOLSM976186114,1,Photo,0.728875,14.415895,14.995623,19.994005,199.009505,90.000996,500.272219,4000.183494,5050.152508,5.035436,92.616503,30.001004,14,27,02-03-2026
NOLSM804224133312,3,Photo,1.418976,13.469774,14.97601,20.00199,204.326879,90.000001,495.972279,4099.541648,4950.597455,5.09657,92.696712,30.002044,15,28,03-03-2026
NOLSM2770360146,3,Photo,0.682025,15.467876,15.087925,20.000993,198.505099,89.998998,500.470532,4023.268523,5061.589179,5.089623,94.06148,29.991025,15,29,03-03-2026
NOLSM8291076818,3,Photo,0.734711,16.152704,15.09898,19.999996,200.081381,89.999999,502.287345,4100.769472,4996.354139,5.017634,94.48529,29.994995,15,30,03-03-2026
NOLSM739334048,3,Photo,1.815945,15.379568,14.875376,19.993986,199.380548,90.001002,503.419444,4028.335324,4921.86164,5.175125,93.870396,30.005035,15,31,03-03-2026
NOLSM82016491,3,Photo,1.895712,17.02699,15.004543,20.000996,201.65245,90.000001,498.53032,4018.765263,5123.476115,4.902517,90.412022,29.997035,15,32,03-03-2026
NOLSM708838407,3,Photo,1.719084,17.524223,14.915762,19.99402,204.086663,89.997996,495.394894,4071.688813,5006.550967,4.964434,93.425851,29.996008,15,33,03-03-2026
NOLSM350908465295,3,Photo,0.961754,14.879547,15.035758,19.997974,199.806456,90.000999,494.52496,4144.38043,5027.291473,4.855266,92.449318,29.997956,15,34,03-03-2026
NOLSM99424222,3,Photo,1.488245,16.567315,14.90175,20.001023,202.501857,90.000996,498.306466,4043.780783,4871.012912,4.901301,90.252831,30.000937,15,35,03-03-2026
NOLSM2466317686,3,Photo,0.952545,17.045307,15.01078,19.997007,200.726176,90.001,505.842889,3959.763965,5034.645167,5.007105,92.182579,30.006009,15,36,03-03-2026
NOLSM873439864051,3,Photo,0.835141,16.598213,14.970344,20.004984,200.677767,90.000001,502.394599,3949.511963,4998.635376,5.082648,89.245658,30.009058,15,37,03-03-2026
NOLSM898813864181,3,Photo,1.366897,20.383765,14.916465,20.001007,200.206243,90.001005,502.762065,4035.216104,5015.74727,5.035255,90.882609,30.010003,15,38,03-03-2026
NOLSM838767362,3,Photo,1.926548,16.978339,15.039066,19.998974,200.651982,89.999998,502.126508,3939.236062,5035.281711,5.011958,91.990219,29.994036,15,39,03-03-2026
NOLSM171675335785,3,Photo,1.421104,13.512257,15.109147,19.99298,199.641277,89.998996,499.307138,3999.434308,4981.52505,5.029704,93.265407,30.004019,15,40,03-03-2026
NOLSM9342473606,3,Photo,0.680579,15.96448,15.018547,19.994996,206.828622,89.998997,505.751955,3978.925139,4978.756186,5.00735,90.468888,30.008015,15,41,03-03-2026
NOLSM10277664,3,Photo,0.736016,15.684634,14.975282,19.994001,202.781816,90.001001,494.871183,4095.998098,4959.235158,4.904718,92.050586,30.001005,15,42,03-03-2026
NOLSM803531116,3,Photo,0.950292,15.56814,14.969515,20.004004,196.000891,89.999002,504.223552,4044.213968,4926.147819,5.026724,91.828561,29.997005,15,43,03-03-2026
NOLSM181605546971,3,Photo,1.262796,14.526359,14.927382,20.000045,198.186963,90.000004,500.055454,3977.064446,5105.31857,5.001552,91.152294,30.007018,15,44,03-03-2026
NOLSM7453073817,3,Photo,1.826068,15.934732,15.078081,19.993987,200.305738,90.000999,500.398229,4040.883303,5036.838421,4.884894,92.017011,30.013001,15,45,03-03-2026
NOLSM8573901084,3,Photo,1.105023,12.743355,14.967944,19.997034,200.347928,90.001,494.989971,4012.897719,5035.650281,5.036966,93.687223,30.000041,15,46,03-03-2026
NOLSM21250177,3,Photo,1.836577,15.441836,15.001494,19.995975,196.439617,89.999,499.259913,4065.561104,5054.541229,4.935342,90.948069,29.991026,15,47,03-03-2026
NOLSM369067275255,3,Photo,1.322121,11.814877,15.080516,20.005026,199.029923,89.999006,501.197806,4087.181548,4924.955383,4.915123,89.278374,29.997981,15,48,03-03-2026
NOLSM44552100734,3,Photo,0.435903,17.364221,15.057969,20.004997,198.241535,90.002009,493.308297,4080.471676,5064.360959,5.12493,89.908977,30.014988,15,49,03-03-2026
NOLSM79636251552,3,Photo,0.605861,16.093532,14.839802,20.001012,200.861496,90.0,498.382883,4062.085308,5036.767827,4.973381,92.885701,29.998004,15,50,03-03-2026
NOLSM844030906,3,Photo,1.249111,19.01428,15.014016,20.000977,201.82018,89.999993,501.801784,4021.885863,4937.452581,5.047722,92.211542,29.999029,15,51,03-03-2026
NOLSM738931282081,3,Photo,2.397172,18.883595,14.96529,20.003006,196.670922,90.001007,501.160152,3996.712745,5110.701498,4.996464,89.50701,30.011984,15,52,03-03-2026
NOLSM722253132,3,Photo,1.119675,13.797099,14.904859,19.992015,201.918799,89.998998,498.36363,4074.559827,4971.547051,5.07611,89.417277,30.000963,15,53,03-03-2026
NOLSM306383655,3,Photo,1.326876,18.769774,14.967739,19.995987,200.428806,90.000002,501.800993,4077.845132,4942.461332,5.037242,92.237136,29.998021,15,54,03-03-2026
NOLSM14308280681,2,Photo,1.393767,13.466498,14.976077,20.001998,204.348053,89.999997,500.106392,4099.506306,4950.50543,5.096812,92.703418,30.002001,15,1,03-03-2026
NOLSM9167504020,2,Photo,1.671024,15.457672,15.087912,20.000996,198.45595,89.998999,497.554644,4023.188826,5061.877954,5.089833,94.034567,29.990945,15,2,03-03-2026
NOLSM906631338,2,Photo,1.145025,16.139095,15.099399,19.999994,200.081219,90.0,503.11678,4100.83344,4995.485894,5.018277,94.482932,29.994952,15,3,03-03-2026
NOLSM46628266,3,Photo,1.086176,15.358745,14.87441,19.994005,199.382982,90.001001,500.053653,4028.060635,4922.285333,5.175131,93.890742,30.004997,15,4,03-03-2026
NOLSM64919058,3,Photo,1.385829,17.038077,15.003452,20.001012,201.67847,90.000001,502.998606,4018.865526,5123.537095,4.903156,90.418659,29.997013,15,5,03-03-2026
NOLSM0088528473,1,Photo,1.417016,17.542213,14.916249,19.993987,204.096645,89.997999,502.357203,4071.684358,5006.186905,4.963714,93.43299,29.996027,15,6,03-03-2026
NOLSM17304394,1,Photo,1.719891,14.885616,15.035854,19.997961,199.78898,90.000999,496.874822,4144.211626,5026.842628,4.855135,92.447709,29.997957,15,7,03-03-2026
NOLSM3754939103,2,Photo,0.785178,16.558438,14.901831,20.001024,202.45892,90.001001,500.837182,4044.109567,4870.402551,4.900755,90.259931,30.00093,15,8,03-03-2026
NOLSM181155323471,2,Photo,2.145053,17.034098,15.010831,19.997027,200.749718,90.000997,496.917653,3959.438471,5034.932487,5.007565,92.194615,30.00599,15,9,03-03-2026
NOLSM956241219072,2,Photo,1.179342,16.609183,14.997927,20.00501,200.691866,90.000003,499.613731,3949.673803,4999.191015,5.083513,89.24764,30.009041,15,10,03-03-2026
NOLSM6758001358,3,Photo,1.296937,20.41638,15.096713,20.001004,200.194727,90.000999,500.838996,4035.225505,5015.595913,5.035283,90.885743,30.009938,15,11,03-03-2026
NOLSM841886340589,3,Photo,1.136722,16.95735,15.071277,19.999029,200.624982,89.999998,498.793389,3939.415329,5034.180935,5.012227,91.989037,29.993968,15,12,03-03-2026
NOLSM581426109675,3,Photo,1.416745,13.52038,14.991972,19.992997,199.62557,89.999,501.163543,3999.885165,4980.716738,5.029755,93.260273,30.003997,15,13,03-03-2026
NOLSM9224939980,1,Photo,0.65969,15.955266,15.058453,19.994986,206.863491,89.999003,494.569771,3979.573898,4979.261227,5.007465,90.458771,30.007969,15,14,03-03-2026
NOLSM875856352493,1,Photo,1.233779,15.668327,14.975966,19.993991,202.784899,90.001002,503.047119,4095.633982,4958.143878,4.904937,92.040587,30.000939,15,15,03-03-2026
NOLSM15268056836,2,Photo,1.271328,15.546514,14.969343,20.003985,195.939151,89.999,499.128538,4044.180948,4926.717863,5.026856,91.825921,29.997018,15,16,03-03-2026
NOLSM75410274948,2,Photo,1.265988,14.527262,14.92846,20.000018,198.184999,89.999991,495.306484,3977.422787,5105.118721,5.001177,91.151424,30.007041,15,17,03-03-2026
NOLSM87971145,2,Photo,1.826189,15.93073,15.079204,19.993991,200.303198,90.001002,509.050609,4040.537725,5037.005502,4.885354,92.015901,30.013023,15,18,03-03-2026
NOLSM705994176941,3,Photo,1.102329,12.733067,14.967284,19.997014,200.374992,90.000998,505.358186,4012.84851,5035.677582,5.037143,93.702338,30.000008,15,19,03-03-2026
NOLSM075153282,3,Photo,1.834917,15.43534,15.001274,19.996017,196.440955,89.998999,498.045273,4065.677643,5054.882257,4.935149,90.944741,29.990981,15,20,03-03-2026
NOLSM745432750,3,Photo,1.318425,11.79822,15.081246,20.005021,199.027754,89.999003,496.983492,4086.186378,4924.674509,4.915017,89.281862,29.998033,15,21,03-03-2026
NOLSM14119549792,1,Photo,0.435914,19.38958,15.058386,20.005003,198.267873,90.002001,498.638548,4080.730724,5064.098067,5.124745,89.899821,30.015059,15,22,03-03-2026
NOLSM73933550328,1,Photo,0.603643,15.469186,14.840821,20.000967,200.852901,90.000001,498.397112,4061.873227,5037.050101,4.972764,92.889128,29.997978,15,23,03-03-2026
NOLSM801815146,1,Photo,1.24934,9.685057,15.01337,20.001021,201.822684,89.999997,501.798982,4022.101497,4936.897156,5.047667,92.216607,29.999009,15,24,03-03-2026
NOLSM57697402,2,Photo,2.388653,17.864254,14.965031,20.002993,196.669679,90.000999,501.218183,3996.685981,5111.530297,4.99581,89.496386,30.012004,15,25,03-03-2026
NOLSM482411481722,2,Photo,1.116887,13.389983,14.905147,19.991998,201.90932,89.999003,498.370326,4074.183187,4971.193109,5.076396,89.400634,30.000966,15,26,03-03-2026
NOLSM136427773275,3,Photo,1.327004,15.953122,14.968281,19.995982,200.429637,90.000006,501.802434,4077.710115,4942.72787,5.037407,92.232392,29.997978,15,27,03-03-2026
NOLSM95262129,1,Photo,1.398018,20.68766,14.952622,19.998997,198.457122,90.000003,502.399047,4037.916237,4927.943194,5.115048,93.17055,29.998977,16,28,04-03-2026
NOLSM87828244,1,Photo,0.465557,11.272364,15.005212,20.003021,202.14033,89.999996,507.197984,4005.958071,4988.354559,5.009763,92.417737,29.998991,16,29,04-03-2026
NOLSM01543208,1,Photo,1.416956,15.271911,15.053486,20.004998,199.590216,89.998996,501.270919,4067.592465,5083.753763,5.084946,91.647572,30.006053,16,30,04-03-2026
NOLSM64139163,1,Photo,1.05769,12.477831,14.946141,19.994977,201.163361,90.001002,503.414627,4038.960708,5105.048643,5.112523,89.340431,30.003006,16,31,04-03-2026
NOLSM87673646,1,Photo,0.894241,19.76823,14.975301,19.99699,200.047983,89.999998,501.411649,3929.583386,5076.058191,5.014242,91.142001,30.007044,16,32,04-03-2026
NOLSM199424457715,1,Photo,1.086089,16.029933,15.006834,20.002013,207.299372,89.999001,501.081511,4065.807111,4944.828379,4.912186,92.432966,29.993973,16,33,04-03-2026
NOLSM914191245476,1,Photo,1.432831,17.581217,14.936378,20.005993,201.134879,90.000008,501.567824,4042.510908,5118.621702,5.107287,91.467353,29.994011,16,34,04-03-2026
NOLSM733545106122,1,Photo,1.320371,16.440843,15.10106,19.989984,199.785508,89.999999,497.107029,4129.05794,5013.083403,4.931183,90.440159,30.00597,16,35,04-03-2026
NOLSM35755917,1,Photo,1.486665,13.186307,15.064411,19.99698,200.909949,89.998994,500.149557,4075.336387,4972.072913,4.915822,90.636397,30.002994,16,36,04-03-2026
NOLSM0688920727,1,Photo,1.288843,14.057615,14.931457,20.011985,199.142451,90.001002,501.386971,4130.075415,4954.457777,5.238889,91.954398,29.988019,16,37,04-03-2026
NOLSM674381211,1,Photo,1.070817,15.180749,14.945084,20.000993,203.072477,90.001001,496.509393,4112.524347,5003.669169,4.92472,92.110365,30.002009,16,38,04-03-2026
NOLSM53676304263,1,Photo,1.038698,12.061285,14.976928,19.994012,196.214423,90.001,501.628202,4040.803737,5103.830888,5.013958,91.178699,30.007007,16,39,04-03-2026
NOLSM482803162,1,Photo,1.267868,17.756242,14.959143,19.997,200.931948,90.001001,495.981919,4119.16528,4883.942787,5.072228,91.28026,29.991979,16,40,04-03-2026
NOLSM65369579845,1,Photo,0.931801,17.153118,14.871206,20.002022,200.471165,90.000003,500.456968,3983.254121,5095.22594,5.025969,90.861791,29.999984,16,41,04-03-2026
NOLSM39603972,1,Photo,1.642985,16.948911,15.00119,20.011993,201.925086,90.000996,502.241457,4073.401081,4886.061797,4.997925,92.06635,30.004925,16,42,04-03-2026
NOLSM264706444,1,Photo,0.923742,17.065325,15.013349,20.000988,204.136696,90.000001,503.415934,3992.370961,5045.365098,5.003585,92.263287,30.006018,16,43,04-03-2026
NOLSM0074334656,1,Photo,0.897143,13.658049,14.954451,19.997029,202.734903,89.999002,498.504906,4043.882928,5005.518802,5.161448,93.195116,29.98801,16,44,04-03-2026
NOLSM3032957271,1,Photo,1.109536,14.611078,15.159541,20.000981,202.295812,90.000002,495.420495,4001.171826,5021.35978,5.053949,92.616129,29.997987,16,45,04-03-2026
NOLSM9279187380,1,Photo,1.756491,16.452737,15.110683,19.995012,200.950709,90.001002,494.531882,4019.55093,5172.352067,4.969437,91.153916,29.998042,16,46,04-03-2026
NOLSM9877070901,1,Photo,1.670164,13.909202,14.824144,20.004982,203.57516,89.999998,498.312892,4068.508098,5059.824349,5.067958,93.220821,30.01005,16,47,04-03-2026
NOLSM465304385,1,Photo,1.555153,14.72774,14.904507,19.99098,197.359908,90.000002,505.848557,4102.14287,5003.540298,5.071548,94.834105,30.008032,16,48,04-03-2026
NOLSM342780452257,1,Photo,1.629036,16.676525,14.969715,20.000018,202.434516,90.000995,502.430995,4096.049492,5023.803136,5.006638,89.362089,29.997005,16,49,04-03-2026
NOLSM960018405,1,Photo,1.06165,14.99367,14.91643,19.991995,200.554933,90.000998,502.767798,3984.832954,5033.470248,5.067899,92.2686,29.989033,16,50,04-03-2026
NOLSM860390644,1,Photo,1.399956,16.285562,15.038861,20.00498,203.025647,89.999005,502.141417,4049.641728,5067.57618,4.933849,92.66052,30.00301,16,51,04-03-2026
NOLSM63037096,1,Photo,0.753771,14.537562,15.109762,20.001981,204.413323,89.999998,499.334232,4105.36176,5077.150473,4.884741,92.168112,30.003012,16,52,04-03-2026
NOLSM2967179549,1,Photo,1.057366,12.347073,15.017843,20.000008,204.467188,89.999999,505.733058,3960.251765,4922.898351,4.934099,90.129514,29.98901,16,53,04-03-2026
NOLSM639046904096,1,Photo,0.521084,18.265859,15.079676,20.000974,203.156061,90.001,494.915458,4024.464169,4993.810279,5.048062,94.830861,30.010005,16,54,04-03-2026
NOLSM89291732,3,Photo,1.391774,16.200355,14.952842,19.998998,198.463751,90.000004,502.395622,4038.070188,4928.563942,5.114962,93.168294,29.999013,16,1,04-03-2026
NOLSM59006697649,3,Photo,0.464754,12.528526,15.00448,20.003008,202.149261,90.000001,507.188085,4005.438754,4987.999127,5.009902,92.421096,29.999041,16,2,04-03-2026
NOLSM657665056,1,Photo,1.419068,12.843307,15.053734,20.004987,199.59334,89.999003,501.303706,4067.246404,5084.255866,5.085233,91.63927,30.005999,16,3,04-03-2026
NOLSM266018626,1,Photo,1.058633,15.223129,14.945918,19.994962,201.183329,90.001002,503.419421,4038.567852,5105.332109,5.11165,89.342173,30.002973,16,4,04-03-2026
NOLSM384840430,1,Photo,0.891081,13.768203,14.974402,19.997006,200.069637,89.999002,501.449451,3929.488308,5075.104146,5.014521,91.129938,30.006989,16,5,04-03-2026
NOLSM26813978475,2,Photo,1.085233,14.282922,15.006668,20.001972,207.31479,89.999997,501.091124,4065.933404,4944.149769,4.911998,92.41876,29.994007,16,6,04-03-2026
NOLSM691969608,2,Photo,1.432427,13.070778,14.935729,20.00599,201.13302,89.999997,501.566984,4042.14236,5119.002595,5.106877,91.463031,29.993983,16,7,04-03-2026
NOLSM985627257,2,Photo,1.322087,15.000525,15.101043,19.989983,199.746456,89.999996,497.091582,4129.103296,5013.448555,4.931958,90.438512,30.006032,16,8,04-03-2026
NOLSM174471288820,3,Photo,1.487418,13.204901,15.063582,19.996993,200.893609,90.000996,500.144599,4075.388749,4971.872258,4.915646,90.64621,30.002962,16,9,04-03-2026
NOLSM95226078,3,Photo,1.290631,14.017715,14.931658,20.012019,199.167135,90.000998,501.406604,4129.84067,4955.224561,5.238353,91.954782,29.987998,16,10,04-03-2026
NOLSM03617807923,3,Photo,1.074156,15.162973,14.945117,20.000973,203.047652,89.998997,496.492966,4112.441479,5002.886413,4.925052,92.11463,30.001961,16,11,04-03-2026
NOLSM356881831731,1,Photo,1.039848,12.078169,14.977347,19.993983,196.189804,90.001005,501.652753,4040.901494,5103.717389,5.014499,91.181816,30.007052,16,12,04-03-2026
NOLSM8599461898,1,Photo,1.271949,17.738418,14.958686,19.997005,200.948474,89.999996,495.955493,4119.016183,4883.978401,5.072083,91.281237,29.99205,16,13,04-03-2026
NOLSM971532283,1,Photo,0.93162,17.174546,14.871533,20.001957,200.473217,90.001,500.449092,3982.752573,5095.464388,5.025488,90.880403,30.000028,16,14,04-03-2026
NOLSM93779468,2,Photo,1.646663,16.950351,14.999996,20.012008,201.906219,90.0,502.266911,4073.518907,4886.369297,4.99819,92.054448,30.004998,16,15,04-03-2026
