No_Die,Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Lot_Num,Wafer_Num,Datetime
NOLSM9606712208,2,Implantation,1.4611113622866018e+16,2.468886055400305e+16,626626075042035.0,3.01002331722991e+17,6e+17,32295.437211,103.979535,925.969673,156,20,25,08-03-2026
NOLSM4384110442,1,Implantation,6471651860934895.0,6.41709225366339e+16,2.9480794538755206e+17,2.999948510763998e+17,6e+17,32301.733973,104.521503,931.133949,157,20,26,08-03-2026
NOLSM723256616099,1,Implantation,1.7043938165719648e+16,4.129559560770427e+16,6455293553649870.0,3.000050835739913e+17,6e+17,32305.177498,104.590004,928.993512,157,20,27,08-03-2026
NOLSM117243468179,1,Implantation,1.0003474349669558e+16,1.3527414418458454e+17,3.4752114220692275e+17,2.9999719461604486e+17,6e+17,31571.886741,102.83839,884.955782,154,1,28,17-02-2026
NOLSM56103083,2,Implantation,9698401633648330.0,1.389280582817852e+17,3.817479676630463e+17,3.020031726788741e+17,6e+17,31578.25922,104.332968,918.795841,154,1,29,17-02-2026
NOLSM03202715,3,Implantation,1.7623156814667942e+16,8.777695606647544e+16,5.993433270635316e+17,2.989935491265847e+17,6e+17,32162.323715,100.594594,916.084893,155,1,30,17-02-2026
NOLSM31179097141,1,Implantation,1.150544660140034e+16,9.813084502662016e+16,6.442667676546024e+16,2.9900175748401555e+17,6e+17,32875.238082,101.746535,911.133365,156,1,31,17-02-2026
NOLSM31708527,2,Implantation,9717770643816948.0,1.2194343327976702e+17,2.4791158478505165e+17,3.0099500314432365e+17,6e+17,30985.944773,106.417042,872.159235,155,1,32,17-02-2026
NOLSM7082996721,3,Implantation,1.1800612875811178e+16,9.349175077217594e+16,4.499098473314862e+17,2.999928645130744e+17,6e+17,31998.954626,103.477558,923.962629,149,1,33,17-02-2026
NOLSM714171692944,1,Implantation,1.4480916361122016e+16,8.059789292374341e+16,3.2154547236311386e+17,3.000040428664781e+17,6e+17,31460.96799,100.061156,881.931498,154,1,34,17-02-2026
NOLSM50700655724,2,Implantation,1.2880815590080876e+16,9.845197365338e+16,2.274407802394184e+17,3.020030346487459e+17,6e+17,31769.687792,104.330726,885.133112,153,1,35,17-02-2026
NOLSM73638069849,3,Implantation,1.7099168665909902e+16,1.372987693891529e+17,1.2691029122074767e+18,2.999923862884591e+17,6e+17,31695.024228,104.575609,905.942805,156,1,36,17-02-2026
NOLSM86184261890,1,Implantation,8334914365175442.0,2.6420820039364284e+16,4.670175775544556e+17,3.00996724401306e+17,6e+17,32929.025618,106.634603,897.854789,158,1,37,17-02-2026
NOLSM484615007,2,Implantation,1.7398394225958132e+16,2.361407348750708e+16,9.617754368140636e+17,2.990018108635184e+17,6e+17,31692.35922,105.294359,890.98489,156,1,38,17-02-2026
NOLSM42425070,3,Implantation,1.3695801594301184e+16,8.866908125024605e+16,7.444853785968013e+17,2.999938320821574e+17,6e+17,31207.548322,105.48497,905.94653,153,1,39,17-02-2026
NOLSM7640826416,1,Implantation,1.378426407055249e+16,1.2180483736627006e+17,7.787800148659334e+17,3.02996063278143e+17,6e+17,31654.122495,104.641625,897.910381,151,1,40,17-02-2026
NOLSM968225626392,2,Implantation,1.2600514637062516e+16,1.1053254963325822e+17,5.997194680706431e+17,3.030055234925291e+17,6e+17,30953.876315,104.296638,897.051469,152,1,41,17-02-2026
NOLSM533820940,3,Implantation,7285404821252018.0,9.589441208319384e+16,2.2912655262278883e+17,3.0100361961638624e+17,6e+17,31211.78982,102.576563,898.983798,151,1,42,17-02-2026
NOLSM7608350911,1,Implantation,9502439488413792.0,4.87567583975151e+16,9.940998470245194e+17,2.990007897684503e+17,6e+17,31605.828402,106.007171,910.113804,156,1,43,17-02-2026
NOLSM30913808,2,Implantation,1.2895541603396808e+16,5.519983766796975e+16,5.76937812140777e+17,2.999938537089225e+17,6e+17,31196.046492,103.451871,909.996727,155,1,44,17-02-2026
NOLSM303478964957,3,Implantation,8464919932559938.0,1.6646642325276397e+17,9.897061253781416e+17,3.000011247893111e+17,6e+17,31357.358311,103.047693,894.073087,156,1,45,17-02-2026
NOLSM1849619799,1,Implantation,1.2985058367971902e+16,1.00521917613017e+17,7.36292936423243e+17,3.020005072314875e+17,6e+17,32407.121405,106.251333,899.074113,154,1,46,17-02-2026
NOLSM435863784,2,Implantation,1.2314351375489244e+16,9.339255829296947e+16,2.5956290706971315e+17,3.030020518411321e+17,6e+17,32919.699263,104.802567,922.954931,152,1,47,17-02-2026
NOLSM86740171504,3,Implantation,1.4178628806440516e+16,1.8432579157761148e+16,2.1928751944582e+17,3.0099924120694886e+17,6e+17,30783.841915,101.328695,919.992929,154,1,48,17-02-2026
NOLSM09403393,1,Implantation,9735071335093470.0,1.4054542059908842e+17,3.59376357923842e+17,2.999949163295378e+17,6e+17,30859.338165,101.944001,897.111956,154,1,49,17-02-2026
NOLSM74885418,2,Implantation,1.2607230265996532e+16,3.1424416164943204e+16,7.891456452174303e+17,3.019952724004127e+17,6e+17,32296.045436,100.751314,884.109932,155,1,50,17-02-2026
NOLSM072446300,3,Implantation,5189218057765341.0,4.091652577458006e+16,6.695140051171494e+17,3.010033186722831e+17,6e+17,31610.885769,104.389025,917.02223,155,1,51,17-02-2026
NOLSM3111304710,1,Implantation,1.7744156933600862e+16,1.312838963839285e+17,9.93620909503796e+17,3.010062774395214e+17,6e+17,30538.68526,100.52207,915.002971,156,1,52,17-02-2026
NOLSM133251006944,2,Implantation,2.051581905028397e+16,1.4275201223916706e+17,5.005037149676549e+17,2.999993877491923e+17,6e+17,32265.326341,102.992899,898.036524,159,1,53,17-02-2026
NOLSM86848507764,3,Implantation,1.010835857071977e+16,2.112568334714781e+16,7.528007993242798e+17,3.0200037996453626e+17,6e+17,31093.086445,101.81044,903.021084,156,1,54,17-02-2026
NOLSM540156097549,1,Implantation,1.9612416769770108e+16,1.6515796858362442e+17,2.113278894240604e+17,2.9999477112188896e+17,6e+17,32301.435454,104.661943,933.88731,157,21,28,17-02-2026
NOLSM4488766542,2,Implantation,1.3137515577050264e+16,1.3032287208969992e+17,6.296112407970034e+17,3.00999276861169e+17,6e+17,32298.68699,105.504213,932.985791,158,21,29,17-02-2026
NOLSM356126967880,3,Implantation,2.127192431539341e+16,1.5448245571019958e+17,929665027535305.2,3.0099529254711456e+17,6e+17,32302.334995,104.9343,931.064954,157,21,30,17-02-2026
NOLSM50804043,1,Implantation,1.3496004735932192e+16,1.0695461193645814e+17,8914373112148662.0,2.989919262325921e+17,6e+17,32300.775648,105.106971,928.055467,158,21,31,17-02-2026
NOLSM47574758,2,Implantation,5848698878579400.0,3.494009160787804e+16,2.172224128267139e+16,2.979976455428023e+17,6e+17,32300.642887,105.415034,938.022304,158,21,32,17-02-2026
NOLSM00249399771,3,Implantation,1.8478164622540144e+16,2356573576374442.0,1877836862868671.2,3.020018761126219e+17,6e+17,32295.427544,106.443644,938.03831,160,21,33,17-02-2026
NOLSM581836978164,1,Implantation,1.559938133960346e+16,373464444743188.6,-1254813149629510.8,3.0099777609107974e+17,6e+17,32297.484993,106.408397,932.020096,160,21,34,17-02-2026
NOLSM07498139,2,Implantation,1.6830274918509122e+16,1.448386158084542e+16,1575729882205664.0,3.0099573871304506e+17,6e+17,32301.036842,105.565434,937.051299,158,21,35,17-02-2026
NOLSM664928612834,3,Implantation,1.4265664150117096e+16,1.0699274672931187e+17,5.662666541275461e+17,2.98987546179276e+17,6e+17,32303.634433,105.560245,922.082685,158,21,36,17-02-2026
NOLSM38811815,1,Implantation,1.6793317240432e+16,1.639975104546427e+17,7.781615746812247e+17,2.9999803201378054e+17,6e+17,32302.75629,104.251718,928.847884,156,21,37,17-02-2026
NOLSM168114603806,2,Implantation,1.4621678361743874e+16,2389699573458886.5,5.800713619817318e+16,3.0000485764359104e+17,6e+17,32298.091272,104.716274,926.981692,157,21,38,17-02-2026
NOLSM424428910721,3,Implantation,1.4292134205748314e+16,1.1250725739091171e+17,5.213223729885261e+17,2.98999288474461e+17,6e+17,32301.560452,104.632344,923.814966,157,21,39,17-02-2026
NOLSM066349020,1,Implantation,1.0295977683270556e+16,1.0315585261093474e+17,5.789595174112019e+17,2.999944237381654e+17,6e+17,32302.947992,104.291914,923.084822,156,21,40,17-02-2026
NOLSM90643338,2,Implantation,1.7844962459659966e+16,1.3460528927186906e+17,3.012091372878233e+16,2.999999992384396e+17,6e+17,32305.528452,104.586717,923.95144,157,21,41,17-02-2026
NOLSM99506713462,3,Implantation,4868664078102242.0,1.4536075300716006e+16,2.9339176433138144e+17,3.0199277839288986e+17,6e+17,32298.218487,104.787068,922.936872,157,21,42,17-02-2026
NOLSM843493594,1,Implantation,1.1693434440901356e+16,1.1624126704008243e+17,9.49356326051574e+16,3.020061063222476e+17,6e+17,32299.782702,104.374518,929.051302,157,21,43,17-02-2026
NOLSM341918478029,2,Implantation,7550059334428893.0,2.916024409346254e+16,1347233336907469.5,2.9900724641143654e+17,6e+17,32294.704752,104.656014,918.111816,157,21,44,17-02-2026
NOLSM719790558,3,Implantation,1.5440504864875032e+16,1.3622443975610045e+17,1.88497226050909e+17,2.999972293160035e+17,6e+17,32302.209557,103.772133,921.057259,156,21,45,17-02-2026
NOLSM796607512684,1,Implantation,5272268043874129.0,4.034942850889298e+16,1.095272517833705e+17,2.9999771776768794e+17,6e+17,32304.582744,104.102059,921.027331,156,21,46,17-02-2026
NOLSM901581641,2,Implantation,6881089517678798.0,5.406946074800218e+16,6.568303272917955e+16,2.999974052118964e+17,6e+17,32304.733065,103.699891,920.96447,156,21,47,17-02-2026
NOLSM533404178895,3,Implantation,3463589489400929.0,1.3991606048558392e+17,2.8646018160290524e+16,2.9900079707989805e+17,6e+17,32301.238023,103.930126,919.934544,156,21,48,17-02-2026
NOLSM96266234,1,Implantation,1.5115291910560918e+16,5.495952904783473e+16,1.311148533657375e+17,2.989962156627432e+17,6e+17,32298.744495,103.633941,915.875527,155,21,49,17-02-2026
NOLSM791468179050,2,Implantation,4264178941900353.0,2060607742539744.8,577860641824506.4,3.000052736732033e+17,6e+17,32297.531347,103.494828,918.842862,155,21,50,17-02-2026
NOLSM122959375,3,Implantation,5968372029877861.0,1.5544816079169475e+17,1.041140426715498e+18,3.010055771917528e+17,6e+17,32290.825231,103.613675,917.834024,155,21,51,17-02-2026
NOLSM09597878865,1,Implantation,1.1432132803014336e+16,265808498852019.7,6588371772107630.0,2.9999763300216403e+17,6e+17,32301.281743,103.252369,920.02359,155,21,52,17-02-2026
NOLSM9258577442,2,Implantation,1.59108385268094e+16,1.2224060282857438e+17,4.1028965444885184e+17,3.000017720162038e+17,6e+17,32303.195766,103.6045,918.118015,155,21,53,17-02-2026
NOLSM49898980,3,Implantation,6764082649480538.0,1.5135472421385426e+16,6919723385161907.0,3.010021291914768e+17,6e+17,32203.075188,103.190515,923.941311,155,21,54,17-02-2026
NOLSM79680187933,3,Implantation,1.0015503032713688e+16,1.3481774739628848e+17,3.477237062627526e+17,3.000010004473521e+17,6e+17,31579.623511,102.856285,885.07059,154,1,1,17-02-2026
NOLSM547697156901,2,Implantation,9668840695828576.0,1.3927495996315016e+17,3.867797788141101e+17,3.0200111198872314e+17,6e+17,31577.523138,104.328402,919.059877,154,1,2,17-02-2026
NOLSM653324489,1,Implantation,1.756161958550702e+16,8.786273498450246e+16,6.001362243570403e+17,2.9900530682386035e+17,6e+17,32162.094659,100.623132,915.988481,155,1,3,17-02-2026
NOLSM67074800,1,Implantation,1.1549594207259406e+16,9.794404714962067e+16,6.85899349431837e+16,2.990026939142111e+17,6e+17,32871.876718,101.73637,911.02473,156,1,4,17-02-2026
NOLSM54038643,2,Implantation,9781132249778390.0,1.2177373245422462e+17,2.516971099347597e+17,3.0100058641104755e+17,6e+17,30989.01781,106.408772,871.962956,155,1,5,17-02-2026
NOLSM061156823586,3,Implantation,1.1803152881207634e+16,9.33306147078265e+16,4.4390943514734464e+17,3.000010454088352e+17,6e+17,31995.911694,103.458937,923.917808,149,1,6,17-02-2026
NOLSM913119267,2,Implantation,1.4466338122950886e+16,7.992096862810085e+16,3.2308049026095776e+17,3.000099914548861e+17,6e+17,31463.39352,100.069472,882.279061,154,1,7,17-02-2026
NOLSM66580451528,1,Implantation,1.2886740244975194e+16,9.85558968840964e+16,2.330206698285049e+17,3.0200123076978086e+17,6e+17,31776.507437,104.345184,884.998955,153,1,8,17-02-2026
NOLSM63002037995,1,Implantation,1.707232233026424e+16,1.374622031890279e+17,1.2688254180661642e+18,3.0000397877373504e+17,6e+17,31693.097367,104.588354,905.96647,156,1,9,17-02-2026
NOLSM876339938,2,Implantation,8336315612679146.0,2.646431867852725e+16,4.698393441705861e+17,3.0100108497281254e+17,6e+17,32930.837994,106.628377,898.040607,158,1,10,17-02-2026
NOLSM884807347709,3,Implantation,1.7380225763638458e+16,2.392540669088026e+16,9.606835576560804e+17,2.990046205100142e+17,6e+17,31693.651464,105.304884,891.138694,156,1,11,17-02-2026
NOLSM177913133798,3,Implantation,1.3684881009040954e+16,8.918023760075206e+16,7.450359957252553e+17,3.0000387659320435e+17,6e+17,31201.539132,105.481566,905.976485,153,1,12,17-02-2026
NOLSM2608595677,2,Implantation,1.3794369276294362e+16,1.2240548965011518e+17,7.803230279911672e+17,3.029974177601759e+17,6e+17,31651.694828,104.640368,897.960246,151,1,13,17-02-2026
NOLSM42238553,1,Implantation,1.2594762440054626e+16,1.1107344035622493e+17,6.013909609436746e+17,3.029994641931372e+17,6e+17,30953.92998,104.293763,897.093336,152,1,14,17-02-2026
NOLSM3129237455,1,Implantation,7257673580321806.0,9.626240014949872e+16,2.2501817458133235e+17,3.010039874244518e+17,6e+17,31211.396644,102.582724,899.14613,151,1,15,17-02-2026
NOLSM07907205514,2,Implantation,9507729397652452.0,4.856970102027106e+16,9.976283398317856e+17,2.989982056177812e+17,6e+17,31605.993113,106.025157,910.005517,156,1,16,17-02-2026
NOLSM476235645700,3,Implantation,1.2890322537043368e+16,5.567824198896865e+16,5.823522172360462e+17,3.000001049526658e+17,6e+17,31197.161185,103.44635,909.874797,155,1,17,17-02-2026
NOLSM19503614438,3,Implantation,8401074460485702.0,1.6632048960875635e+17,9.861720136281048e+17,3.000056310163498e+17,6e+17,31353.322081,103.050785,894.074362,156,1,18,17-02-2026
NOLSM576980783,2,Implantation,1.2973468715929028e+16,9.974050705416696e+16,7.397214263284133e+17,3.0200854577120845e+17,6e+17,32413.198121,106.241382,898.962216,154,1,19,17-02-2026
NOLSM37913075,1,Implantation,1.227369688886789e+16,9.327307057810611e+16,2.583129888324465e+17,3.030036510749686e+17,6e+17,32923.595575,104.794501,922.94693,152,1,20,17-02-2026
NOLSM6355755000,1,Implantation,1.4204091465031806e+16,1.9093422014937104e+16,2.2021509197945763e+17,3.009972200288716e+17,6e+17,30783.14132,101.336357,919.887596,154,1,21,17-02-2026
NOLSM2170837356,2,Implantation,9766836616424652.0,1.4123067515199136e+17,3.60975436751929e+17,3.000040429436571e+17,6e+17,30856.274928,101.933702,896.960379,154,1,22,17-02-2026
NOLSM42895395,3,Implantation,1.2590032827324568e+16,3.1311078751606464e+16,7.89575730999737e+17,3.0200158148405165e+17,6e+17,32300.761979,100.744203,884.068151,155,1,23,17-02-2026
NOLSM2841356181,3,Implantation,5183071631806365.0,4.080736744463459e+16,6.689228950244584e+17,3.010078975397009e+17,6e+17,31609.327492,104.380955,917.050626,155,1,24,17-02-2026
NOLSM761850115955,2,Implantation,1.772225216720383e+16,1.3069726338454842e+17,9.922207698581745e+17,3.010004994994917e+17,6e+17,30533.966925,100.520885,915.05774,156,1,25,17-02-2026
NOLSM0573725803,1,Implantation,2.045100879151772e+16,1.4282664063662286e+17,4.983632410718938e+17,2.999963090210571e+17,6e+17,32266.59085,103.002239,898.079106,159,1,26,17-02-2026
NOLSM974435792,1,Implantation,1.009758058091398e+16,2.157711931608692e+16,7.529472085454662e+17,3.0199754301416134e+17,6e+17,31089.869483,101.816337,903.017814,156,1,27,17-02-2026
NOLSM498538208324,2,Implantation,1.9648151542974216e+16,1.646837240274762e+17,2.0784246628875488e+17,2.9999506483715456e+17,6e+17,32299.578486,104.663534,934.012241,157,21,1,17-02-2026
NOLSM301778226,3,Implantation,1.3100172109087498e+16,1.3000539913885133e+17,6.317285588784484e+17,3.009976912009333e+17,6e+17,32298.353174,105.511057,932.994109,158,21,2,17-02-2026
NOLSM7143310422,3,Implantation,2.129242614434048e+16,1.5382517177330054e+17,-2189536974909133.5,3.009891258998146e+17,6e+17,32297.788084,104.940555,931.162983,157,21,3,17-02-2026
NOLSM47471371906,2,Implantation,1.3478047280705378e+16,1.075508890610295e+17,1.0377144595890352e+16,2.989906519497167e+17,6e+17,32296.667463,105.112614,928.19816,158,21,4,17-02-2026
NOLSM76939379,1,Implantation,5805671311096858.0,3.499599905255212e+16,2.2396741851205524e+16,2.980014194596377e+17,6e+17,32296.774336,105.415319,938.030265,158,21,5,17-02-2026
NOLSM3835664679,1,Implantation,1.8481142668016456e+16,1886954661649140.0,-2808139673905909.0,3.019960198842675e+17,6e+17,32294.760969,106.426573,938.092232,160,21,6,17-02-2026
NOLSM331197898,2,Implantation,1.5585492429649294e+16,-23503311760735.54,-1081465856339279.6,3.009987907678074e+17,6e+17,32301.577445,106.403843,932.001484,160,21,7,17-02-2026
NOLSM20917213412,3,Implantation,1.678432542713221e+16,1.4560400933781802e+16,652680083216267.5,3.0098877045438925e+17,6e+17,32300.164686,105.577563,936.803204,158,21,8,17-02-2026
NOLSM16143043,3,Implantation,1.4320744451121946e+16,1.070695413285602e+17,5.735516390675323e+17,2.99004765064853e+17,6e+17,32304.022718,105.563869,921.954749,158,21,9,17-02-2026
NOLSM149882939015,2,Implantation,1.6765049393118438e+16,1.6406179030833654e+17,7.757349075287172e+17,2.999989768865541e+17,6e+17,32298.94259,104.250087,928.881845,156,21,10,17-02-2026
NOLSM50435377,1,Implantation,1.462448972773759e+16,2296255361738860.0,5.999254917113788e+16,2.999962494176439e+17,6e+17,32299.570284,104.716657,926.974249,157,21,11,17-02-2026
NOLSM6917108450,1,Implantation,1.4353964584277738e+16,1.1227401559626045e+17,5.202457652941885e+17,2.9899428292576e+17,6e+17,32296.889745,104.638163,924.057507,157,21,12,17-02-2026
NOLSM79941603,3,Implantation,1.0289357879972864e+16,1.0255263101547245e+17,5.807048072531046e+17,3.00005578324266e+17,6e+17,32309.412523,104.303382,923.256325,156,21,13,17-02-2026
NOLSM74131758,3,Implantation,1.7757144260168636e+16,1.3536134730189982e+17,3.1478724341580804e+16,2.999923118952106e+17,6e+17,32304.527747,104.584225,924.204405,157,21,14,17-02-2026
NOLSM5121228746,2,Implantation,4876659482819033.0,1.486349594090952e+16,2.9275072431881e+17,3.02006340198179e+17,6e+17,32297.932721,104.792868,923.015433,157,21,15,17-02-2026
NOLSM74992022446,1,Implantation,1.1699732634980612e+16,1.1611008237105786e+17,9.371894859869962e+16,3.019890244115913e+17,6e+17,32298.066465,104.372291,928.995517,157,21,16,17-02-2026
NOLSM7198157105,1,Implantation,7527973333965842.0,2.9374191123162696e+16,169760258791725.5,2.989996199465564e+17,6e+17,32298.929413,104.653091,917.815423,157,21,17,17-02-2026
NOLSM937995449671,2,Implantation,1.5336425224658242e+16,1.363239418395775e+17,1.9011097113009728e+17,3.000003256652853e+17,6e+17,32302.024286,103.76587,921.000431,156,21,18,17-02-2026
NOLSM60405743824,3,Implantation,5313522847769227.0,4.028591263717442e+16,1.0749364417958712e+17,3.0000219284214054e+17,6e+17,32304.805173,104.084735,920.840056,156,21,19,17-02-2026
NOLSM45217403454,2,Implantation,6898449885515539.0,5.399057680218787e+16,6.856858350404623e+16,2.99978683427661e+17,6e+17,32302.096304,103.7047,920.915652,156,21,20,17-02-2026
NOLSM48985387641,1,Implantation,1.6187542727551694e+16,1.396542466991661e+17,2.952689689568536e+16,2.989996175929408e+17,6e+17,32298.646134,103.918791,920.006915,156,21,21,17-02-2026
NOLSM014659088,1,Implantation,7508513001408056.0,5.4634239709729e+16,1.3073863703085634e+17,2.989986090288717e+17,6e+17,32298.107973,103.635616,916.127329,155,21,22,17-02-2026
NOLSM434895115282,2,Implantation,5293547237663573.0,1783542339807261.5,-1092648594019611.6,2.999939016403006e+17,6e+17,32299.383013,103.486211,918.899168,155,21,23,17-02-2026
NOLSM52774215090,3,Implantation,1.7517230327652744e+16,1.5497485868244205e+17,1.0378120020982464e+18,3.010074912167916e+17,6e+17,32297.269907,103.594005,917.975598,155,21,24,17-02-2026
NOLSM46478484,3,Implantation,9772951558131646.0,586673909410775.8,3111787163309179.0,3.000025100624007e+17,6e+17,32295.610567,103.260073,919.887604,155,21,25,17-02-2026
NOLSM41129821539,2,Implantation,2.069911896867595e+16,1.2221224454416992e+17,4.117176378810488e+17,3.000019738216536e+17,6e+17,32300.847623,103.59323,918.193117,155,21,26,17-02-2026
NOLSM018194557341,1,Implantation,1.0815354513788684e+16,1.544291893473881e+16,7915495488201312.0,3.0100071273549344e+17,6e+17,32203.531622,103.184385,924.130364,155,21,27,17-02-2026
NOLSM76545914,1,Implantation,5946952107461612.0,9.23109163502174e+16,1.1729167696125494e+17,2.999951154842405e+17,6e+17,31489.962765,105.796754,889.949781,154,2,28,18-02-2026
NOLSM0269015687,2,Implantation,1.1184714981377612e+16,9.467212824376022e+16,5.576855172804488e+17,3.0099721506077075e+17,6e+17,32723.427512,103.915316,911.199123,156,2,29,18-02-2026
NOLSM7464845107,3,Implantation,7251308683575330.0,6.230205452841146e+16,8.164931809821097e+17,3.0100632663974483e+17,6e+17,31545.541322,103.926014,896.150254,152,2,30,18-02-2026
NOLSM52805614,1,Implantation,1.78967319215722e+16,9.184680447445902e+16,6.284997176584467e+17,2.99992590480321e+17,6e+17,31994.891108,100.413727,919.956226,154,2,31,18-02-2026
NOLSM25271379,2,Implantation,9667110429396808.0,8.659318783597952e+16,6.334587446176744e+17,2.999954819833333e+17,6e+17,31804.323344,103.269122,922.990652,154,2,32,18-02-2026
NOLSM2941704110,3,Implantation,1.3433846538391246e+16,1.6909891652716106e+17,3.911525557309061e+17,3.009986305740343e+17,6e+17,32126.315798,104.332665,900.080717,157,2,33,18-02-2026
NOLSM842667062,1,Implantation,8577517108196578.0,1.899833586909445e+17,5.618988840508223e+17,2.979942207086367e+17,6e+17,30890.815146,100.364765,910.120123,154,2,34,18-02-2026
NOLSM91391934,2,Implantation,9298516705522428.0,1.039234402860513e+17,8.974318823734399e+17,3.0099338512811046e+17,6e+17,31518.605476,105.865754,885.056116,153,2,35,18-02-2026
NOLSM2732831488,3,Implantation,1.4151809870442086e+16,1.3204321266683624e+17,8.001555540600429e+17,2.99995366828838e+17,6e+17,31795.522088,100.63535,866.978429,150,2,36,18-02-2026
NOLSM91061599233,1,Implantation,6551464723786669.0,8.271730337023906e+16,6.072697944542188e+17,3.0100918611495776e+17,6e+17,32066.581892,102.649434,901.00215,154,2,37,18-02-2026
NOLSM6957404651,2,Implantation,1.4222432388101596e+16,1.4889449037291747e+17,5.787868967304575e+17,3.010053660119776e+17,6e+17,31131.214117,105.074082,893.17009,158,2,38,18-02-2026
NOLSM160011804,3,Implantation,1.1321188160242656e+16,1.126217062447426e+17,-6.883329544894991e+16,2.990045391248558e+17,6e+17,31103.597739,102.627649,923.159544,157,2,39,18-02-2026
NOLSM532887012199,1,Implantation,1.110259726262427e+16,1.2309609673872578e+17,4.5270688676602e+17,3.019943674003064e+17,6e+17,32565.374616,99.987467,886.95564,155,2,40,18-02-2026
NOLSM68931534901,2,Implantation,1.0290735375959308e+16,8.1680601580143e+16,6.380367457850694e+17,3.009966597401844e+17,6e+17,32518.476631,99.536982,891.783324,153,2,41,18-02-2026
NOLSM40914708163,3,Implantation,1.3294520431591876e+16,3.6329091773654856e+16,4.297271635552632e+17,3.010040964159242e+17,6e+17,31362.979782,105.054667,898.912174,152,2,42,18-02-2026
NOLSM3940541409,1,Implantation,1.0585196483203134e+16,1.2391982426160274e+16,3.917000292285477e+17,3.0099477199869946e+17,6e+17,31815.254325,102.619162,919.886051,152,2,43,18-02-2026
NOLSM691550619793,2,Implantation,1.6923133107589336e+16,9.41375564056874e+16,5.714300364618872e+17,3.0099369733626624e+17,6e+17,31386.967018,106.139211,910.930066,159,2,44,18-02-2026
NOLSM125124353904,3,Implantation,6156363048415134.0,1.621394742729594e+17,5.915550546122729e+17,3.010047256263115e+17,6e+17,32379.249481,104.597443,900.056822,150,2,45,18-02-2026
NOLSM540959880022,1,Implantation,1.0462793169949178e+16,1.833233718787208e+17,6.417578171802756e+17,3.000005502365171e+17,6e+17,31657.811394,106.161447,892.049033,151,2,46,18-02-2026
NOLSM83138545612,2,Implantation,1.223251191238561e+16,8.929750551118462e+16,1.1800204505246298e+17,2.9999649808340595e+17,6e+17,31476.083153,104.407215,867.138545,155,2,47,18-02-2026
NOLSM251682852,3,Implantation,1.0100546347716116e+16,1.3381842663174968e+17,5.1660088890716186e+17,3.010116845241184e+17,6e+17,32537.391874,100.876992,893.910439,153,2,48,18-02-2026
NOLSM99596764502,1,Implantation,6897902092858471.0,7.757988290409814e+16,7.238658010108987e+17,2.999921896311866e+17,6e+17,30852.759478,104.16694,891.064232,151,2,49,18-02-2026
NOLSM2674667142,2,Implantation,1.5810976108876492e+16,7.227040283783032e+16,1.7099074401358717e+17,3.000085058999138e+17,6e+17,31110.387511,102.200342,871.07292,159,2,50,18-02-2026
NOLSM4143970361,3,Implantation,9799086148944214.0,1.1672041140118717e+17,9.699996258134342e+17,2.9900541878555264e+17,6e+17,31635.174647,105.634829,919.937717,157,2,51,18-02-2026
NOLSM489974672,1,Implantation,6729586911837034.0,1.3343570209344397e+17,5.4462206118126086e+17,3.0099464811448403e+17,6e+17,32034.9995,103.974386,904.971512,152,2,52,18-02-2026
NOLSM63065669,2,Implantation,1.2810325630415184e+16,7.642104119146704e+16,5.954130802280676e+17,2.990058719720149e+17,6e+17,31927.866658,102.578875,893.015271,154,2,53,18-02-2026
NOLSM71476150,3,Implantation,1.7781773128163594e+16,7.461552796800534e+16,7.07413789568925e+17,3.009982043644113e+17,6e+17,32769.57746,101.980922,897.819511,155,2,54,18-02-2026
NOLSM156821334,1,Implantation,1.930308927734696e+16,3.141535416408436e+16,9.61345566391012e+16,2.999917806712304e+17,6e+17,32194.424812,103.677985,918.915136,156,22,28,18-02-2026
NOLSM4946896222,2,Implantation,7614006495307494.0,2.214931867548388e+16,6.59882383626891e+17,2.999870547901077e+17,6e+17,32297.859123,103.660371,920.981727,155,22,29,18-02-2026
NOLSM09593932321,3,Implantation,1.1008658946862472e+16,1.058751408435226e+17,6.460149712349595e+17,2.9899442177740384e+17,6e+17,32297.283978,103.732136,923.109841,156,22,30,18-02-2026
NOLSM79931545,1,Implantation,2821487364764746.0,4852210488463150.0,-3075800544319912.0,3.0099796215733504e+17,6e+17,32293.01422,103.616848,927.006619,155,22,31,18-02-2026
NOLSM13089567640,2,Implantation,1.954519080684652e+16,1.0990490918838122e+17,3.0014573574383565e+17,2.9999030902475635e+17,6e+17,32302.132049,103.918217,925.370621,156,22,32,18-02-2026
NOLSM010653378,3,Implantation,1.968692711578604e+16,1102191534391946.0,64742226606875.17,3.0100358227574406e+17,6e+17,32205.034258,103.958723,925.057688,156,22,33,18-02-2026
NOLSM174016263,1,Implantation,1.996708994234306e+16,5.4373290956716e+16,5.173190024394623e+17,3.000009486033983e+17,6e+17,32298.426778,103.464849,919.905867,155,22,34,18-02-2026
NOLSM489903229,2,Implantation,1.2954846808554898e+16,1.4000878314945966e+17,1.0043809856596534e+17,3.000037908007847e+17,6e+17,32296.45384,103.497918,925.091401,155,22,35,18-02-2026
