Unnamed: 0,고객ID,성별,연령,결혼여부,부양자유무,부양자수,추천횟수,영수증발급여부,과금방식,보안서비스,백업서비스,기술지원서비스,데이터무제한,데이터사용량,시작일,종료일,고객이탈여부,이탈가능점수,이탈유형,LTV,만족도,로밍사용료
5829,C-15992,여성,40,Yes,Yes,1,5,Yes,계좌이체,No,No,No,No,0,2021-12-01,2026-01-01,No,36,,3753,4,50510
5830,C-15993,여성,77,No,No,0,0,Yes,계좌이체,No,No,No,Yes,26,2022-02-03,2026-01-01,No,60,,2030,4,0
5831,C-15994,여성,41,No,No,0,0,No,신용카드,Yes,Yes,Yes,Yes,15,2018-12-31,2026-01-01,No,46,,5905,3,22150
5832,C-15995,여성,56,No,No,0,0,No,신용카드,No,No,No,Yes,16,2024-05-01,2026-01-01,No,65,,4909,3,12320
5833,C-15996,남성,57,No,No,0,0,Yes,계좌이체,No,No,No,Yes,13,2023-06-01,2026-01-01,No,20,,2464,3,33450
5834,C-15997,남성,46,No,No,0,0,Yes,신용카드,No,No,No,No,0,2023-05-01,2026-01-01,No,27,,5909,4,32880
5835,C-15998,여성,36,No,No,0,0,Yes,계좌이체,No,No,No,No,0,2021-11-01,2026-01-01,No,23,,2997,3,52210
5836,C-15999,남성,45,No,No,0,0,No,신용카드,No,No,No,No,0,2020-04-01,2026-01-01,No,58,,6466,5,22260
5837,C-16000,남성,32,Yes,Yes,2,1,Yes,계좌이체,No,No,Yes,No,19,2021-11-01,2026-01-01,No,33,,2436,3,29150
5838,C-16001,남성,32,Yes,Yes,3,10,No,계좌이체,Yes,No,Yes,Yes,57,2019-06-01,2026-01-01,No,56,,4743,3,12770
5839,C-16002,남성,62,No,No,0,0,No,이체/메일확인,Yes,No,Yes,Yes,15,2023-02-28,2026-01-01,No,62,,2729,3,41920
5840,C-16003,여성,32,Yes,No,0,0,Yes,계좌이체,Yes,No,No,Yes,16,2020-04-01,2026-01-01,No,42,,5106,4,13790
5841,C-16004,여성,61,Yes,Yes,3,8,Yes,계좌이체,Yes,Yes,Yes,No,53,2018-12-31,2026-01-01,No,78,,4874,4,19440
5842,C-16005,남성,40,Yes,No,0,0,No,계좌이체,Yes,Yes,Yes,Yes,21,2019-02-28,2026-01-01,No,38,,5991,4,49160
5843,C-16006,남성,80,No,No,0,0,Yes,계좌이체,No,No,No,Yes,19,2025-07-01,2025-08-01,Yes,86,Attitude,5443,3,45090
5844,C-16007,여성,36,No,No,0,0,No,계좌이체,Yes,Yes,Yes,Yes,30,2023-12-01,2026-01-01,No,30,,4115,3,32210
5845,C-16008,남성,56,Yes,Yes,3,3,No,계좌이체,Yes,Yes,Yes,Yes,21,2019-11-01,2026-01-01,No,25,,6349,3,45990
5846,C-16009,여성,30,No,No,0,0,Yes,계좌이체,No,Yes,Yes,Yes,69,2025-05-01,2025-10-01,Yes,70,Dissatisfaction,4584,3,11410
5847,C-16010,여성,71,No,No,0,0,Yes,신용카드,No,No,No,Yes,11,2025-07-01,2025-12-01,Yes,74,Competitor,3368,3,34010
5848,C-16011,여성,30,No,No,0,0,Yes,계좌이체,No,No,No,Yes,59,2022-06-01,2026-01-01,No,63,,2421,5,43840
5849,C-16012,남성,67,No,No,0,0,Yes,신용카드,No,Yes,No,Yes,14,2023-07-01,2026-01-01,No,27,,5137,5,43840
5850,C-16013,여성,76,No,No,0,0,Yes,계좌이체,Yes,No,Yes,Yes,24,2019-09-01,2026-01-01,No,26,,5780,4,25880
5851,C-16014,여성,66,No,No,0,0,No,계좌이체,No,No,No,Yes,30,2021-07-01,2026-01-01,No,80,,5831,4,30510
5852,C-16015,남성,62,No,No,0,0,No,계좌이체,Yes,Yes,No,Yes,18,2022-07-01,2026-01-01,No,78,,3171,4,8140
5853,C-16016,남성,47,No,No,0,0,Yes,신용카드,No,Yes,No,No,14,2024-02-29,2025-10-01,Yes,89,Attitude,2251,3,2030
5854,C-16017,여성,63,Yes,No,0,7,Yes,신용카드,Yes,No,No,Yes,26,2019-08-01,2026-01-01,No,34,,6205,3,22600
5855,C-16018,남성,28,No,No,0,0,No,신용카드,No,No,No,No,0,2023-07-01,2026-01-01,No,57,,5586,5,43730
5856,C-16019,여성,69,No,No,0,0,Yes,계좌이체,Yes,No,No,Yes,28,2023-12-01,2025-01-01,Yes,65,Attitude,3269,1,8140
5857,C-16020,여성,40,No,No,0,0,Yes,신용카드,No,No,No,No,0,2021-08-01,2026-01-01,No,39,,5678,3,42380
5858,C-16021,여성,61,Yes,Yes,3,9,Yes,계좌이체,No,Yes,No,Yes,21,2020-07-01,2026-01-01,No,24,,5898,5,25990
5859,C-16022,남성,20,No,No,0,0,No,신용카드,No,No,No,No,0,2022-05-01,2026-01-01,No,40,,2433,5,41580
5860,C-16023,남성,50,Yes,No,0,8,No,신용카드,Yes,Yes,Yes,Yes,25,2018-12-31,2026-01-01,No,41,,5130,3,31190
5861,C-16024,남성,35,Yes,Yes,2,10,No,신용카드,No,No,No,No,0,2020-02-01,2026-01-01,No,50,,5293,3,21240
5862,C-16025,여성,61,No,No,0,0,No,신용카드,No,No,No,No,0,2022-12-31,2025-02-01,Yes,94,Competitor,4931,3,22370
5863,C-16026,남성,74,Yes,No,0,1,Yes,계좌이체,No,No,No,Yes,22,2024-07-01,2025-10-01,Yes,83,Competitor,4981,1,51190
5864,C-16027,여성,42,No,No,0,0,No,계좌이체,No,No,No,Yes,20,2023-12-01,2025-02-01,Yes,71,Attitude,4995,2,21130
5865,C-16028,남성,61,Yes,Yes,2,6,No,이체/메일확인,No,No,No,No,0,2020-09-01,2026-01-01,No,21,,4676,3,55940
5866,C-16029,남성,21,No,No,0,0,Yes,계좌이체,Yes,No,No,Yes,73,2019-12-01,2026-01-01,No,65,,4842,3,40790
5867,C-16030,여성,58,Yes,No,0,1,No,신용카드,No,No,No,No,0,2020-07-01,2026-01-01,No,40,,4212,5,36950
5868,C-16031,여성,22,No,No,0,0,Yes,계좌이체,No,No,No,Yes,41,2024-05-01,2026-01-01,No,61,,5777,3,19550
5869,C-16032,남성,36,No,No,0,0,Yes,계좌이체,Yes,No,No,Yes,6,2024-10-01,2026-01-01,No,24,,5528,4,50170
5870,C-16033,여성,51,No,No,0,0,Yes,신용카드,No,Yes,Yes,Yes,21,2023-11-01,2026-01-01,No,53,,4400,5,1920
5871,C-16034,남성,31,No,No,0,0,Yes,신용카드,No,No,No,No,0,2018-12-31,2026-01-01,No,57,,4626,5,26440
5872,C-16035,남성,62,No,No,0,0,Yes,신용카드,Yes,Yes,Yes,No,23,2022-02-03,2026-01-01,No,37,,5154,3,45090
5873,C-16036,남성,21,No,No,0,4,No,계좌이체,No,No,Yes,Yes,69,2019-07-01,2026-01-01,No,72,,5956,3,8700
5874,C-16037,남성,41,Yes,No,0,7,Yes,신용카드,No,Yes,No,Yes,8,2020-12-31,2026-01-01,No,39,,3997,4,43840
5875,C-16038,여성,79,Yes,Yes,3,6,Yes,계좌이체,Yes,No,Yes,Yes,75,2020-12-31,2026-01-01,No,71,,3847,3,15140
5876,C-16039,남성,34,Yes,No,0,1,No,이체/메일확인,Yes,Yes,Yes,No,14,2023-07-01,2025-04-01,Yes,74,Other,5353,2,19890
5877,C-16040,남성,37,No,No,0,0,No,신용카드,No,No,No,No,0,2024-12-01,2026-01-01,No,27,,5925,3,49490
5878,C-16041,여성,20,No,No,0,3,Yes,신용카드,No,Yes,Yes,Yes,52,2019-06-01,2026-01-01,No,46,,5427,4,23050
5879,C-16042,여성,50,No,No,0,0,No,신용카드,No,No,No,No,0,2024-12-01,2026-01-01,No,22,,3129,5,13560
5880,C-16043,남성,24,No,No,0,4,Yes,계좌이체,Yes,No,No,Yes,85,2024-08-01,2025-03-01,Yes,75,Competitor,5651,1,40790
5881,C-16044,남성,49,No,No,0,0,Yes,신용카드,No,Yes,No,Yes,21,2023-08-01,2026-01-01,No,23,,5687,5,39550
5882,C-16045,남성,37,Yes,No,0,1,Yes,계좌이체,No,Yes,No,Yes,28,2021-09-01,2026-01-01,No,77,,5118,5,33340
5883,C-16046,남성,23,No,No,0,0,Yes,이체/메일확인,No,No,No,Yes,58,2023-02-01,2025-02-01,Yes,95,Competitor,2050,3,31640
5884,C-16047,남성,51,Yes,No,0,8,Yes,신용카드,Yes,Yes,Yes,Yes,24,2019-04-01,2026-01-01,No,51,,5935,4,37740
5885,C-16048,남성,77,Yes,No,0,7,Yes,신용카드,Yes,Yes,Yes,Yes,2,2018-12-31,2026-01-01,No,54,,4240,4,6220
5886,C-16049,여성,57,No,No,0,0,Yes,신용카드,No,No,No,No,0,2024-12-01,2026-01-01,No,23,,5279,4,37290
5887,C-16050,여성,40,No,No,0,0,No,신용카드,Yes,No,No,Yes,21,2021-12-31,2026-01-01,No,56,,4462,3,29380
5888,C-16051,여성,37,Yes,Yes,2,1,Yes,신용카드,Yes,Yes,No,Yes,25,2021-02-01,2026-01-01,No,48,,3248,3,0
5889,C-16052,남성,48,No,No,0,0,No,신용카드,No,No,No,No,0,2023-09-01,2026-01-01,No,55,,5433,5,28020
5890,C-16053,남성,27,No,No,0,0,Yes,계좌이체,No,No,No,No,0,2023-08-01,2026-01-01,No,35,,4774,5,54010
5891,C-16054,여성,54,Yes,Yes,1,9,Yes,신용카드,No,No,No,No,0,2021-11-01,2026-01-01,No,63,,2631,4,30280
5892,C-16055,남성,65,No,No,0,0,Yes,계좌이체,No,No,No,Yes,16,2024-12-31,2025-02-01,Yes,84,Competitor,5001,3,47800
5893,C-16056,여성,78,Yes,No,0,0,No,신용카드,Yes,Yes,Yes,Yes,6,2019-06-01,2025-06-01,Yes,78,Competitor,5697,1,29150
5894,C-16057,남성,51,No,No,0,0,Yes,신용카드,Yes,Yes,No,Yes,20,2020-11-01,2026-01-01,No,45,,5629,3,0
5895,C-16058,여성,64,No,No,0,0,No,계좌이체,No,Yes,No,No,17,2024-05-01,2026-01-01,No,31,,2934,3,12660
5896,C-16059,남성,60,No,No,0,0,No,계좌이체,No,No,Yes,Yes,8,2019-06-01,2026-01-01,No,63,,6064,5,36840
5897,C-16060,여성,52,Yes,Yes,3,1,No,신용카드,No,No,No,No,0,2021-11-01,2026-01-01,No,51,,4686,5,50060
5898,C-16061,남성,24,No,No,0,1,No,신용카드,Yes,Yes,Yes,Yes,41,2019-02-28,2026-01-01,No,78,,5669,3,1810
5899,C-16062,여성,47,No,No,0,0,Yes,계좌이체,Yes,No,Yes,No,12,2021-08-01,2026-01-01,No,77,,3859,4,35140
5900,C-16063,남성,40,Yes,Yes,3,1,Yes,신용카드,Yes,Yes,Yes,Yes,57,2020-02-01,2026-01-01,No,76,,4952,4,52090
5901,C-16064,여성,53,No,No,0,0,No,이체/메일확인,No,No,No,No,0,2019-09-01,2026-01-01,No,32,,5655,5,4520
5902,C-16065,남성,46,No,No,0,0,Yes,계좌이체,No,No,No,Yes,21,2025-04-01,2025-07-01,Yes,67,Other,4934,1,16160
5903,C-16066,여성,69,Yes,No,0,5,No,계좌이체,No,No,No,No,0,2023-02-28,2026-01-01,No,75,,2628,4,17290
5904,C-16067,남성,31,No,Yes,1,0,No,계좌이체,Yes,Yes,Yes,Yes,19,2019-02-28,2026-01-01,No,65,,5392,4,30060
5905,C-16068,남성,50,No,No,0,0,No,신용카드,No,No,No,Yes,7,2021-06-01,2026-01-01,No,53,,5845,3,46560
5906,C-16069,여성,54,No,No,0,0,Yes,이체/메일확인,No,No,No,No,2,2025-04-01,2025-09-01,Yes,94,Competitor,2353,2,41920
5907,C-16071,여성,21,No,No,0,0,No,신용카드,No,No,No,No,0,2024-12-01,2026-01-01,No,31,,5750,3,5760
5908,C-16072,남성,77,Yes,Yes,1,1,Yes,신용카드,Yes,Yes,Yes,No,17,2018-12-31,2026-01-01,No,60,,5168,4,34800
5909,C-16073,여성,45,No,Yes,2,0,No,신용카드,No,No,No,No,0,2023-07-01,2026-01-01,No,78,,3416,4,34130
5910,C-16074,남성,59,Yes,Yes,3,4,No,계좌이체,Yes,Yes,Yes,Yes,76,2021-11-01,2026-01-01,No,59,,5975,3,35600
5911,C-16075,여성,53,Yes,No,0,2,Yes,계좌이체,No,No,No,Yes,9,2021-09-01,2025-10-01,Yes,69,Competitor,5732,1,56050
5912,C-16076,여성,57,Yes,Yes,2,2,No,신용카드,No,No,No,No,0,2024-11-01,2026-01-01,No,58,,2843,3,40000
5913,C-16077,남성,55,Yes,Yes,3,8,Yes,계좌이체,No,No,No,No,0,2023-12-31,2026-01-01,No,71,,2219,3,49830
5914,C-16078,여성,33,No,No,0,0,Yes,계좌이체,No,No,No,Yes,26,2024-05-01,2025-08-01,Yes,86,Competitor,5209,1,10960
5915,C-16079,남성,29,No,No,0,0,Yes,신용카드,No,No,No,No,71,2024-10-01,2026-01-01,No,53,,5510,5,30850
5916,C-16080,여성,64,Yes,No,0,10,No,신용카드,Yes,Yes,Yes,Yes,29,2019-02-01,2026-01-01,No,71,,4374,4,5310
5917,C-16081,여성,27,No,No,0,0,No,계좌이체,No,No,No,No,0,2024-12-01,2026-01-01,No,68,,3061,5,51870
5918,C-16082,여성,75,Yes,No,0,1,Yes,계좌이체,No,Yes,No,Yes,4,2023-02-01,2025-12-01,Yes,88,Competitor,3369,1,3280
5919,C-16083,여성,56,Yes,No,0,1,Yes,계좌이체,No,Yes,No,Yes,8,2024-07-01,2026-01-01,No,54,,4297,4,26440
5920,C-16084,남성,80,Yes,No,0,2,Yes,계좌이체,No,Yes,No,Yes,22,2021-07-01,2025-10-01,Yes,74,Competitor,6245,2,49270
5921,C-16085,여성,79,No,No,0,0,Yes,계좌이체,No,No,Yes,Yes,15,2022-11-01,2026-01-01,No,43,,3225,5,13670
5922,C-16086,여성,40,No,No,0,0,Yes,신용카드,Yes,Yes,No,Yes,30,2021-02-28,2025-04-01,Yes,78,Other,6006,1,40570
5923,C-16087,남성,51,Yes,No,0,2,Yes,계좌이체,No,Yes,No,Yes,15,2022-12-31,2025-01-01,Yes,72,Competitor,4734,3,3390
5924,C-16088,남성,62,No,No,0,0,Yes,계좌이체,Yes,Yes,Yes,Yes,18,2019-04-01,2026-01-01,No,22,,5388,3,0
5925,C-16089,남성,48,No,Yes,3,0,Yes,신용카드,No,No,No,No,0,2020-05-01,2026-01-01,No,79,,4262,3,25430
5926,C-16090,남성,38,No,No,0,0,Yes,신용카드,No,Yes,No,Yes,4,2022-02-03,2025-10-01,Yes,100,Competitor,3051,2,0
5927,C-16091,남성,32,Yes,No,0,8,Yes,계좌이체,No,Yes,No,Yes,30,2021-02-01,2026-01-01,No,61,,3817,5,44640
5928,C-16092,여성,79,Yes,No,0,6,Yes,신용카드,Yes,Yes,Yes,Yes,16,2018-12-31,2026-01-01,No,68,,5098,3,16720
5929,C-16093,여성,35,No,No,0,0,Yes,계좌이체,No,No,No,Yes,20,2023-07-01,2026-01-01,No,68,,2421,4,38530
5930,C-16094,남성,39,Yes,No,0,10,Yes,계좌이체,No,No,Yes,Yes,5,2020-10-04,2026-01-01,No,59,,4708,3,11300
5931,C-16095,남성,71,Yes,No,0,1,No,신용카드,Yes,Yes,Yes,No,15,2020-04-01,2025-10-01,Yes,73,Competitor,5910,1,33900
5932,C-16096,여성,26,No,Yes,2,0,Yes,계좌이체,No,Yes,No,Yes,85,2021-02-28,2026-01-01,No,46,,2405,5,19780
5933,C-16097,남성,40,No,No,0,0,Yes,이체/메일확인,No,No,No,No,0,2024-04-01,2026-01-01,No,70,,4004,4,54920
5934,C-16098,남성,52,No,No,0,0,Yes,계좌이체,No,Yes,Yes,Yes,3,2019-09-01,2025-06-01,Yes,71,Competitor,6350,3,23050
5935,C-16099,남성,68,Yes,No,0,1,Yes,계좌이체,No,No,No,Yes,19,2021-02-28,2025-02-01,Yes,91,Attitude,5166,1,10170
5936,C-16100,여성,34,No,Yes,3,0,Yes,계좌이체,Yes,No,No,No,56,2024-02-29,2025-03-01,Yes,86,Attitude,5806,1,28590
5937,C-16101,여성,26,Yes,Yes,3,9,Yes,계좌이체,Yes,Yes,No,Yes,59,2018-12-31,2026-01-01,No,30,,4213,3,13450
5938,C-16102,남성,39,No,No,0,0,Yes,계좌이체,No,No,Yes,Yes,3,2025-05-01,2025-09-01,Yes,69,Attitude,3633,2,32660
5939,C-16103,여성,25,Yes,No,0,1,No,계좌이체,No,Yes,No,Yes,26,2025-05-01,2025-07-01,Yes,65,Competitor,3039,1,32660
5940,C-16104,남성,65,No,No,0,0,Yes,계좌이체,No,No,No,Yes,12,2024-12-31,2025-02-01,Yes,84,Competitor,5674,2,32210
5941,C-16105,남성,37,Yes,No,0,1,Yes,계좌이체,Yes,No,No,Yes,7,2021-07-01,2026-01-01,No,68,,4348,4,0
5942,C-16106,남성,20,No,No,0,1,Yes,계좌이체,No,Yes,Yes,Yes,48,2019-04-01,2026-01-01,No,59,,6182,5,55600
5943,C-16107,남성,47,No,No,0,0,Yes,계좌이체,No,No,Yes,Yes,4,2023-11-01,2026-01-01,No,23,,4900,3,0
5944,C-16108,여성,43,Yes,No,0,6,Yes,계좌이체,No,Yes,Yes,Yes,20,2019-07-01,2026-01-01,No,38,,4958,5,13220
5945,C-16109,남성,59,Yes,Yes,2,4,Yes,계좌이체,No,No,No,No,22,2020-04-01,2026-01-01,No,65,,4133,5,56500
5946,C-16110,여성,71,No,No,0,0,Yes,계좌이체,No,No,No,Yes,5,2023-11-01,2026-01-01,No,44,,2056,4,0
5947,C-16111,남성,27,No,No,0,0,Yes,계좌이체,No,No,No,Yes,48,2025-07-01,2025-11-01,Yes,71,Dissatisfaction,4207,3,0
5948,C-16112,여성,68,No,No,0,0,Yes,계좌이체,No,No,Yes,No,17,2020-02-29,2025-03-01,Yes,78,Price,5507,3,38870
5949,C-16113,여성,30,No,Yes,3,0,Yes,신용카드,No,No,Yes,Yes,69,2023-09-01,2026-01-01,No,64,,5040,4,30740
5950,C-16114,여성,47,No,No,0,0,No,신용카드,No,Yes,No,No,7,2024-11-01,2026-01-01,No,27,,3527,5,24070
5951,C-16115,여성,68,No,No,0,0,No,신용카드,No,Yes,Yes,Yes,21,2019-09-01,2026-01-01,No,58,,5113,4,31300
5952,C-16116,여성,25,Yes,Yes,2,4,No,계좌이체,Yes,No,Yes,Yes,59,2019-02-01,2026-01-01,No,34,,6171,3,36390
5953,C-16117,여성,37,No,No,0,0,No,신용카드,No,No,No,No,13,2024-10-01,2026-01-01,No,20,,3422,5,39440
5954,C-16118,여성,38,Yes,No,0,1,Yes,신용카드,Yes,No,Yes,Yes,28,2018-12-31,2026-01-01,No,44,,5046,3,5990
5955,C-16119,여성,54,No,No,0,0,Yes,계좌이체,Yes,Yes,No,Yes,10,2022-11-01,2026-01-01,No,55,,3866,4,28700
5956,C-16121,남성,42,No,No,0,0,No,계좌이체,Yes,No,No,Yes,3,2020-09-01,2026-01-01,No,23,,5957,3,54130
5957,C-16122,남성,33,No,No,0,0,No,계좌이체,Yes,Yes,Yes,Yes,25,2018-12-31,2026-01-01,No,56,,6347,3,2940
5958,C-16123,여성,23,No,No,0,7,Yes,신용카드,Yes,Yes,Yes,Yes,59,2021-12-31,2026-01-01,No,77,,3570,3,45770
5959,C-16124,여성,50,Yes,No,0,3,No,계좌이체,Yes,Yes,No,Yes,30,2021-02-28,2026-01-01,No,27,,5565,4,0
5960,C-16125,남성,48,No,No,0,0,No,신용카드,No,No,Yes,Yes,20,2020-10-04,2026-01-01,No,56,,4138,4,41360
5961,C-16126,남성,52,No,No,0,0,No,계좌이체,No,No,Yes,Yes,22,2024-09-01,2026-01-01,No,29,,3030,4,0
5962,C-16127,남성,27,No,No,0,0,No,신용카드,No,No,No,Yes,52,2025-02-01,2025-05-01,Yes,88,Dissatisfaction,3190,1,38990
5963,C-16128,여성,42,No,No,0,0,Yes,계좌이체,No,Yes,Yes,Yes,3,2020-05-01,2026-01-01,No,55,,4212,3,2830
5964,C-16129,여성,75,No,No,0,0,No,계좌이체,No,No,Yes,Yes,16,2024-05-01,2025-09-01,Yes,87,Price,5556,1,41580
5965,C-16130,남성,30,Yes,No,0,7,Yes,계좌이체,No,No,No,Yes,53,2021-05-01,2026-01-01,No,26,,3786,5,26890
5966,C-16131,남성,35,No,No,0,0,Yes,계좌이체,Yes,Yes,Yes,No,9,2022-08-01,2026-01-01,No,80,,5198,3,9040
5967,C-16132,남성,20,No,No,0,5,Yes,이체/메일확인,No,No,No,No,0,2022-08-01,2026-01-01,No,72,,4667,3,27800
5968,C-16133,여성,79,No,No,0,0,Yes,계좌이체,No,No,No,No,23,2023-11-01,2025-09-01,Yes,81,Competitor,2407,1,5760
5969,C-16134,남성,34,No,No,0,0,No,계좌이체,No,No,Yes,Yes,25,2024-12-01,2026-01-01,No,34,,4148,4,26780
5970,C-16135,남성,26,Yes,Yes,2,5,No,계좌이체,Yes,No,Yes,No,69,2022-08-01,2026-01-01,No,33,,4459,4,41470
5971,C-16136,여성,49,Yes,Yes,1,10,No,신용카드,Yes,Yes,Yes,No,22,2019-05-01,2026-01-01,No,44,,5436,3,49160
5972,C-16137,남성,66,Yes,No,0,1,Yes,계좌이체,No,No,No,Yes,16,2022-02-28,2026-01-01,No,22,,5381,5,2370
5973,C-16138,남성,32,No,No,0,0,No,신용카드,Yes,No,No,Yes,26,2024-12-01,2026-01-01,No,57,,4483,4,44410
5974,C-16139,여성,78,No,No,0,0,Yes,계좌이체,No,No,No,Yes,17,2022-02-28,2025-04-01,Yes,100,Other,5859,3,30510
5975,C-16140,남성,72,Yes,No,0,1,Yes,신용카드,No,No,No,Yes,17,2024-07-01,2025-02-01,Yes,96,Attitude,4969,3,10060
5976,C-16141,남성,36,No,No,0,0,No,신용카드,No,No,No,No,0,2020-10-04,2026-01-01,No,65,,6097,4,53560
5977,C-16142,남성,58,No,No,0,0,Yes,신용카드,No,No,No,No,23,2020-09-01,2026-01-01,No,40,,6339,3,6670
5978,C-16143,남성,40,No,No,0,0,Yes,계좌이체,No,No,No,Yes,26,2024-12-01,2026-01-01,No,31,,2269,4,31080
5979,C-16144,남성,29,No,No,0,0,Yes,신용카드,Yes,No,Yes,Yes,26,2023-04-01,2026-01-01,No,63,,5808,4,0
5980,C-16145,여성,26,Yes,Yes,3,4,Yes,계좌이체,No,Yes,Yes,No,85,2019-02-28,2026-01-01,No,53,,4098,3,6220
5981,C-16146,여성,67,Yes,No,0,6,No,신용카드,Yes,Yes,No,Yes,19,2019-04-01,2026-01-01,No,69,,4148,3,39100
5982,C-16147,여성,25,Yes,No,0,1,Yes,계좌이체,No,No,No,Yes,27,2021-12-31,2025-07-01,Yes,95,Competitor,5458,1,7680
5983,C-16148,여성,44,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,30,2022-04-01,2026-01-01,No,76,,4643,5,18760
5984,C-16149,남성,44,No,No,0,0,Yes,신용카드,No,No,No,Yes,13,2024-12-01,2026-01-01,No,21,,2451,3,17850
5985,C-16150,남성,50,Yes,Yes,1,2,No,신용카드,No,No,No,No,0,2020-02-01,2026-01-01,No,59,,6144,3,46560
5986,C-16151,남성,50,No,No,0,0,No,신용카드,No,No,No,No,0,2024-11-01,2026-01-01,No,57,,5983,3,45540
5987,C-16152,여성,24,No,No,0,0,Yes,신용카드,No,No,No,Yes,73,2024-09-01,2026-01-01,No,80,,3154,3,22370
5988,C-16153,여성,39,Yes,No,0,1,Yes,계좌이체,No,Yes,No,No,13,2022-11-01,2025-06-01,Yes,83,Dissatisfaction,5219,2,43730
5989,C-16154,여성,63,Yes,No,0,6,Yes,계좌이체,No,No,Yes,Yes,22,2019-12-01,2026-01-01,No,27,,5401,5,20340
5990,C-16155,남성,32,No,No,0,0,Yes,신용카드,No,No,No,No,0,2021-07-01,2026-01-01,No,43,,5293,3,54690
5991,C-16156,여성,46,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,16,2024-02-01,2025-03-01,Yes,97,Other,5131,2,0
5992,C-16157,남성,69,No,No,0,0,No,계좌이체,No,No,No,Yes,4,2024-12-01,2026-01-01,No,46,,4320,4,32430
5993,C-16158,남성,25,No,No,0,0,No,신용카드,Yes,No,Yes,Yes,59,2024-09-01,2025-02-01,Yes,80,Competitor,3125,1,0
5994,C-16159,여성,21,No,No,0,10,No,신용카드,Yes,No,No,Yes,71,2019-02-01,2026-01-01,No,27,,5097,3,55140
5995,C-16160,남성,26,No,No,0,0,Yes,신용카드,No,No,No,Yes,26,2022-10-01,2026-01-01,No,27,,3241,5,39550
5996,C-16161,남성,60,Yes,Yes,2,8,No,신용카드,No,No,No,No,0,2020-04-01,2026-01-01,No,68,,4937,3,33450
5997,C-16162,남성,51,No,No,0,0,No,신용카드,No,No,No,No,25,2021-12-01,2026-01-01,No,68,,5658,3,0
5998,C-16163,남성,45,No,No,0,0,Yes,계좌이체,No,No,Yes,Yes,6,2021-08-01,2026-01-01,No,78,,3277,3,1240
5999,C-16164,여성,26,Yes,No,0,7,No,계좌이체,No,Yes,Yes,Yes,48,2022-11-01,2026-01-01,No,55,,3350,4,12660
6000,C-16165,여성,20,No,No,0,0,No,계좌이체,No,No,No,Yes,76,2024-02-29,2026-01-01,No,20,,4922,3,7350
6001,C-16166,남성,21,No,No,0,6,No,계좌이체,No,No,No,Yes,59,2022-06-01,2026-01-01,No,20,,2425,5,34690
6002,C-16167,남성,34,Yes,No,0,9,Yes,신용카드,Yes,No,Yes,Yes,9,2024-02-29,2026-01-01,No,26,,3519,3,24750
6003,C-16168,남성,27,Yes,No,0,6,No,신용카드,No,No,No,Yes,59,2023-11-01,2026-01-01,No,48,,4253,3,4630
6004,C-16169,남성,34,No,Yes,2,0,No,신용카드,No,No,No,No,0,2024-04-01,2026-01-01,No,67,,4195,4,51750
6005,C-16170,여성,65,Yes,No,0,5,No,계좌이체,No,No,No,No,0,2018-12-31,2026-01-01,No,55,,4397,5,9830
6006,C-16171,여성,55,No,No,0,0,Yes,신용카드,Yes,Yes,Yes,Yes,20,2021-07-01,2026-01-01,No,36,,5034,4,44410
6007,C-16172,여성,35,Yes,No,0,3,No,신용카드,No,No,No,No,0,2024-11-01,2026-01-01,No,74,,5761,4,6100
6008,C-16173,남성,69,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,3,2023-08-01,2025-09-01,Yes,90,Competitor,4849,1,20910
6009,C-16174,여성,29,No,No,0,0,Yes,계좌이체,No,No,No,Yes,85,2024-08-01,2026-01-01,No,54,,4456,4,54810
6010,C-16176,남성,30,No,No,0,0,Yes,이체/메일확인,Yes,Yes,Yes,Yes,59,2024-08-01,2025-01-01,Yes,67,Dissatisfaction,5824,2,0
6011,C-16177,여성,27,Yes,Yes,2,9,No,계좌이체,Yes,Yes,No,Yes,52,2021-02-28,2026-01-01,No,33,,4829,3,0
6012,C-16178,여성,44,No,No,0,0,Yes,신용카드,Yes,No,Yes,Yes,24,2020-04-01,2026-01-01,No,41,,5281,4,0
6013,C-16179,남성,79,No,No,0,0,No,계좌이체,No,No,No,No,0,2023-04-01,2026-01-01,No,62,,5766,4,26220
6014,C-16180,남성,64,No,No,0,0,No,신용카드,No,No,No,No,0,2024-09-01,2026-01-01,No,43,,3962,5,4180
6015,C-16181,여성,29,Yes,No,0,7,No,계좌이체,No,No,No,No,0,2019-08-01,2026-01-01,No,71,,5076,3,55030
6016,C-16182,남성,49,Yes,Yes,3,2,No,신용카드,No,No,No,No,0,2023-06-01,2026-01-01,No,29,,5964,5,36730
6017,C-16183,남성,56,No,No,0,0,No,신용카드,No,No,No,No,0,2024-12-01,2026-01-01,No,79,,2067,5,15260
6018,C-16184,남성,80,Yes,No,0,1,Yes,계좌이체,Yes,No,No,Yes,30,2021-02-28,2025-06-01,Yes,83,Dissatisfaction,4788,1,24970
6019,C-16185,남성,38,Yes,No,0,1,No,신용카드,No,No,No,No,0,2018-12-31,2026-01-01,No,71,,6251,3,15480
