순번,생산라인코드,생산라인명,생산일자,품목코드,품목명,작업장코드,충전실온도,실링온도,쿠킹온도,쿠킹스팀압력,실링압력,생산시간
6,D088,냉동밥 내포장#1,2025-02-07,1BA03478,Homeplus signature 곤드레버섯나물밥(알밥),W005,70.659,107.359,142.851,23.661,210.04,79.84
2,D088,냉동밥 내포장#1,2025-02-07,1BA03603,통통낙지볶음밥 3kg(도시락용-자사생산),W005,71.022,128.422,164.27,23.898,211.399,77.49
3,D088,냉동밥 내포장#1,2025-02-07,1BA03601,퀴노아렌틸콩잡곡밥 3kg(도시락용),W005,71.474,102.374,137.55,23.451,204.111,78.86
4,D088,냉동밥 내포장#1,2025-02-07,1BA03603,통통낙지볶음밥 3kg(도시락용-자사생산),W005,71.797,86.397,122.068,23.78,211.848,79.65
5,D088,냉동밥 내포장#1,2025-02-07,1BA03603,통통낙지볶음밥 3kg(도시락용-자사생산),W005,71.435,111.935,146.62,23.123,199.444,
6,D088,냉동밥 내포장#1,2025-02-07,1BA03511,(쿠팡)곰곰대패삼겹볶음밥,W005,71.562,121.462,157.368,23.937,212.103,73.9
7,D088,냉동밥 내포장#1,2025-02-08,1BA03511,(쿠팡)곰곰대패삼겹볶음밥,W005,71.062,87.962,123.394,23.621,205.481,71.04
8,D088,냉동밥 내포장#1,2025-02-08,1BA03513,(쿠팡)곰곰닭갈비볶음밥,W005,70.675,124.475,159.63,23.437,206.891,70.78
9,D088,냉동밥 내포장#1,2025-02-08,1BA03513,(쿠팡)곰곰닭갈비볶음밥,W005,71.509,93.909,128.925,23.344,203.036,77.7
3,D087,냉동밥 내포장#2,2025-02-08,1BA03509,직화김치볶음밥용냉동밥,W005,73.467,112.967,148.513,23.697,208.63,78.33
2,D088,냉동밥 내포장#1,2025-02-08,1BA03573,감자탕볶음밥,W005,70.115,104.115,139.8,23.79,208.531,71.58
5,D088,냉동밥 내포장#1,2025-02-08,1BA03593,The 통통한 낙지볶음밥,W005,73.151,108.251,144.827,24.384,216.129,76.05
6,D088,냉동밥 내포장#1,2025-02-09,1BA03531,김치삼겹볶음밥300g,W005,72.739,76.639,112.381,23.828,209.821,80.13
7,D088,냉동밥 내포장#1,2025-02-09,1BA03531,김치삼겹볶음밥300g,W005,71.191,109.791,145.283,23.661,206.199,79.92
9,D088,냉동밥 내포장#1,2025-02-09,1BA03049,김치볶음밥-S,W005,71.652,101.452,136.297,23.23,204.971,74.28
1,D088,냉동밥 내포장#1,2025-02-08,1BA03530,삼겹볶음밥300g,W005,70.571,109.771,144.598,23.218,205.496,77.95
2,D088,냉동밥 내포장#1,2025-02-08,1BA03530,삼겹볶음밥300g,W005,71.193,119.993,155.564,23.714,205.622,79.09
5,D088,냉동밥 내포장#1,2025-02-09,1BA03606,콩콩푸드밥3kg,W005,71.799,123.299,159.276,23.985,210.07,78.24
6,D088,냉동밥 내포장#1,2025-02-10,1BA03606,콩콩푸드밥3kg,W005,70.801,96.901,132.629,23.818,212.329,74.1
5,D087,냉동밥 내포장#2,2025-02-15,1BA03510,(쿠팡)곰곰잡채볶음밥,W005,72.593,110.793,146.464,23.781,209.238,74.92
7,D087,냉동밥 내포장#2,2025-02-15,1BA03510,(쿠팡)곰곰잡채볶음밥,W005,73.109,101.609,137.181,23.715,205.311,79.64
8,D088,냉동밥 내포장#1,2025-02-15,1BA03389,게살볶음밥E,W005,71.425,111.925,146.803,23.252,209.018,75.57
9,D088,냉동밥 내포장#1,2025-02-15,1BA03389,게살볶음밥E,W005,69.661,106.961,142.618,23.771,206.533,72.68
2,D088,냉동밥 내포장#1,2025-02-17,1BA03252,NEW소불고기볶음밥300g,W005,70.977,125.177,161.084,23.938,208.733,73.36
3,D088,냉동밥 내포장#1,2025-02-17,1BA03252,NEW소불고기볶음밥300g,W005,69.818,83.718,118.876,23.439,203.234,74.97
4,D088,냉동밥 내포장#1,2025-02-17,1BA03512,(쿠팡)곰곰소불고기볶음밥,W005,70.092,117.892,153.479,23.725,205.929,77.78
1,D088,냉동밥 내포장#1,2025-02-18,1BA03250,NEW새우볶음밥300g,W005,71.192,126.292,161.516,23.483,205.865,74.17
5,D088,냉동밥 내포장#1,2025-02-18,1BA03575,굿프랜즈치즈닭갈비볶음밥,W005,70.43,112.53,147.737,23.471,200.571,73.55
6,D088,냉동밥 내포장#1,2025-02-18,1BA03594,(21년)NEW김치볶음밥300g,W005,70.911,128.911,165.29,24.252,211.133,78.18
7,D088,냉동밥 내포장#1,2025-02-18,1BA03594,(21년)NEW김치볶음밥300g,W005,71.704,101.504,136.753,23.499,204.795,74.12
8,D088,냉동밥 내포장#1,2025-02-18,1BA03564,대삼식당삼겹김치볶음밥,W005,70.896,92.896,128.109,23.475,206.671,77.6
9,D088,냉동밥 내포장#1,2025-02-19,1BA03511,(쿠팡)곰곰대패삼겹볶음밥,W005,69.475,72.275,107.82,23.697,205.227,78.72
2,D088,냉동밥 내포장#1,2025-02-19,1BA03593,The 통통한 낙지볶음밥,W005,71.514,88.414,124.047,23.756,211.685,73.28
3,D088,냉동밥 내포장#1,2025-02-19,1BA03593,The 통통한 낙지볶음밥,W005,70.412,104.912,139.443,23.021,199.553,
2,D087,냉동밥 내포장#2,2025-02-22,1BA03502,프리미엄황금볶음밥,W005,70.94,93.94,129.415,23.65,209.459,71.99
3,D087,냉동밥 내포장#2,2025-02-22,1BA03502,프리미엄황금볶음밥,W005,73.454,95.454,131.047,23.728,202.92,76.86
5,D087,냉동밥 내포장#2,2025-02-23,1BA03508,직화새우볶음밥용냉동밥,W005,72.069,125.769,160.232,22.975,198.421,
6,D087,냉동밥 내포장#2,2025-02-24,1BA03508,직화새우볶음밥용냉동밥,W005,72.003,96.803,132.285,23.655,204.6,72.53
4,D088,냉동밥 내포장#1,2025-02-24,1BA03480,Homeplus signature 날치알이톡톡터지는날치알밥(알밥),W005,72.296,129.296,165.075,23.853,212.521,73.6
2,D087,냉동밥 내포장#2,2025-02-26,1BA03577,중국집볶음밥(알밥),W005,71.161,106.461,142.31,23.899,210.899,77.38
3,D087,냉동밥 내포장#2,2025-03-02,1BA03566,시아스햄야채볶음밥(핫딜),W005,70.722,112.222,147.443,23.481,204.511,77.0
2,D088,냉동밥 내포장#1,2025-03-02,1BA03317,위즈메택새우볶음밥,W005,70.188,104.488,138.981,22.995,204.995,
2,D088,냉동밥 내포장#1,2025-03-03,1BA03049,김치볶음밥-S,W005,69.811,108.411,143.197,23.19,204.247,
5,D088,냉동밥 내포장#1,2025-03-03,1BA03511,(쿠팡)곰곰대패삼겹볶음밥,W005,69.29,116.29,151.734,23.629,209.019,74.42
1,D088,냉동밥 내포장#1,2025-03-04,1BA03513,(쿠팡)곰곰닭갈비볶음밥,W005,71.723,126.523,162.553,24.02,217.636,79.41
3,D088,냉동밥 내포장#1,2025-03-04,1BA03316,위즈메택김치볶음밥,W005,71.803,104.803,140.388,23.723,206.74,79.8
1,D087,냉동밥 내포장#2,2025-03-05,1BA03593,The 통통한 낙지볶음밥,W005,71.437,102.137,137.536,23.599,207.111,74.77
2,D087,냉동밥 내포장#2,2025-03-05,1BA03593,The 통통한 낙지볶음밥,W005,72.978,109.178,144.301,23.415,202.492,74.76
3,D087,냉동밥 내포장#2,2025-03-05,1BA03450,CJ깍두기볶음밥(에쓰닉),W005,72.505,90.505,125.641,23.424,211.06,75.77
6,D087,냉동밥 내포장#2,2025-03-08,1BA03450,CJ깍두기볶음밥(에쓰닉),W005,71.287,108.687,144.27,23.722,204.795,75.55
7,D087,냉동밥 내포장#2,2025-03-08,1BA03450,CJ깍두기볶음밥(에쓰닉),W005,70.701,99.401,135.164,23.842,219.242,73.97
1,D087,냉동밥 내포장#2,2025-03-09,1BA03541,(쿠팡)곰곰포크&스크램블볶음밥,W005,72.069,105.369,140.067,23.132,200.216,
1,C002,쿠커 #2,2025-03-10,23A01107,김치삼각밥용 볶음T(재),W003,70.419,106.319,143.19,24.58,217.67,81.81
2,D088,냉동밥 내포장#1,2025-03-10,1BA03252,NEW소불고기볶음밥300g,W005,70.877,97.377,132.818,23.627,211.641,73.54
4,D088,냉동밥 내포장#1,2025-03-11,1BA03254,NEW치킨데리야끼볶음밥300g,W005,70.454,107.054,142.746,23.794,209.317,78.94
5,D088,냉동밥 내포장#1,2025-03-11,1BA03254,NEW치킨데리야끼볶음밥300g,W005,71.841,135.341,171.36,24.013,209.022,78.61
3,D087,냉동밥 내포장#2,2025-03-11,1BA03470,Homeplus signature 소불고기볶음밥,W005,71.617,103.117,138.343,23.485,210.27,74.21
4,D088,냉동밥 내포장#1,2025-03-11,1BA03477,Homeplus signature 낙지볶음밥(알밥),W005,73.13,110.03,145.813,23.855,212.388,72.76
5,D088,냉동밥 내포장#1,2025-03-12,1BA03593,The 통통한 낙지볶음밥,W005,70.143,119.743,155.301,23.705,212.375,79.34
1,D087,냉동밥 내포장#2,2025-03-12,1BA03479,Homeplus signature 불곱창깍두기볶음밥(알밥),W005,70.848,89.048,124.97,23.948,213.867,73.06
4,D088,냉동밥 내포장#1,2025-03-13,1BA03606,콩콩푸드밥3kg,W005,71.991,131.591,167.19,23.732,206.488,79.74
3,D088,냉동밥 내포장#1,2025-03-13,1BA03606,콩콩푸드밥3kg,W005,69.924,119.024,154.331,23.538,208.111,79.48
1,D088,냉동밥 내포장#1,2025-03-15,1BA03389,게살볶음밥E,W005,71.165,107.365,143.43,24.043,202.846,78.02
2,D088,냉동밥 내포장#1,2025-03-15,1BA03389,게살볶음밥E,W005,70.708,107.008,142.236,23.486,205.118,71.46
3,D087,냉동밥 내포장#2,2025-03-17,1BA03609,황금볶음밥T 210g,W005,72.078,103.578,139.127,23.699,210.825,79.54
4,D087,냉동밥 내포장#2,2025-03-17,1BA03609,황금볶음밥T 210g,W005,71.89,106.19,141.59,23.6,210.894,79.57
5,D088,냉동밥 내포장#1,2025-03-17,1BA03202,강원나물밥200g(알밥),W005,71.589,108.489,142.687,22.799,200.829,
1,D088,냉동밥 내포장#1,2025-03-18,1BA03593,The 통통한 낙지볶음밥,W005,72.304,112.404,147.692,23.525,209.765,75.34
2,D088,냉동밥 내포장#1,2025-03-18,1BA03593,The 통통한 낙지볶음밥,W005,71.914,103.314,138.717,23.602,206.492,73.07
4,D088,냉동밥 내포장#1,2025-03-19,1BA03480,Homeplus signature 날치알이톡톡터지는날치알밥(알밥),W005,70.99,104.09,138.637,23.031,197.58,
1,D088,냉동밥 내포장#1,2025-03-19,1BA03623,박가부대닭갈비볶음밥 200g,W005,69.983,98.683,134.168,23.656,205.707,74.36
2,D088,냉동밥 내포장#1,2025-03-19,1BA03623,박가부대닭갈비볶음밥 200g,W005,71.876,107.976,144.014,24.026,208.631,74.41
3,D088,냉동밥 내포장#1,2025-03-19,1BA03049,김치볶음밥-S,W005,71.906,117.106,152.583,23.651,201.167,79.81
5,D088,냉동밥 내포장#1,2025-03-19,1BA03049,김치볶음밥-S,W005,71.911,106.211,141.508,23.531,206.482,70.85
2,D087,냉동밥 내포장#2,2025-03-22,1BA03502,프리미엄황금볶음밥,W005,71.008,106.108,141.142,23.356,207.537,71.12
3,D087,냉동밥 내포장#2,2025-03-22,1BA03502,프리미엄황금볶음밥,W005,71.056,108.856,144.288,23.621,212.002,71.51
3,D088,냉동밥 내포장#1,2025-03-23,1BA03557,(쿡)시아스야채볶음밥1kg,W005,72.86,112.86,148.103,23.495,204.85,74.33
4,D088,냉동밥 내포장#1,2025-03-23,1BA03563,(쿡)퀴노아렌틸잡곡밥1kg,W005,71.852,118.352,154.063,23.807,203.961,75.49
6,D088,냉동밥 내포장#1,2025-03-23,1BA03605,퀴노아렌틸콩현미볶음밥3kg,W005,72.689,121.189,156.208,23.347,199.492,74.26
4,D088,냉동밥 내포장#1,2025-03-25,1BA03513,(쿠팡)곰곰닭갈비볶음밥,W005,69.749,84.749,119.765,23.344,205.346,70.6
7,D088,냉동밥 내포장#1,2025-03-29,1BA03632,(쿡)통통낙지볶음밥 1kg,W005,70.381,108.881,144.259,23.586,206.047,77.59
10,D088,냉동밥 내포장#1,2025-03-30,1BA03389,게살볶음밥E,W005,70.458,93.058,128.355,23.531,204.281,77.98
11,D088,냉동밥 내포장#1,2025-03-30,1BA03389,게살볶음밥E,W005,70.586,88.686,124.233,23.698,203.83,75.46
1,D087,냉동밥 내포장#2,2025-03-30,1BA03512,(쿠팡)곰곰소불고기볶음밥,W005,72.711,103.511,139.576,24.043,215.414,74.08
6,D088,냉동밥 내포장#1,2025-03-31,1BA03288,한그릇연근우엉밥3kg,W005,70.218,101.518,137.016,23.665,211.003,75.29
4,D088,냉동밥 내포장#1,2025-04-01,1BA03515,(쿠팡)곰곰갈비맛치킨밥,W005,72.253,119.853,155.439,23.724,206.43,72.83
5,D088,냉동밥 내포장#1,2025-04-01,1BA03515,(쿠팡)곰곰갈비맛치킨밥,W005,72.777,120.677,155.736,23.373,203.744,73.96
6,D088,냉동밥 내포장#1,2025-04-01,1BA03478,Homeplus signature 곤드레버섯나물밥(알밥),W005,72.093,113.993,149.482,23.659,210.049,78.56
7,D088,냉동밥 내포장#1,2025-04-01,1BA03478,Homeplus signature 곤드레버섯나물밥(알밥),W005,72.192,103.592,139.075,23.655,207.263,71.08
8,D088,냉동밥 내포장#1,2025-04-01,1BA03480,Homeplus signature 날치알이톡톡터지는날치알밥(알밥),W005,71.623,105.623,140.511,23.259,202.468,73.03
9,D088,냉동밥 내포장#1,2025-04-01,1BA03511,(쿠팡)곰곰대패삼겹볶음밥,W005,71.54,117.74,152.875,23.423,205.987,77.92
4,D088,냉동밥 내포장#1,2025-04-05,1BA03437,게살볶음밥-F,W005,71.485,100.585,135.664,23.386,206.733,70.6
5,D088,냉동밥 내포장#1,2025-04-05,1BA03437,게살볶음밥-F,W005,69.091,106.691,142.109,23.612,213.48,73.4
6,D088,냉동밥 내포장#1,2025-04-06,1BA03513,(쿠팡)곰곰닭갈비볶음밥,W005,71.382,103.782,138.911,23.419,205.794,70.88
7,D088,냉동밥 내포장#1,2025-04-06,1BA03513,(쿠팡)곰곰닭갈비볶음밥,W005,72.265,111.465,147.358,23.928,211.456,76.72
3,D088,냉동밥 내포장#1,2025-04-06,1BA03255,NEW낙지볶음밥300g,W005,71.634,111.434,146.933,23.665,207.646,78.19
4,D088,냉동밥 내포장#1,2025-04-06,1BA03573,감자탕볶음밥,W005,70.467,103.467,138.777,23.54,207.015,71.23
2,D088,냉동밥 내포장#1,2025-04-07,1BA03389,게살볶음밥E,W005,71.743,86.343,121.611,23.512,208.287,76.48
4,D087,냉동밥 내포장#2,2025-04-08,1BA03579,황금볶음밥-FN,W005,70.358,121.758,157.812,24.036,209.709,78.33
5,D088,냉동밥 내포장#1,2025-04-08,1BA03631,시래기밥,W005,70.627,109.727,145.592,23.91,212.482,79.78
13,D088,냉동밥 내포장#1,2025-04-08,1BA03049,김치볶음밥-S,W005,70.928,99.328,135.013,23.79,207.946,71.78
1,D088,냉동밥 내포장#1,2025-04-09,1BA03562,(쿡)병아리콩잡곡밥1kg,W005,69.459,99.859,135.569,23.807,206.238,71.61
4,D087,냉동밥 내포장#2,2025-04-14,1BA03566,시아스햄야채볶음밥(핫딜),W005,70.773,128.073,164.339,24.177,213.203,79.62
1,D087,냉동밥 내포장#2,2025-04-15,1BA03523,애슐리갈릭스테이크볶음밥,W005,71.381,111.181,146.246,23.377,209.11,73.51
2,D088,냉동밥 내포장#1,2025-04-15,1BA03524,애슐리깍두기치즈볶음밥,W005,70.921,116.521,152.37,23.9,209.134,79.7
4,D088,냉동밥 내포장#1,2025-04-15,1BA03524,애슐리깍두기치즈볶음밥,W005,71.977,99.977,134.968,23.327,206.392,76.3
6,D088,냉동밥 내포장#1,2025-04-16,1BA03593,The 통통한 낙지볶음밥,W005,71.727,89.827,125.447,23.747,208.203,73.92
5,D088,냉동밥 내포장#1,2025-04-16,1BA03513,(쿠팡)곰곰닭갈비볶음밥,W005,72.295,114.795,150.532,23.825,207.277,76.97
1,D087,냉동밥 내포장#2,2025-04-16,1BA03629,SF김치볶음밥,W005,71.406,115.006,150.36,23.57,206.596,73.98
4,D087,냉동밥 내포장#2,2025-04-21,1BA03512,(쿠팡)곰곰소불고기볶음밥,W005,70.992,100.992,136.545,23.702,207.469,75.09
3,D088,냉동밥 내포장#1,2025-04-21,1BA03612,무명식당뿌리채소영양밥3kg,W005,72.153,122.253,157.974,23.814,209.625,72.09
4,D088,냉동밥 내포장#1,2025-04-21,1BA03612,무명식당뿌리채소영양밥3kg,W005,72.468,107.368,142.801,23.622,206.258,75.1
7,D087,냉동밥 내포장#2,2025-04-27,1BA03510,(쿠팡)곰곰잡채볶음밥,W005,70.574,97.774,133.385,23.741,208.262,73.61
1,D088,냉동밥 내포장#1,2025-04-30,1BA03573,감자탕볶음밥,W005,71.523,99.523,134.636,23.409,207.49,71.54
6,D088,냉동밥 내포장#1,2025-05-04,1BA03636,꽁시면관야채볶음밥,W005,72.284,110.084,145.208,23.416,205.286,78.79
7,D088,냉동밥 내포장#1,2025-05-05,1BA03253,NEW해물볶음밥300g,W005,71.8,107.3,142.874,23.716,210.558,75.94
8,D088,냉동밥 내포장#1,2025-05-05,1BA03523,애슐리갈릭스테이크볶음밥,W005,72.884,106.984,142.198,23.476,203.552,76.24
6,D088,냉동밥 내포장#1,2025-05-06,1BA03477,Homeplus signature 낙지볶음밥(알밥),W005,70.784,112.584,148.022,23.625,205.396,79.76
4,D087,냉동밥 내포장#2,2025-05-13,1BA03534,더맛있는소시지볶음밥230g*2ea,W005,69.973,116.873,151.854,23.321,209.861,73.73
3,D088,냉동밥 내포장#1,2025-05-13,1BA03438,새우볶음밥-F,W005,71.227,118.227,153.984,23.838,210.718,78.18
8,D087,냉동밥 내포장#2,2025-05-18,1BA03508,직화새우볶음밥용냉동밥,W005,72.327,98.627,134.183,23.704,207.892,72.18
9,D087,냉동밥 내포장#2,2025-05-18,1BA03508,직화새우볶음밥용냉동밥,W005,70.582,120.382,155.768,23.591,208.447,73.68
4,D088,냉동밥 내포장#1,2025-05-17,1BA03251,NEW게살볶음밥300g,W005,71.673,90.873,126.767,23.93,211.726,72.55
7,D088,냉동밥 내포장#1,2025-05-18,1BA03288,한그릇연근우엉밥3kg,W005,71.918,110.618,146.575,23.972,209.886,72.74
6,D088,냉동밥 내포장#1,2025-05-19,1BA03637,(1)애슐리통새우볶음밥,W005,70.785,105.085,140.948,23.909,208.564,72.72
1,D087,냉동밥 내포장#2,2025-05-19,1BA03512,(쿠팡)곰곰소불고기볶음밥,W005,69.52,111.22,146.972,23.834,210.937,76.08
3,D087,냉동밥 내포장#2,2025-05-20,1BA03629,SF김치볶음밥,W005,71.121,88.321,123.698,23.585,207.138,73.75
1,D087,냉동밥 내포장#2,2025-05-20,1BA03513,(쿠팡)곰곰닭갈비볶음밥,W005,72.393,100.893,135.929,23.357,197.9,76.52
2,D087,냉동밥 내포장#2,2025-05-20,1BA03479,Homeplus signature 불곱창깍두기볶음밥(알밥),W005,72.652,95.652,130.616,23.309,205.261,77.75
2,D088,냉동밥 내포장#1,2025-05-24,1BA03488,스파게티스토리볶음밥,W005,73.4,105.0,141.592,24.395,214.465,76.77
3,D088,냉동밥 내포장#1,2025-05-24,1BA03523,애슐리갈릭스테이크볶음밥,W005,71.895,115.095,150.542,23.631,206.745,72.16
4,D088,냉동밥 내포장#1,2025-05-24,1BA03523,애슐리갈릭스테이크볶음밥,W005,72.092,103.692,140.082,24.26,217.449,72.82
5,D088,냉동밥 내포장#1,2025-05-25,1BA03523,애슐리갈릭스테이크볶음밥,W005,71.658,108.558,144.337,23.852,207.755,79.4
6,D088,냉동밥 내포장#1,2025-05-25,1BA03523,애슐리갈릭스테이크볶음밥,W005,70.523,119.423,154.985,23.708,210.082,78.62
3,D088,냉동밥 내포장#1,2025-05-25,1BA03250,NEW새우볶음밥300g,W005,72.668,94.068,129.006,23.292,200.465,78.34
5,D088,냉동밥 내포장#1,2025-05-26,1BA03249,NEW햄야채볶음밥300g,W005,71.119,103.019,137.497,22.985,201.33,
6,D088,냉동밥 내포장#1,2025-05-26,1BA03249,NEW햄야채볶음밥300g,W005,71.144,96.444,130.898,22.97,204.783,
4,D087,냉동밥 내포장#2,2025-05-26,1BA03510,(쿠팡)곰곰잡채볶음밥,W005,72.381,126.781,162.038,23.505,208.58,74.76
7,D087,냉동밥 내포장#2,2025-05-27,1BA03515,(쿠팡)곰곰갈비맛치킨밥,W005,71.761,101.561,137.33,23.846,208.125,72.01
1,D088,냉동밥 내포장#1,2025-05-26,1BA03437,게살볶음밥-F,W005,73.184,116.084,151.747,23.775,209.22,73.9
3,D088,냉동밥 내포장#1,2025-05-26,1BA03478,Homeplus signature 곤드레버섯나물밥(알밥),W005,71.79,134.29,169.496,23.47,207.15,79.02
4,D087,냉동밥 내포장#2,2025-05-28,1BA03443,매운곱창볶음밥,W005,71.582,102.582,137.797,23.476,210.63,75.37
2,D088,냉동밥 내포장#1,2025-05-27,1BA03049,김치볶음밥-S,W005,70.867,89.467,124.666,23.466,212.189,76.58
3,D088,냉동밥 내포장#1,2025-05-27,1BA03049,김치볶음밥-S,W005,71.314,93.714,129.584,23.913,209.169,75.94
5,D088,냉동밥 내포장#1,2025-05-28,1BA03584,야채곱창볶음밥,W005,71.827,118.227,152.939,23.142,204.566,
6,D088,냉동밥 내포장#1,2025-05-28,1BA03648,엄지김치볶음밥 3kg,W005,72.548,110.848,145.676,23.219,204.723,72.42
5,D087,냉동밥 내포장#2,2025-05-31,1BA03577,중국집볶음밥(알밥),W005,70.537,109.737,146.062,24.217,215.928,74.71
3,D088,냉동밥 내포장#1,2025-06-02,1BA03288,한그릇연근우엉밥3kg,W005,69.06,108.86,144.56,23.8,209.269,72.18
4,D088,냉동밥 내포장#1,2025-06-02,1BA03288,한그릇연근우엉밥3kg,W005,73.597,117.097,152.951,23.903,213.496,71.94
1,D088,냉동밥 내포장#1,2025-06-04,1BA03511,(쿠팡)곰곰대패삼겹볶음밥,W005,70.313,91.013,125.987,23.316,205.576,77.56
2,D088,냉동밥 내포장#1,2025-06-04,1BA03511,(쿠팡)곰곰대패삼겹볶음밥,W005,72.101,101.901,136.87,23.312,206.963,71.73
3,D088,냉동밥 내포장#1,2025-06-04,1BA03513,(쿠팡)곰곰닭갈비볶음밥,W005,72.754,123.854,158.401,23.031,208.948,
3,D088,냉동밥 내포장#1,2025-06-04,1BA03615,찰현미새우볶음밥3kg,W005,71.598,134.598,169.617,23.346,210.67,76.27
4,D088,냉동밥 내포장#1,2025-06-04,1BA03615,찰현미새우볶음밥3kg,W005,72.083,106.383,141.767,23.589,207.438,70.84
5,D088,냉동밥 내포장#1,2025-06-05,1BA03597,병아리콩잡곡밥 3kg(도시락용),W005,69.828,79.628,114.051,22.949,198.6,
1,D087,냉동밥 내포장#2,2025-06-08,1BA03579,황금볶음밥-FN,W005,71.579,85.179,120.864,23.79,210.224,78.31
5,D087,냉동밥 내포장#2,2025-06-08,1BA03579,황금볶음밥-FN,W005,71.875,91.075,126.736,23.774,209.136,77.25
9,D087,냉동밥 내포장#2,2025-06-08,1BA03470,Homeplus signature 소불고기볶음밥,W005,72.159,88.859,124.547,23.792,207.26,77.06
6,D088,냉동밥 내포장#1,2025-06-08,1BA03665,엄지알리올리볶음밥 3kg,W005,71.725,85.925,121.66,23.823,205.665,71.52
7,D088,냉동밥 내포장#1,2025-06-08,1BA03665,엄지알리올리볶음밥 3kg,W005,71.532,91.532,127.205,23.782,209.077,79.52
2,D087,냉동밥 내포장#2,2025-06-10,1BA10086,(1)Homeplus signature날치알이톡톡터지는날치알밥(밥+후리가,W005,71.733,77.033,112.706,23.782,207.301,75.02
3,D088,냉동밥 내포장#1,2025-06-10,1BA03652,엄지김치볶음밥 300g,W005,71.989,94.789,130.45,23.774,209.966,75.59
4,D088,냉동밥 내포장#1,2025-06-10,1BA03652,엄지김치볶음밥 300g,W005,72.298,90.498,126.203,23.804,206.429,75.61
1,D087,냉동밥 내포장#2,2025-06-10,1BA03469,Homeplus signature 낙지볶음밥,W005,72.128,85.728,121.419,23.794,208.932,73.18
2,D088,냉동밥 내포장#1,2025-06-11,1BA03646,분식문방구김치볶음밥,W005,72.394,88.394,124.152,23.839,213.84,75.37
3,D088,냉동밥 내포장#1,2025-06-11,1BA03646,분식문방구김치볶음밥,W005,71.714,84.914,120.566,23.768,202.696,76.19
5,D087,냉동밥 내포장#2,2025-06-15,1BA03566,시아스햄야채볶음밥(핫딜),W005,72.064,90.064,125.833,23.846,210.079,77.37
6,D087,냉동밥 내포장#2,2025-06-15,1BA03566,시아스햄야채볶음밥(핫딜),W005,72.486,96.586,132.358,23.848,206.426,79.91
4,D088,냉동밥 내포장#1,2025-06-14,1BA03640,(1)게살볶음밥E,W005,72.06,93.06,128.908,23.898,205.694,73.64
1,D087,냉동밥 내포장#2,2025-06-15,1BA03637,(1)애슐리통새우볶음밥,W005,71.667,90.267,125.966,23.799,211.398,72.02
3,D087,냉동밥 내포장#2,2025-06-16,1BA03523,애슐리갈릭스테이크볶음밥,W005,71.816,96.116,131.765,23.766,205.019,74.92
7,D087,냉동밥 내포장#2,2025-06-16,1BA03523,애슐리갈릭스테이크볶음밥,W005,71.981,100.081,135.859,23.852,209.017,78.38
8,D087,냉동밥 내포장#2,2025-06-16,1BA03523,애슐리갈릭스테이크볶음밥,W005,71.83,104.43,140.21,23.853,215.245,79.91
10,D087,냉동밥 내포장#2,2025-06-17,1BA03523,애슐리갈릭스테이크볶음밥,W005,72.008,106.508,142.235,23.819,207.754,73.52
4,D088,냉동밥 내포장#1,2025-06-16,1BA03653,엄지새우볶음밥 300g,W005,71.655,104.155,139.979,23.883,210.086,77.02
5,D088,냉동밥 내포장#1,2025-06-16,1BA03653,엄지새우볶음밥 300g,W005,72.254,108.754,144.579,23.884,202.327,77.67
9,D088,냉동밥 내포장#1,2025-06-17,1BA03437,게살볶음밥-F,W005,71.859,134.359,170.176,23.878,212.228,73.94
11,D088,냉동밥 내포장#1,2025-06-17,1BA03647,엄지야채볶음밥 3kg,W005,71.948,76.948,112.445,23.665,209.413,71.2
2,D087,냉동밥 내포장#2,2025-06-17,1BA03642,세미계파김치닭가슴살볶음밥(알밥),W005,71.268,84.868,120.374,23.67,206.107,75.55
3,D087,냉동밥 내포장#2,2025-06-17,1BA03655,엄지묵은지삼겹볶음밥 300g,W005,71.819,81.319,116.898,23.72,209.4,73.02
4,D087,냉동밥 내포장#2,2025-06-18,1BA03509,직화김치볶음밥용냉동밥,W005,71.981,87.081,122.568,23.658,207.129,71.65
5,D087,냉동밥 내포장#2,2025-06-18,1BA03509,직화김치볶음밥용냉동밥,W005,71.883,77.183,112.658,23.65,202.97,74.32
7,D087,냉동밥 내포장#2,2025-06-18,1BA03629,SF김치볶음밥,W005,71.176,85.976,121.431,23.636,203.629,77.42
6,D088,냉동밥 내포장#1,2025-06-18,1BA03255,NEW낙지볶음밥300g,W005,71.322,90.122,125.648,23.685,205.963,77.02
8,D088,냉동밥 내포장#1,2025-06-18,1BA03255,NEW낙지볶음밥300g,W005,71.224,93.324,128.67,23.564,208.023,78.27
3,D087,냉동밥 내포장#2,2025-06-18,1BA03513,(쿠팡)곰곰닭갈비볶음밥,W005,71.083,93.483,128.857,23.583,203.217,72.62
6,D087,냉동밥 내포장#2,2025-06-18,1BA03513,(쿠팡)곰곰닭갈비볶음밥,W005,70.827,83.027,118.374,23.564,210.692,70.89
7,D087,냉동밥 내포장#2,2025-06-18,1BA03513,(쿠팡)곰곰닭갈비볶음밥,W005,71.501,95.101,130.591,23.66,207.231,75.57
5,D088,냉동밥 내포장#1,2025-06-18,1BA03602,탄두리치킨볶음밥 3kg(도시락용),W005,71.295,99.895,135.349,23.636,208.357,73.9
