No_Die,lithography_Chamber,Process 2-1,Line_CD,UV_type,Wavelength,Resolution,Energy_Exposure,Lot_Num,Wafer_Num,Datetime
NOLSM0476257227,2,photo_li,30.267764,I,365,539.722301,106.608538,11,18,27-02-2026
NOLSM74816273170,3,photo_li,45.993351,H,405,499.986822,107.785047,11,19,27-02-2026
NOLSM262867439,1,photo_li,55.977601,I,365,508.24392,108.470326,11,20,27-02-2026
NOLSM04869862256,2,photo_li,50.774471,I,365,527.219327,106.425087,11,21,27-02-2026
NOLSM181749902,3,photo_li,47.253061,I,365,510.607944,109.531789,11,22,27-02-2026
NOLSM0179091102,1,photo_li,18.028286,I,365,545.609741,108.653101,11,23,27-02-2026
NOLSM736734486,3,photo_li,40.785235,H,405,513.154844,107.70638,11,24,27-02-2026
NOLSM146222489,1,photo_li,34.178668,G,436,507.600295,107.973954,11,25,27-02-2026
NOLSM643209028403,2,photo_li,45.532678,I,365,550.18443,108.293926,11,26,27-02-2026
NOLSM6787639532,3,photo_li,55.425204,H,405,513.528636,109.017679,11,27,27-02-2026
NOLSM1498029926,2,photo_li,26.242182,I,365,462.36661,106.747887,31,1,27-02-2026
NOLSM42143253,3,photo_li,32.637049,I,365,472.703301,106.436246,31,2,27-02-2026
NOLSM5152233290,1,photo_li,28.248962,I,365,467.186689,106.460037,31,3,27-02-2026
NOLSM71462716,2,photo_li,23.71184,I,365,474.363252,104.888134,31,4,27-02-2026
NOLSM33833534314,3,photo_li,34.589329,I,365,477.150828,106.50413,31,5,27-02-2026
NOLSM144949809,1,photo_li,44.666314,I,365,490.691335,106.552989,31,6,27-02-2026
NOLSM724491721635,2,photo_li,31.560186,I,365,476.346658,106.030879,31,7,27-02-2026
NOLSM83293202295,3,photo_li,33.577281,I,365,480.443366,105.948687,31,8,27-02-2026
NOLSM27834458749,1,photo_li,25.63485,I,365,471.853519,105.471228,31,9,27-02-2026
NOLSM509001415,2,photo_li,24.752629,I,365,477.671658,104.732625,31,10,27-02-2026
NOLSM87875926,1,photo_li,31.575407,I,365,482.827676,105.301229,31,11,27-02-2026
NOLSM66279500088,3,photo_li,33.825461,I,365,492.946443,104.965285,31,12,27-02-2026
NOLSM445347217855,1,photo_li,35.000846,I,365,485.636747,105.588798,31,13,27-02-2026
NOLSM4946553528,2,photo_li,30.892028,I,365,487.335472,104.932226,31,14,27-02-2026
NOLSM4365328147,3,photo_li,28.5947,I,365,471.780999,105.673818,31,15,27-02-2026
NOLSM032704571096,1,photo_li,27.46293,I,365,480.152738,104.920726,31,16,27-02-2026
NOLSM68837593788,3,photo_li,26.234798,I,365,469.337945,105.418437,31,17,27-02-2026
NOLSM58384804004,1,photo_li,33.235401,I,365,483.225789,105.537065,31,18,27-02-2026
NOLSM9089806951,2,photo_li,22.495472,I,365,470.304704,105.129077,31,19,27-02-2026
NOLSM74699168,3,photo_li,27.100928,I,365,473.26186,105.205414,31,20,27-02-2026
NOLSM19805437883,1,photo_li,34.799627,I,365,479.260132,106.26381,31,21,27-02-2026
NOLSM35091749847,2,photo_li,30.720157,I,365,472.039474,106.328247,31,22,27-02-2026
NOLSM507608140722,3,photo_li,33.794119,I,365,473.378796,106.611767,31,23,27-02-2026
NOLSM155400427,1,photo_li,48.995818,I,365,482.285664,108.045481,31,24,27-02-2026
NOLSM8673611068,2,photo_li,36.023755,I,365,469.906285,107.440933,31,25,27-02-2026
NOLSM44421391,3,photo_li,39.639432,I,365,480.942944,107.421092,31,26,27-02-2026
NOLSM6212096462,1,photo_li,31.211699,I,365,471.550996,106.495883,31,27,27-02-2026
NOLSM1050522589,1,photo_li,41.726636,G,436,476.278392,107.127273,12,28,28-02-2026
NOLSM484256775493,1,photo_li,41.178511,H,405,476.904127,107.948239,12,29,28-02-2026
NOLSM3976356597,1,photo_li,45.166611,I,365,491.661287,106.757715,12,30,28-02-2026
NOLSM298146833,1,photo_li,42.413212,I,365,522.199442,111.252757,12,31,28-02-2026
NOLSM150535668023,1,photo_li,49.065706,G,436,459.423929,107.686982,12,32,28-02-2026
NOLSM6371761689,1,photo_li,49.970064,G,436,537.738168,105.523469,12,33,28-02-2026
NOLSM2168859447,1,photo_li,44.107863,G,436,530.944733,109.169543,12,34,28-02-2026
NOLSM14677792311,1,photo_li,51.241575,G,436,507.251633,105.357944,12,35,28-02-2026
NOLSM0542534270,1,photo_li,37.406276,I,365,510.979225,105.922527,12,36,28-02-2026
NOLSM99569614438,2,photo_li,36.618088,G,436,526.574631,107.949136,12,37,28-02-2026
NOLSM52976170,2,photo_li,37.491373,H,405,506.142002,105.552454,12,38,28-02-2026
NOLSM094168236,2,photo_li,29.32398,I,365,506.569509,106.702295,12,39,28-02-2026
NOLSM30769257,2,photo_li,30.297029,H,405,519.998794,106.814881,12,40,28-02-2026
NOLSM134104668368,2,photo_li,45.874229,I,365,528.071393,106.278348,12,41,28-02-2026
NOLSM0831582560,2,photo_li,65.852033,H,405,520.88445,105.950311,12,42,28-02-2026
NOLSM38585164732,2,photo_li,57.76561,G,436,502.307818,109.022573,12,43,28-02-2026
NOLSM30677802012,2,photo_li,55.611752,I,365,495.827997,108.106805,12,44,28-02-2026
NOLSM668885464267,2,photo_li,44.260054,G,436,543.255568,107.285458,12,45,28-02-2026
NOLSM633036255,3,photo_li,40.505964,G,436,547.883478,108.874928,12,46,28-02-2026
NOLSM54753376141,3,photo_li,38.779365,H,405,521.871525,106.639305,12,47,28-02-2026
NOLSM855710595,3,photo_li,35.117213,G,436,536.393024,106.34781,12,48,28-02-2026
NOLSM43554225,3,photo_li,45.327774,H,405,529.11639,109.400145,12,49,28-02-2026
NOLSM620548473,3,photo_li,30.456197,G,436,551.679966,108.491322,12,50,28-02-2026
NOLSM6267321426,3,photo_li,44.771911,H,405,502.321382,107.985548,12,51,28-02-2026
NOLSM14466447,3,photo_li,47.044852,H,405,531.565095,110.233273,12,52,28-02-2026
NOLSM376015608,3,photo_li,20.866526,I,365,505.340255,107.19403,12,53,28-02-2026
NOLSM462763072021,3,photo_li,38.462992,I,365,513.147838,108.536335,12,54,28-02-2026
NOLSM25235479,1,photo_li,31.097555,I,365,469.253057,106.685715,32,28,28-02-2026
NOLSM40121682799,1,photo_li,34.869134,I,365,472.445009,106.923091,32,29,28-02-2026
NOLSM3309045653,1,photo_li,38.44747,I,365,470.383339,107.6623,32,30,28-02-2026
NOLSM6946020474,1,photo_li,31.60124,I,365,460.781757,107.746922,32,31,28-02-2026
NOLSM88793543574,1,photo_li,34.304452,I,365,472.843909,106.786603,32,32,28-02-2026
NOLSM8857027092,1,photo_li,35.40129,I,365,473.987982,106.915298,32,33,28-02-2026
NOLSM984008432842,1,photo_li,31.219355,I,365,472.108934,106.410285,32,34,28-02-2026
NOLSM92651953945,1,photo_li,33.206309,I,365,472.815313,106.538457,32,35,28-02-2026
NOLSM35583187,1,photo_li,35.41975,I,365,477.741801,106.521116,32,36,28-02-2026
NOLSM12598985643,2,photo_li,31.15299,I,365,470.543585,106.576811,32,37,28-02-2026
NOLSM45244810,2,photo_li,32.576523,I,365,469.014294,106.742739,32,38,28-02-2026
NOLSM2477807771,2,photo_li,28.024317,I,365,469.431083,106.186952,32,39,28-02-2026
NOLSM1480454611,2,photo_li,32.105847,I,365,476.475111,106.112594,32,40,28-02-2026
NOLSM222966350826,2,photo_li,35.689813,I,365,477.229327,106.767642,32,41,28-02-2026
NOLSM1865122251,2,photo_li,30.013567,I,365,468.591272,106.610025,32,42,28-02-2026
NOLSM032287701,1,photo_li,41.69016,G,436,491.566524,107.140215,12,1,28-02-2026
NOLSM10140743256,3,photo_li,41.143646,H,405,485.724451,107.939035,12,2,28-02-2026
NOLSM503882536350,1,photo_li,45.311038,I,365,491.681527,106.754383,12,3,28-02-2026
NOLSM372649545328,2,photo_li,42.419997,I,365,522.023051,111.243281,12,4,28-02-2026
NOLSM79354844,3,photo_li,49.027076,G,436,459.633691,107.686519,12,5,28-02-2026
NOLSM46347627,1,photo_li,50.040765,G,436,537.366959,105.526421,12,6,28-02-2026
NOLSM7404190911,2,photo_li,43.977059,G,436,531.075485,109.166975,12,7,28-02-2026
NOLSM73961699364,3,photo_li,51.189207,G,436,507.583005,105.364717,12,8,28-02-2026
NOLSM1980016896,1,photo_li,37.415594,I,365,510.921639,105.912898,12,9,28-02-2026
NOLSM65993652917,2,photo_li,36.566325,G,436,526.496436,107.939859,12,10,28-02-2026
NOLSM468740419282,3,photo_li,37.582509,H,405,506.204108,105.545165,12,11,28-02-2026
NOLSM86771390,1,photo_li,29.310713,I,365,506.721518,106.705455,12,12,28-02-2026
NOLSM49569589,2,photo_li,30.28237,H,405,519.655948,106.816596,12,13,28-02-2026
NOLSM222465434050,1,photo_li,45.90614,I,365,528.094875,106.2764,12,14,28-02-2026
NOLSM318531737,2,photo_li,65.866222,H,405,520.697191,105.962529,12,15,28-02-2026
NOLSM98680204,3,photo_li,57.636808,G,436,502.200929,109.017085,12,16,28-02-2026
NOLSM52153715,1,photo_li,55.60272,I,365,495.966889,108.116016,12,17,28-02-2026
NOLSM107347902,2,photo_li,44.183168,G,436,543.172005,107.320052,12,18,28-02-2026
NOLSM528992153,3,photo_li,40.477778,G,436,547.984542,108.878267,12,19,28-02-2026
NOLSM13846991962,1,photo_li,38.765596,H,405,521.957875,106.637412,12,20,28-02-2026
NOLSM73899711,2,photo_li,35.191679,G,436,536.574707,106.347415,12,21,28-02-2026
NOLSM863438181766,3,photo_li,45.347165,H,405,529.110119,109.390403,12,22,28-02-2026
NOLSM2363390547,1,photo_li,30.52632,G,436,551.478374,108.46767,12,23,28-02-2026
NOLSM636801614,2,photo_li,44.759116,H,405,502.276071,107.978065,12,24,28-02-2026
NOLSM33515150332,3,photo_li,47.065783,H,405,531.510359,110.234539,12,25,28-02-2026
NOLSM34661347,1,photo_li,21.004697,I,365,505.625812,107.186528,12,26,28-02-2026
NOLSM7160415111,2,photo_li,38.421996,I,365,513.244352,108.536394,12,27,28-02-2026
NOLSM28763388795,2,photo_li,31.00483,I,365,469.419418,106.670523,32,1,28-02-2026
NOLSM46576971671,3,photo_li,34.834753,I,365,472.799969,106.929076,32,2,28-02-2026
NOLSM13305276,1,photo_li,38.51251,I,365,470.417963,107.659859,32,3,28-02-2026
NOLSM99860799,2,photo_li,31.651205,I,365,460.401159,107.749709,32,4,28-02-2026
NOLSM07090918192,3,photo_li,34.301096,I,365,472.557094,106.78495,32,5,28-02-2026
NOLSM571692088,1,photo_li,35.442875,I,365,473.866919,106.92191,32,6,28-02-2026
NOLSM681030176,2,photo_li,31.222448,I,365,472.067332,106.404823,32,7,28-02-2026
NOLSM174430291732,3,photo_li,33.300968,I,365,472.77908,106.53396,32,8,28-02-2026
NOLSM803106042252,1,photo_li,35.431939,I,365,477.842274,106.519346,32,9,28-02-2026
NOLSM707606433139,2,photo_li,31.149379,I,365,470.499686,106.555912,32,10,28-02-2026
NOLSM28607000,3,photo_li,32.478237,I,365,468.824542,106.744795,32,11,28-02-2026
NOLSM922135821494,1,photo_li,28.024769,I,365,469.582582,106.188638,32,12,28-02-2026
NOLSM60796441,2,photo_li,32.137807,I,365,476.665998,106.091702,32,13,28-02-2026
NOLSM5005843749,3,photo_li,35.860509,I,365,476.749717,106.772458,32,14,28-02-2026
NOLSM3110149048,1,photo_li,30.041564,I,365,468.667524,106.604221,32,15,28-02-2026
NOLSM7127092037,1,photo_li,41.685764,I,365,505.31993,109.646544,13,28,01-03-2026
NOLSM4750870525,1,photo_li,53.594777,H,405,541.849638,104.903129,13,29,01-03-2026
NOLSM03011991,1,photo_li,47.622238,I,365,532.001625,106.631719,13,30,01-03-2026
NOLSM918323579311,1,photo_li,32.880904,G,436,537.911027,108.773453,13,31,01-03-2026
NOLSM18072116694,1,photo_li,57.283987,H,405,522.18797,109.921456,13,32,01-03-2026
NOLSM46926805,1,photo_li,4.532907,I,365,539.494674,107.797531,13,33,01-03-2026
NOLSM7679426263,1,photo_li,59.580935,I,365,482.716225,107.027855,13,34,01-03-2026
NOLSM41390504,1,photo_li,26.808579,G,436,526.383454,105.818309,13,35,01-03-2026
NOLSM443582913,1,photo_li,23.181901,I,365,507.758184,105.099572,13,36,01-03-2026
NOLSM9406613972,2,photo_li,60.021208,G,436,508.945782,106.836758,13,37,01-03-2026
NOLSM32297457768,2,photo_li,54.093423,G,436,492.658587,110.936926,13,38,01-03-2026
NOLSM262007658,2,photo_li,20.629348,G,436,547.243522,110.834502,13,39,01-03-2026
NOLSM25055260916,2,photo_li,49.691155,H,405,511.55236,104.97953,13,40,01-03-2026
NOLSM05289773197,2,photo_li,36.440073,H,405,511.332449,107.773631,13,41,01-03-2026
NOLSM40844973,2,photo_li,32.996499,G,436,515.687106,109.606702,13,42,01-03-2026
NOLSM2441200867,2,photo_li,46.838873,I,365,532.407583,105.142528,13,43,01-03-2026
NOLSM49500945159,2,photo_li,66.571498,H,405,508.924961,108.431456,13,44,01-03-2026
NOLSM40109541,2,photo_li,33.24053,G,436,551.572443,109.538901,13,45,01-03-2026
NOLSM45139900,3,photo_li,42.32441,I,365,511.952536,108.558302,13,46,01-03-2026
NOLSM925871228003,3,photo_li,55.429891,H,405,515.586886,108.50628,13,47,01-03-2026
NOLSM219857949,3,photo_li,58.385099,H,405,492.523994,108.298086,13,48,01-03-2026
NOLSM8441999028,3,photo_li,46.8671,I,365,520.071237,108.308223,13,49,01-03-2026
NOLSM961016608,3,photo_li,43.041641,I,365,498.802448,109.662538,13,50,01-03-2026
NOLSM268618123,3,photo_li,39.597742,I,365,519.071722,108.307692,13,51,01-03-2026
NOLSM92370282587,3,photo_li,48.853034,H,405,512.147563,109.212523,13,52,01-03-2026
NOLSM53762877457,3,photo_li,50.997066,I,365,522.122312,110.415312,13,53,01-03-2026
NOLSM467034091,3,photo_li,49.273002,H,405,508.906346,108.282235,13,54,01-03-2026
NOLSM175237513,3,photo_li,41.595278,I,365,505.365849,109.646056,13,1,01-03-2026
NOLSM084866294461,1,photo_li,53.608675,H,405,541.733452,104.918342,13,2,01-03-2026
NOLSM088582501320,2,photo_li,47.515775,I,365,532.508747,106.637363,13,3,01-03-2026
NOLSM284917763738,3,photo_li,32.787795,G,436,537.994566,108.774294,13,4,01-03-2026
NOLSM081124317,1,photo_li,57.37746,H,405,522.223056,109.906531,13,5,01-03-2026
NOLSM506261597761,2,photo_li,4.537506,I,365,539.789847,107.796641,13,6,01-03-2026
NOLSM927463046,3,photo_li,59.612741,I,365,482.816118,107.029081,13,7,01-03-2026
NOLSM7908037799,1,photo_li,26.775465,G,436,526.433149,105.825952,13,8,01-03-2026
NOLSM5680630049,2,photo_li,23.217245,I,365,507.898683,105.088977,13,9,01-03-2026
NOLSM278255154,3,photo_li,59.924977,G,436,508.948007,106.842966,13,10,01-03-2026
NOLSM639116848,1,photo_li,53.987214,G,436,492.748838,110.931126,13,11,01-03-2026
NOLSM91917579,2,photo_li,20.568016,G,436,547.512008,110.835445,13,12,01-03-2026
NOLSM263350177146,3,photo_li,49.589719,H,405,511.672759,104.977296,13,13,01-03-2026
NOLSM250026976,1,photo_li,36.629422,H,405,511.161653,107.769596,13,14,01-03-2026
NOLSM1156126091,2,photo_li,32.982057,G,436,515.634368,109.623942,13,15,01-03-2026
NOLSM90683047,3,photo_li,46.921949,I,365,532.160483,105.13171,13,16,01-03-2026
NOLSM58259724365,1,photo_li,66.447487,H,405,509.307508,108.444893,13,17,01-03-2026
NOLSM774261118,2,photo_li,33.182173,G,436,551.545391,109.549461,13,18,01-03-2026
NOLSM46918604450,3,photo_li,42.244377,I,365,511.932848,108.57413,13,19,01-03-2026
NOLSM34080676,1,photo_li,55.464278,H,405,515.900363,108.522913,13,20,01-03-2026
NOLSM15777821128,3,photo_li,58.332228,H,405,492.381724,108.297298,13,21,01-03-2026
NOLSM300569285324,1,photo_li,46.988632,I,365,520.171034,108.299199,13,22,01-03-2026
NOLSM66368520812,2,photo_li,43.060622,I,365,498.839943,109.673425,13,23,01-03-2026
NOLSM365814100,3,photo_li,39.687785,I,365,519.254203,108.312556,13,24,01-03-2026
NOLSM698386399,1,photo_li,48.839616,H,405,512.16002,109.214427,13,25,01-03-2026
NOLSM856726999,2,photo_li,51.054262,I,365,522.4518,110.408195,13,26,01-03-2026
NOLSM8332605315,3,photo_li,49.279405,H,405,509.128842,108.270121,13,27,01-03-2026
NOLSM2518578992,1,photo_li,27.44484,G,436,521.36541,108.695922,14,28,02-03-2026
NOLSM93455246,1,photo_li,44.641033,H,405,526.484867,106.245045,14,29,02-03-2026
NOLSM772158721302,1,photo_li,29.361374,I,365,542.918346,109.03951,14,30,02-03-2026
NOLSM089055585,1,photo_li,56.724262,I,365,513.376972,109.306221,14,31,02-03-2026
NOLSM9173193487,1,photo_li,61.63226,H,405,543.921187,105.053821,14,32,02-03-2026
NOLSM000257532,1,photo_li,26.166084,I,365,521.156832,108.967719,14,33,02-03-2026
NOLSM32456317,1,photo_li,43.330408,H,405,527.075863,108.101916,14,34,02-03-2026
NOLSM5876623187,1,photo_li,23.128917,G,436,528.630045,107.31825,14,35,02-03-2026
NOLSM405412313,1,photo_li,59.445018,H,405,529.590024,107.353102,14,36,02-03-2026
NOLSM1202709430,2,photo_li,24.203302,H,405,476.491602,108.977483,14,37,02-03-2026
NOLSM4914136974,2,photo_li,53.665775,H,405,527.389553,106.785724,14,38,02-03-2026
NOLSM898715856639,2,photo_li,34.034848,G,436,527.044201,105.322662,14,39,02-03-2026
NOLSM129728598,2,photo_li,48.886814,H,405,501.017488,107.062105,14,40,02-03-2026
NOLSM123720723,2,photo_li,40.85196,G,436,489.193122,107.390376,14,41,02-03-2026
NOLSM40908809,2,photo_li,38.250922,G,436,539.575811,106.354926,14,42,02-03-2026
NOLSM4033316395,2,photo_li,59.23477,I,365,572.749102,109.003559,14,43,02-03-2026
NOLSM44444818,2,photo_li,33.64838,H,405,541.235145,108.853716,14,44,02-03-2026
NOLSM89579347,2,photo_li,32.617676,G,436,508.229704,109.158412,14,45,02-03-2026
NOLSM078843805,3,photo_li,56.444387,H,405,479.786462,106.776084,14,46,02-03-2026
NOLSM524898646,3,photo_li,17.885588,G,436,471.637359,111.523003,14,47,02-03-2026
NOLSM176715171,3,photo_li,43.119744,I,365,537.073986,107.616098,14,48,02-03-2026
NOLSM98555073,3,photo_li,55.426936,H,405,518.218488,107.479347,14,49,02-03-2026
NOLSM000656646109,3,photo_li,33.641127,G,436,525.42148,106.333464,14,50,02-03-2026
NOLSM406142092383,3,photo_li,39.036158,G,436,510.963608,106.311143,14,51,02-03-2026
NOLSM0449318075,3,photo_li,36.693231,G,436,496.309092,112.077921,14,52,02-03-2026
NOLSM83823811640,3,photo_li,44.929314,H,405,512.873182,111.526834,14,53,02-03-2026
NOLSM20423214262,3,photo_li,50.361769,I,365,529.117801,107.576109,14,54,02-03-2026
NOLSM020569057222,1,photo_li,27.522788,G,436,521.437587,108.66703,14,1,02-03-2026
NOLSM39843893069,2,photo_li,44.71702,H,405,526.229981,106.239522,14,2,02-03-2026
NOLSM878393051806,3,photo_li,29.241538,I,365,543.243334,109.024811,14,3,02-03-2026
NOLSM9740040898,1,photo_li,56.913811,I,365,513.420456,109.317146,14,4,02-03-2026
NOLSM69860942,2,photo_li,61.498149,H,405,544.002057,105.038084,14,5,02-03-2026
NOLSM0826396711,3,photo_li,26.133179,I,365,521.167967,108.978084,14,6,02-03-2026
NOLSM61251806,2,photo_li,43.332328,H,405,526.841724,108.10469,14,7,02-03-2026
NOLSM3430881985,3,photo_li,22.965634,G,436,529.11031,107.305423,14,8,02-03-2026
NOLSM790924051,1,photo_li,59.307215,H,405,529.646137,107.362201,14,9,02-03-2026
NOLSM574663693,2,photo_li,24.265458,H,405,476.567752,108.984672,14,10,02-03-2026
NOLSM99000432561,3,photo_li,53.591469,H,405,527.092835,106.794466,14,11,02-03-2026
NOLSM744645888,1,photo_li,33.812209,G,436,527.172857,105.335855,14,12,02-03-2026
NOLSM8925711708,2,photo_li,48.945901,H,405,500.776635,107.06921,14,13,02-03-2026
NOLSM0061111855,3,photo_li,40.841331,G,436,489.269142,107.396383,14,14,02-03-2026
NOLSM135553896,1,photo_li,38.234123,G,436,539.45065,106.357345,14,15,02-03-2026
NOLSM72033181,2,photo_li,59.093714,I,365,572.275646,108.997825,14,16,02-03-2026
NOLSM452645566300,3,photo_li,33.682745,H,405,541.301209,108.845314,14,17,02-03-2026
NOLSM21444239,1,photo_li,32.668844,G,436,508.004245,109.157691,14,18,02-03-2026
NOLSM257562110600,2,photo_li,56.506737,H,405,479.345414,106.784956,14,19,02-03-2026
NOLSM00952127936,3,photo_li,17.793342,G,436,471.610219,111.523607,14,20,02-03-2026
NOLSM916120389,1,photo_li,43.135218,I,365,537.041526,107.612837,14,21,02-03-2026
NOLSM0075957306,2,photo_li,55.403925,H,405,518.141164,107.48257,14,22,02-03-2026
NOLSM675916890,1,photo_li,33.559646,G,436,525.355814,106.323706,14,23,02-03-2026
NOLSM62980372521,3,photo_li,39.103438,G,436,510.884436,106.311042,14,24,02-03-2026
NOLSM73866963029,1,photo_li,36.678466,G,436,496.648669,112.06653,14,25,02-03-2026
NOLSM381770036,2,photo_li,44.987233,H,405,512.9282,111.539205,14,26,02-03-2026
NOLSM47450375,3,photo_li,50.334944,I,365,529.001953,107.586608,14,27,02-03-2026
NOLSM1288331604,1,photo_li,42.867011,I,365,548.763406,106.908339,15,28,03-03-2026
NOLSM869325759,1,photo_li,45.156173,H,405,532.701584,109.44736,15,29,03-03-2026
NOLSM2492032541,1,photo_li,56.204147,I,365,526.770539,108.352275,15,30,03-03-2026
NOLSM917105423,1,photo_li,50.165523,I,365,510.57378,108.66429,15,31,03-03-2026
NOLSM714431405,1,photo_li,45.977405,H,405,497.660524,108.850325,15,32,03-03-2026
NOLSM57556099675,1,photo_li,49.125082,G,436,545.186165,109.440649,15,33,03-03-2026
NOLSM16176374,1,photo_li,36.889746,H,405,549.918502,107.836105,15,34,03-03-2026
NOLSM33092585,1,photo_li,30.630396,H,405,500.220434,108.369613,15,35,03-03-2026
NOLSM119030687611,1,photo_li,40.809482,H,405,529.838389,108.492763,15,36,03-03-2026
NOLSM7191351880,2,photo_li,24.756716,H,405,500.611174,105.37453,15,37,03-03-2026
NOLSM098064953129,2,photo_li,29.098893,G,436,492.35582,108.245424,15,38,03-03-2026
NOLSM621938684,2,photo_li,37.327526,H,405,554.595578,108.360437,15,39,03-03-2026
NOLSM21816412,2,photo_li,55.852298,G,436,483.490717,109.706878,15,40,03-03-2026
NOLSM71447422320,2,photo_li,49.56005,I,365,539.098958,106.929431,15,41,03-03-2026
NOLSM72070212,2,photo_li,45.375169,H,405,540.152646,107.836205,15,42,03-03-2026
NOLSM66881066,2,photo_li,31.274342,I,365,525.338726,107.902707,15,43,03-03-2026
NOLSM71022947025,2,photo_li,46.484342,G,436,506.08307,107.893093,15,44,03-03-2026
NOLSM39812119327,2,photo_li,37.384455,G,436,526.148883,107.421641,15,45,03-03-2026
NOLSM52237620,3,photo_li,32.972439,H,405,514.62689,109.556597,15,46,03-03-2026
NOLSM43511402,3,photo_li,41.851875,I,365,476.83394,106.087643,15,47,03-03-2026
NOLSM501198610,3,photo_li,25.209214,I,365,516.385279,108.208954,15,48,03-03-2026
NOLSM084741066855,3,photo_li,51.787053,I,365,516.555859,107.832562,15,49,03-03-2026
NOLSM12094975,3,photo_li,45.467113,H,405,494.701779,107.336079,15,50,03-03-2026
NOLSM74558523,3,photo_li,39.288427,G,436,528.657131,106.723705,15,51,03-03-2026
NOLSM276752429,3,photo_li,41.264212,H,405,519.411376,109.189964,15,52,03-03-2026
NOLSM484560717306,3,photo_li,58.717349,I,365,462.014982,104.820358,15,53,03-03-2026
NOLSM883763708308,3,photo_li,30.193506,G,436,491.372125,109.590216,15,54,03-03-2026
NOLSM117572823,1,photo_li,42.767077,I,365,548.719129,106.895718,15,1,03-03-2026
NOLSM181549295,2,photo_li,45.180616,H,405,533.009752,109.448857,15,2,03-03-2026
NOLSM8546586034,3,photo_li,56.256508,I,365,526.924936,108.357216,15,3,03-03-2026
NOLSM1308382454,1,photo_li,50.226272,I,365,510.646518,108.656956,15,4,03-03-2026
NOLSM970037579,3,photo_li,46.013517,H,405,497.346688,108.847738,15,5,03-03-2026
NOLSM548611298,1,photo_li,49.126428,G,436,545.492756,109.448415,15,6,03-03-2026
NOLSM26585278,3,photo_li,36.840011,H,405,549.964755,107.832566,15,7,03-03-2026
NOLSM145664821,1,photo_li,30.609064,H,405,500.611991,108.369836,15,8,03-03-2026
NOLSM84215123,2,photo_li,40.78001,H,405,530.159803,108.500237,15,9,03-03-2026
NOLSM293188007,3,photo_li,24.628017,H,405,500.545853,105.370012,15,10,03-03-2026
NOLSM4749343657,1,photo_li,28.968175,G,436,492.34381,108.246674,15,11,03-03-2026
NOLSM364020203,2,photo_li,37.342873,H,405,554.710631,108.360384,15,12,03-03-2026
NOLSM205979544189,3,photo_li,55.670582,G,436,483.755941,109.694078,15,13,03-03-2026
NOLSM4159714623,1,photo_li,49.561598,I,365,538.763302,106.945381,15,14,03-03-2026
NOLSM8693461837,3,photo_li,45.449502,H,405,539.844118,107.843569,15,15,03-03-2026
NOLSM87545739443,1,photo_li,31.151838,I,365,525.115875,107.916394,15,16,03-03-2026
NOLSM76444675001,2,photo_li,46.519092,G,436,506.459711,107.909964,15,17,03-03-2026
NOLSM72515479,3,photo_li,37.432503,G,436,526.446974,107.437236,15,18,03-03-2026
NOLSM715367037,1,photo_li,32.995811,H,405,514.796995,109.579516,15,19,03-03-2026
NOLSM6033566750,2,photo_li,41.80969,I,365,476.852034,106.086643,15,20,03-03-2026
NOLSM008344381,3,photo_li,25.207122,I,365,516.482847,108.193717,15,21,03-03-2026
NOLSM969936079322,1,photo_li,51.858103,I,365,516.401839,107.822041,15,22,03-03-2026
NOLSM721763597,2,photo_li,45.492516,H,405,494.805053,107.329579,15,23,03-03-2026
NOLSM278214275,3,photo_li,39.303192,G,436,528.635564,106.723606,15,24,03-03-2026
NOLSM430143143,1,photo_li,41.272545,H,405,519.531287,109.190603,15,25,03-03-2026
NOLSM35037189,3,photo_li,58.74619,I,365,461.889145,104.814678,15,26,03-03-2026
NOLSM8285760524,1,photo_li,30.163989,G,436,491.494184,109.589889,15,27,03-03-2026
NOLSM275425814,1,photo_li,40.08418,G,436,530.479416,107.085935,16,28,04-03-2026
NOLSM7547140987,1,photo_li,48.157356,H,405,500.174312,108.660978,16,29,04-03-2026
NOLSM01366842992,1,photo_li,42.922988,I,365,545.066739,104.712551,16,30,04-03-2026
NOLSM311223064043,1,photo_li,38.177447,H,405,522.620365,106.604017,16,31,04-03-2026
NOLSM19770995,1,photo_li,36.557355,I,365,525.684584,104.162351,16,32,04-03-2026
NOLSM98036378,1,photo_li,51.579735,H,405,506.80227,107.550064,16,33,04-03-2026
NOLSM11637782,1,photo_li,37.798317,H,405,487.356954,109.041074,16,34,04-03-2026
NOLSM620969944,1,photo_li,66.069404,H,405,513.248901,108.349499,16,35,04-03-2026
NOLSM53773075320,1,photo_li,56.917634,H,405,515.949227,108.052191,16,36,04-03-2026
NOLSM194178230007,2,photo_li,32.038072,I,365,507.829262,107.994875,16,37,04-03-2026
NOLSM0251935733,2,photo_li,46.450959,H,405,548.444824,108.443212,16,38,04-03-2026
NOLSM99513416,2,photo_li,59.892953,G,436,493.730234,107.883551,16,39,04-03-2026
NOLSM86528752,2,photo_li,25.862843,I,365,494.626823,105.980314,16,40,04-03-2026
NOLSM95214427,2,photo_li,38.596195,H,405,503.538646,108.84654,16,41,04-03-2026
NOLSM38193264,2,photo_li,51.214994,H,405,493.655162,107.914582,16,42,04-03-2026
NOLSM7326883884,2,photo_li,39.983341,I,365,527.900273,109.683541,16,43,04-03-2026
