기준일자,User_ID,기관번호,연체등록일자,연체금액,기관,연체분류,연체사항,세부사항
202504,Y4444084041264321326,Y7762862182554353208,202311,2100,신용카드사,신용도판단,대출연체,신용카드대금연체
202505,Y4444084041264321326,X2466526499440537275,201808,970,은행,신용도판단,대출연체,신용카드대금연체
202505,Y4444084041264321326,X3500168368174594132,202208,550,신용카드사,신용도판단,대출연체,신용카드대금연체
202505,Y4444084041264321326,Y7762862182554353208,202311,2100,신용카드사,신용도판단,대출연체,신용카드대금연체
202506,Y4444084041264321326,X3500168368174594132,202208,550,신용카드사,신용도판단,대출연체,신용카드대금연체
202506,Y4444084041264321326,Y7762862182554353208,202311,2100,신용카드사,신용도판단,대출연체,신용카드대금연체
202507,Y4444084041264321326,X3500168368174594132,202208,550,신용카드사,신용도판단,대출연체,신용카드대금연체
202507,Y4444084041264321326,Y7762862182554353208,202311,2100,신용카드사,신용도판단,대출연체,신용카드대금연체
202508,Y4444084041264321326,X3500168368174594132,202208,550,신용카드사,신용도판단,대출연체,신용카드대금연체
202508,Y4444084041264321326,Y7762862182554353208,202311,2100,신용카드사,신용도판단,대출연체,신용카드대금연체
202509,Y4444084041264321326,X3500168368174594132,202208,550,신용카드사,신용도판단,대출연체,신용카드대금연체
202509,Y4444084041264321326,Y7762862182554353208,202311,2100,신용카드사,신용도판단,대출연체,신용카드대금연체
202510,Y4444084041264321326,X3500168368174594132,202208,550,신용카드사,신용도판단,대출연체,신용카드대금연체
202510,Y4444084041264321326,Y7762862182554353208,202311,2100,신용카드사,신용도판단,대출연체,신용카드대금연체
202511,Y4444084041264321326,X3500168368174594132,202208,550,신용카드사,신용도판단,대출연체,신용카드대금연체
202511,Y4444084041264321326,Y7762862182554353208,202311,2100,신용카드사,신용도판단,대출연체,신용카드대금연체
202512,Y4444084041264321326,X3500168368174594132,202208,550,신용카드사,신용도판단,대출연체,신용카드대금연체
202512,Y4444084041264321326,Y7762862182554353208,202311,2100,신용카드사,신용도판단,대출연체,신용카드대금연체
202504,Y4458496161968069485,X5749730394339672510,202504,9100,기타,신용도판단,지금보증대지급,신용보증대지급
202505,Y4458496161968069485,X5749730394339672510,202504,9100,기타,신용도판단,지금보증대지급,신용보증대지급
202506,Y4458496161968069485,X5749730394339672510,202504,9100,기타,신용도판단,지금보증대지급,신용보증대지급
202507,Y4458496161968069485,X5749730394339672510,202504,9100,기타,신용도판단,지금보증대지급,신용보증대지급
202312,Y4587728930161978970,X6627334336688491219,202109,3600,신용카드사,신용도판단,대출연체,신용카드대금연체
202312,Y4587728930161978970,X6627334336688491219,202202,2000,신용카드사,신용도판단,대출연체,카드대출연체
202401,Y4587728930161978970,X6627334336688491219,202109,3600,신용카드사,신용도판단,대출연체,신용카드대금연체
202401,Y4587728930161978970,X6627334336688491219,202202,2000,신용카드사,신용도판단,대출연체,카드대출연체
202402,Y4587728930161978970,X6627334336688491219,202202,2000,신용카드사,신용도판단,대출연체,카드대출연체
202402,Y4587728930161978970,X6627334336688491219,202109,3600,신용카드사,신용도판단,대출연체,신용카드대금연체
202403,Y4587728930161978970,X6627334336688491219,202202,2000,신용카드사,신용도판단,대출연체,카드대출연체
202403,Y4587728930161978970,X6627334336688491219,202109,3600,신용카드사,신용도판단,대출연체,신용카드대금연체
202404,Y4587728930161978970,X6627334336688491219,202202,2000,신용카드사,신용도판단,대출연체,카드대출연체
202404,Y4587728930161978970,X6627334336688491219,202109,3600,신용카드사,신용도판단,대출연체,신용카드대금연체
202405,Y4587728930161978970,X6627334336688491219,202109,3600,신용카드사,신용도판단,대출연체,신용카드대금연체
202405,Y4587728930161978970,X6627334336688491219,202202,2000,신용카드사,신용도판단,대출연체,카드대출연체
202406,Y4587728930161978970,X6627334336688491219,202109,3600,신용카드사,신용도판단,대출연체,신용카드대금연체
202406,Y4587728930161978970,X6627334336688491219,202202,2000,신용카드사,신용도판단,대출연체,카드대출연체
202407,Y4587728930161978970,X6627334336688491219,202109,3600,신용카드사,신용도판단,대출연체,신용카드대금연체
202407,Y4587728930161978970,X6627334336688491219,202202,2000,신용카드사,신용도판단,대출연체,카드대출연체
202408,Y4587728930161978970,X6627334336688491219,202109,3600,신용카드사,신용도판단,대출연체,신용카드대금연체
202408,Y4587728930161978970,X6627334336688491219,202202,2000,신용카드사,신용도판단,대출연체,카드대출연체
202409,Y4587728930161978970,X6627334336688491219,202109,3600,신용카드사,신용도판단,대출연체,신용카드대금연체
202409,Y4587728930161978970,X6627334336688491219,202202,2000,신용카드사,신용도판단,대출연체,카드대출연체
202410,Y4587728930161978970,X6627334336688491219,202109,3600,신용카드사,신용도판단,대출연체,신용카드대금연체
202410,Y4587728930161978970,X6627334336688491219,202202,2000,신용카드사,신용도판단,대출연체,카드대출연체
202411,Y4587728930161978970,X6627334336688491219,202109,3600,신용카드사,신용도판단,대출연체,신용카드대금연체
202411,Y4587728930161978970,X6627334336688491219,202202,2000,신용카드사,신용도판단,대출연체,카드대출연체
202412,Y4587728930161978970,X6627334336688491219,202202,2000,신용카드사,신용도판단,대출연체,카드대출연체
202412,Y4587728930161978970,X6627334336688491219,202109,3600,신용카드사,신용도판단,대출연체,신용카드대금연체
202501,Y4587728930161978970,X6627334336688491219,202202,2000,신용카드사,신용도판단,대출연체,카드대출연체
202502,Y4587728930161978970,X6627334336688491219,202202,2000,신용카드사,신용도판단,대출연체,카드대출연체
202503,Y4587728930161978970,X6627334336688491219,202202,2000,신용카드사,신용도판단,대출연체,카드대출연체
202504,Y4587728930161978970,X6627334336688491219,202202,2000,신용카드사,신용도판단,대출연체,카드대출연체
202505,Y4587728930161978970,X6627334336688491219,202202,2000,신용카드사,신용도판단,대출연체,카드대출연체
202506,Y4587728930161978970,X6627334336688491219,202202,2000,신용카드사,신용도판단,대출연체,카드대출연체
202507,Y4587728930161978970,X6627334336688491219,202202,2000,신용카드사,신용도판단,대출연체,카드대출연체
202508,Y4587728930161978970,X6627334336688491219,202202,2000,신용카드사,신용도판단,대출연체,카드대출연체
202509,Y4587728930161978970,X6627334336688491219,202202,2000,신용카드사,신용도판단,대출연체,카드대출연체
202510,Y4587728930161978970,X6627334336688491219,202202,2000,신용카드사,신용도판단,대출연체,카드대출연체
202511,Y4587728930161978970,X6627334336688491219,202202,2000,신용카드사,신용도판단,대출연체,카드대출연체
202512,Y4587728930161978970,X6627334336688491219,202202,2000,신용카드사,신용도판단,대출연체,카드대출연체
202312,Y4625546182044906526,X6717778785202891639,202308,440,기타,신용도판단,지금보증대지급,신용보증대지급
202312,Y4625546182044906526,X9175298026166203318,202208,9000,은행,신용도판단,대출연체,원금이자연체
202401,Y4625546182044906526,X6717778785202891639,202308,440,기타,신용도판단,지금보증대지급,신용보증대지급
202401,Y4625546182044906526,X9175298026166203318,202208,9000,은행,신용도판단,대출연체,원금이자연체
202402,Y4625546182044906526,X6717778785202891639,202308,440,기타,신용도판단,지금보증대지급,신용보증대지급
202402,Y4625546182044906526,X9175298026166203318,202208,9000,은행,신용도판단,대출연체,원금이자연체
202403,Y4625546182044906526,X6717778785202891639,202308,440,기타,신용도판단,지금보증대지급,신용보증대지급
202403,Y4625546182044906526,X9175298026166203318,202208,9000,은행,신용도판단,대출연체,원금이자연체
202404,Y4625546182044906526,X6717778785202891639,202308,440,기타,신용도판단,지금보증대지급,신용보증대지급
202404,Y4625546182044906526,X9175298026166203318,202208,9000,은행,신용도판단,대출연체,원금이자연체
202405,Y4625546182044906526,X6717778785202891639,202308,440,기타,신용도판단,지금보증대지급,신용보증대지급
202405,Y4625546182044906526,X9175298026166203318,202208,9000,은행,신용도판단,대출연체,원금이자연체
202406,Y4625546182044906526,X6717778785202891639,202308,440,기타,신용도판단,지금보증대지급,신용보증대지급
202406,Y4625546182044906526,X9175298026166203318,202208,9000,은행,신용도판단,대출연체,원금이자연체
202407,Y4625546182044906526,X6717778785202891639,202308,440,기타,신용도판단,지금보증대지급,신용보증대지급
202407,Y4625546182044906526,X9175298026166203318,202208,9000,은행,신용도판단,대출연체,원금이자연체
202408,Y4625546182044906526,X6717778785202891639,202308,440,기타,신용도판단,지금보증대지급,신용보증대지급
202408,Y4625546182044906526,X9175298026166203318,202208,9000,은행,신용도판단,대출연체,원금이자연체
202409,Y4625546182044906526,X6717778785202891639,202308,440,기타,신용도판단,지금보증대지급,신용보증대지급
202409,Y4625546182044906526,X9175298026166203318,202208,9000,은행,신용도판단,대출연체,원금이자연체
202410,Y4625546182044906526,X6717778785202891639,202308,440,기타,신용도판단,지금보증대지급,신용보증대지급
202410,Y4625546182044906526,X9175298026166203318,202208,9000,은행,신용도판단,대출연체,원금이자연체
202411,Y4625546182044906526,X6717778785202891639,202308,440,기타,신용도판단,지금보증대지급,신용보증대지급
202411,Y4625546182044906526,X9175298026166203318,202208,9000,은행,신용도판단,대출연체,원금이자연체
202412,Y4625546182044906526,X6717778785202891639,202308,440,기타,신용도판단,지금보증대지급,신용보증대지급
202412,Y4625546182044906526,X9175298026166203318,202208,9000,은행,신용도판단,대출연체,원금이자연체
202501,Y4625546182044906526,X6717778785202891639,202308,440,기타,신용도판단,지금보증대지급,신용보증대지급
202501,Y4625546182044906526,X9175298026166203318,202208,9000,은행,신용도판단,대출연체,원금이자연체
202502,Y4625546182044906526,X6717778785202891639,202308,440,기타,신용도판단,지금보증대지급,신용보증대지급
202502,Y4625546182044906526,X9175298026166203318,202208,9000,은행,신용도판단,대출연체,원금이자연체
202503,Y4625546182044906526,X6717778785202891639,202308,440,기타,신용도판단,지금보증대지급,신용보증대지급
202503,Y4625546182044906526,X9175298026166203318,202208,9000,은행,신용도판단,대출연체,원금이자연체
202504,Y4625546182044906526,X6717778785202891639,202308,440,기타,신용도판단,지금보증대지급,신용보증대지급
202504,Y4625546182044906526,X9175298026166203318,202208,9000,은행,신용도판단,대출연체,원금이자연체
202505,Y4625546182044906526,X6717778785202891639,202308,440,기타,신용도판단,지금보증대지급,신용보증대지급
202505,Y4625546182044906526,X9175298026166203318,202208,9000,은행,신용도판단,대출연체,원금이자연체
202506,Y4625546182044906526,X6717778785202891639,202308,440,기타,신용도판단,지금보증대지급,신용보증대지급
202506,Y4625546182044906526,X9175298026166203318,202208,9000,은행,신용도판단,대출연체,원금이자연체
202507,Y4625546182044906526,X6717778785202891639,202308,440,기타,신용도판단,지금보증대지급,신용보증대지급
202507,Y4625546182044906526,X9175298026166203318,202208,9000,은행,신용도판단,대출연체,원금이자연체
202508,Y4625546182044906526,X6717778785202891639,202308,440,기타,신용도판단,지금보증대지급,신용보증대지급
202508,Y4625546182044906526,X9175298026166203318,202208,9000,은행,신용도판단,대출연체,원금이자연체
202509,Y4625546182044906526,X6717778785202891639,202308,440,기타,신용도판단,지금보증대지급,신용보증대지급
202509,Y4625546182044906526,X9175298026166203318,202208,9000,은행,신용도판단,대출연체,원금이자연체
202510,Y4625546182044906526,X6717778785202891639,202308,440,기타,신용도판단,지금보증대지급,신용보증대지급
202510,Y4625546182044906526,X9175298026166203318,202208,9000,은행,신용도판단,대출연체,원금이자연체
202511,Y4625546182044906526,X6717778785202891639,202308,440,기타,신용도판단,지금보증대지급,신용보증대지급
202511,Y4625546182044906526,X9175298026166203318,202208,9000,은행,신용도판단,대출연체,원금이자연체
202512,Y4625546182044906526,X6717778785202891639,202308,440,기타,신용도판단,지금보증대지급,신용보증대지급
202512,Y4625546182044906526,X9175298026166203318,202208,9000,은행,신용도판단,대출연체,원금이자연체
202312,Y4680696938296117033,Y0481564017882610954,202206,4100,신용카드사,신용도판단,대출연체,카드대출연체
202312,Y4680696938296117033,Y0481564017882610954,202112,19000,신용카드사,신용도판단,대출연체,카드대출연체
202312,Y4680696938296117033,Y8357427483788818524,202108,5300,신용카드사,신용도판단,대출연체,카드대출연체
202401,Y4680696938296117033,Y0481564017882610954,202206,4100,신용카드사,신용도판단,대출연체,카드대출연체
202401,Y4680696938296117033,Y0481564017882610954,202112,19000,신용카드사,신용도판단,대출연체,카드대출연체
202401,Y4680696938296117033,Y8357427483788818524,202108,5300,신용카드사,신용도판단,대출연체,카드대출연체
202402,Y4680696938296117033,Y0481564017882610954,202206,4100,신용카드사,신용도판단,대출연체,카드대출연체
202402,Y4680696938296117033,Y0481564017882610954,202112,19000,신용카드사,신용도판단,대출연체,카드대출연체
202402,Y4680696938296117033,Y8357427483788818524,202402,1100,신용카드사,신용도판단,대출연체,신용카드대금연체
202402,Y4680696938296117033,Y8357427483788818524,202108,5300,신용카드사,신용도판단,대출연체,카드대출연체
202403,Y4680696938296117033,Y0481564017882610954,202206,4100,신용카드사,신용도판단,대출연체,카드대출연체
202403,Y4680696938296117033,Y0481564017882610954,202112,19000,신용카드사,신용도판단,대출연체,카드대출연체
202403,Y4680696938296117033,Y8357427483788818524,202402,1100,신용카드사,신용도판단,대출연체,신용카드대금연체
202403,Y4680696938296117033,Y8357427483788818524,202108,5300,신용카드사,신용도판단,대출연체,카드대출연체
202404,Y4680696938296117033,Y0481564017882610954,202112,19000,신용카드사,신용도판단,대출연체,카드대출연체
202404,Y4680696938296117033,Y0481564017882610954,202206,4100,신용카드사,신용도판단,대출연체,카드대출연체
202404,Y4680696938296117033,Y8357427483788818524,202108,5300,신용카드사,신용도판단,대출연체,카드대출연체
202404,Y4680696938296117033,Y8357427483788818524,202402,1100,신용카드사,신용도판단,대출연체,신용카드대금연체
202405,Y4680696938296117033,Y0481564017882610954,202206,4100,신용카드사,신용도판단,대출연체,카드대출연체
202405,Y4680696938296117033,Y0481564017882610954,202112,19000,신용카드사,신용도판단,대출연체,카드대출연체
202405,Y4680696938296117033,Y8357427483788818524,202108,5300,신용카드사,신용도판단,대출연체,카드대출연체
202405,Y4680696938296117033,Y8357427483788818524,202402,1100,신용카드사,신용도판단,대출연체,신용카드대금연체
202406,Y4680696938296117033,Y0481564017882610954,202112,19000,신용카드사,신용도판단,대출연체,카드대출연체
202406,Y4680696938296117033,Y0481564017882610954,202206,4100,신용카드사,신용도판단,대출연체,카드대출연체
202406,Y4680696938296117033,Y8357427483788818524,202108,5300,신용카드사,신용도판단,대출연체,카드대출연체
202407,Y4680696938296117033,Y0481564017882610954,202112,19000,신용카드사,신용도판단,대출연체,카드대출연체
202407,Y4680696938296117033,Y0481564017882610954,202206,4100,신용카드사,신용도판단,대출연체,카드대출연체
202407,Y4680696938296117033,Y8357427483788818524,202108,5300,신용카드사,신용도판단,대출연체,카드대출연체
202408,Y4680696938296117033,Y0481564017882610954,202112,19000,신용카드사,신용도판단,대출연체,카드대출연체
202408,Y4680696938296117033,Y0481564017882610954,202206,4100,신용카드사,신용도판단,대출연체,카드대출연체
202408,Y4680696938296117033,Y8357427483788818524,202108,5300,신용카드사,신용도판단,대출연체,카드대출연체
202409,Y4680696938296117033,Y0481564017882610954,202112,19000,신용카드사,신용도판단,대출연체,카드대출연체
202409,Y4680696938296117033,Y0481564017882610954,202206,4100,신용카드사,신용도판단,대출연체,카드대출연체
202409,Y4680696938296117033,Y8357427483788818524,202108,5300,신용카드사,신용도판단,대출연체,카드대출연체
202410,Y4680696938296117033,Y0481564017882610954,202206,4100,신용카드사,신용도판단,대출연체,카드대출연체
202410,Y4680696938296117033,Y8357427483788818524,202108,5300,신용카드사,신용도판단,대출연체,카드대출연체
202411,Y4680696938296117033,X7914348822049534935,202411,1400,신용카드사,신용도판단,대출연체,신용카드대금연체
202411,Y4680696938296117033,Y0481564017882610954,202206,4100,신용카드사,신용도판단,대출연체,카드대출연체
202411,Y4680696938296117033,Y8357427483788818524,202108,5300,신용카드사,신용도판단,대출연체,카드대출연체
202412,Y4680696938296117033,X7914348822049534935,202411,1400,신용카드사,신용도판단,대출연체,신용카드대금연체
202412,Y4680696938296117033,Y0481564017882610954,202206,4100,신용카드사,신용도판단,대출연체,카드대출연체
202412,Y4680696938296117033,Y8357427483788818524,202108,5300,신용카드사,신용도판단,대출연체,카드대출연체
202501,Y4680696938296117033,X7914348822049534935,202411,1400,신용카드사,신용도판단,대출연체,신용카드대금연체
202501,Y4680696938296117033,Y0481564017882610954,202206,4100,신용카드사,신용도판단,대출연체,카드대출연체
202501,Y4680696938296117033,Y8357427483788818524,202108,5300,신용카드사,신용도판단,대출연체,카드대출연체
202502,Y4680696938296117033,X7914348822049534935,202411,1400,신용카드사,신용도판단,대출연체,신용카드대금연체
202502,Y4680696938296117033,Y0481564017882610954,202206,4100,신용카드사,신용도판단,대출연체,카드대출연체
202502,Y4680696938296117033,Y8357427483788818524,202108,5300,신용카드사,신용도판단,대출연체,카드대출연체
202503,Y4680696938296117033,X7914348822049534935,202411,1400,신용카드사,신용도판단,대출연체,신용카드대금연체
202503,Y4680696938296117033,Y0481564017882610954,202206,4100,신용카드사,신용도판단,대출연체,카드대출연체
202503,Y4680696938296117033,Y8357427483788818524,202108,5300,신용카드사,신용도판단,대출연체,카드대출연체
202504,Y4680696938296117033,X6670974067739819043,202504,22000,캐피탈,신용도판단,대출연체,원금이자연체
202504,Y4680696938296117033,X7914348822049534935,202411,1400,신용카드사,신용도판단,대출연체,신용카드대금연체
202504,Y4680696938296117033,Y0481564017882610954,202206,4100,신용카드사,신용도판단,대출연체,카드대출연체
202504,Y4680696938296117033,Y8357427483788818524,202108,5300,신용카드사,신용도판단,대출연체,카드대출연체
202505,Y4680696938296117033,X6670974067739819043,202504,22000,캐피탈,신용도판단,대출연체,원금이자연체
202505,Y4680696938296117033,X7914348822049534935,202411,1400,신용카드사,신용도판단,대출연체,신용카드대금연체
202505,Y4680696938296117033,Y0481564017882610954,202206,4100,신용카드사,신용도판단,대출연체,카드대출연체
202505,Y4680696938296117033,Y8357427483788818524,202108,5300,신용카드사,신용도판단,대출연체,카드대출연체
202506,Y4680696938296117033,X6670974067739819043,202504,22000,캐피탈,신용도판단,대출연체,원금이자연체
202506,Y4680696938296117033,X7914348822049534935,202411,1400,신용카드사,신용도판단,대출연체,신용카드대금연체
202506,Y4680696938296117033,Y0481564017882610954,202206,4100,신용카드사,신용도판단,대출연체,카드대출연체
202506,Y4680696938296117033,Y8357427483788818524,202108,5300,신용카드사,신용도판단,대출연체,카드대출연체
202507,Y4680696938296117033,X6670974067739819043,202504,22000,캐피탈,신용도판단,대출연체,원금이자연체
202507,Y4680696938296117033,X7914348822049534935,202411,1400,신용카드사,신용도판단,대출연체,신용카드대금연체
202507,Y4680696938296117033,Y0481564017882610954,202206,4100,신용카드사,신용도판단,대출연체,카드대출연체
202507,Y4680696938296117033,Y8357427483788818524,202108,5300,신용카드사,신용도판단,대출연체,카드대출연체
202508,Y4680696938296117033,X6670974067739819043,202504,22000,캐피탈,신용도판단,대출연체,원금이자연체
202508,Y4680696938296117033,X7914348822049534935,202411,1400,신용카드사,신용도판단,대출연체,신용카드대금연체
202508,Y4680696938296117033,Y8357427483788818524,202108,5300,신용카드사,신용도판단,대출연체,카드대출연체
202509,Y4680696938296117033,X6670974067739819043,202504,22000,캐피탈,신용도판단,대출연체,원금이자연체
202509,Y4680696938296117033,X7914348822049534935,202411,1400,신용카드사,신용도판단,대출연체,신용카드대금연체
202509,Y4680696938296117033,Y8357427483788818524,202108,5300,신용카드사,신용도판단,대출연체,카드대출연체
202510,Y4680696938296117033,X6670974067739819043,202504,22000,캐피탈,신용도판단,대출연체,원금이자연체
202510,Y4680696938296117033,X7914348822049534935,202411,1400,신용카드사,신용도판단,대출연체,신용카드대금연체
202510,Y4680696938296117033,Y8357427483788818524,202108,5300,신용카드사,신용도판단,대출연체,카드대출연체
202511,Y4680696938296117033,X6670974067739819043,202504,22000,캐피탈,신용도판단,대출연체,원금이자연체
202511,Y4680696938296117033,X7914348822049534935,202411,1400,신용카드사,신용도판단,대출연체,신용카드대금연체
202511,Y4680696938296117033,Y8357427483788818524,202108,5300,신용카드사,신용도판단,대출연체,카드대출연체
202512,Y4680696938296117033,X6670974067739819043,202504,22000,캐피탈,신용도판단,대출연체,원금이자연체
202512,Y4680696938296117033,X7914348822049534935,202411,1400,신용카드사,신용도판단,대출연체,신용카드대금연체
202512,Y4680696938296117033,Y8357427483788818524,202108,5300,신용카드사,신용도판단,대출연체,카드대출연체
202312,Y4759658502126341997,X2207724372295255732,202312,24000,은행,신용도판단,대출연체,원금이자연체
202312,Y4759658502126341997,X5308201352652290569,202305,4000,신용카드사,신용도판단,대출연체,카드대출연체
202312,Y4759658502126341997,X7691424168979240287,202309,1000,신용카드사,신용도판단,대출연체,신용카드대금연체
202401,Y4759658502126341997,X2207724372295255732,202312,24000,은행,신용도판단,대출연체,원금이자연체
202401,Y4759658502126341997,X5308201352652290569,202305,4000,신용카드사,신용도판단,대출연체,카드대출연체
202401,Y4759658502126341997,X7691424168979240287,202309,1000,신용카드사,신용도판단,대출연체,신용카드대금연체
202402,Y4759658502126341997,X2207724372295255732,202312,24000,은행,신용도판단,대출연체,원금이자연체
202402,Y4759658502126341997,X5308201352652290569,202305,4000,신용카드사,신용도판단,대출연체,카드대출연체
202403,Y4759658502126341997,X2207724372295255732,202312,24000,은행,신용도판단,대출연체,원금이자연체
202403,Y4759658502126341997,X5308201352652290569,202305,4000,신용카드사,신용도판단,대출연체,카드대출연체
202404,Y4759658502126341997,X2207724372295255732,202312,24000,은행,신용도판단,대출연체,원금이자연체
202404,Y4759658502126341997,X5308201352652290569,202305,4000,신용카드사,신용도판단,대출연체,카드대출연체
202405,Y4759658502126341997,X2207724372295255732,202312,24000,은행,신용도판단,대출연체,원금이자연체
202405,Y4759658502126341997,X5308201352652290569,202305,4000,신용카드사,신용도판단,대출연체,카드대출연체
202405,Y4759658502126341997,X6031701964826489797,202405,7500,신용카드사,신용도판단,대출연체,카드대출연체
202406,Y4759658502126341997,X2207724372295255732,202312,24000,은행,신용도판단,대출연체,원금이자연체
202406,Y4759658502126341997,X5308201352652290569,202305,4000,신용카드사,신용도판단,대출연체,카드대출연체
202406,Y4759658502126341997,X6031701964826489797,202405,7500,신용카드사,신용도판단,대출연체,카드대출연체
202407,Y4759658502126341997,X2207724372295255732,202312,24000,은행,신용도판단,대출연체,원금이자연체
202407,Y4759658502126341997,X5308201352652290569,202305,4000,신용카드사,신용도판단,대출연체,카드대출연체
202407,Y4759658502126341997,X6031701964826489797,202405,7500,신용카드사,신용도판단,대출연체,카드대출연체
202408,Y4759658502126341997,X2207724372295255732,202312,24000,은행,신용도판단,대출연체,원금이자연체
202408,Y4759658502126341997,X5308201352652290569,202305,4000,신용카드사,신용도판단,대출연체,카드대출연체
202408,Y4759658502126341997,X6031701964826489797,202405,7500,신용카드사,신용도판단,대출연체,카드대출연체
202409,Y4759658502126341997,X2207724372295255732,202312,24000,은행,신용도판단,대출연체,원금이자연체
202410,Y4759658502126341997,X2207724372295255732,202312,24000,은행,신용도판단,대출연체,원금이자연체
202411,Y4759658502126341997,X2207724372295255732,202312,24000,은행,신용도판단,대출연체,원금이자연체
202412,Y4759658502126341997,X2207724372295255732,202312,24000,은행,신용도판단,대출연체,원금이자연체
202501,Y4759658502126341997,X2207724372295255732,202312,24000,은행,신용도판단,대출연체,원금이자연체
202502,Y4759658502126341997,X0572060798312736989,202502,450,캐피탈,신용도판단,대출연체,원금이자연체
202502,Y4759658502126341997,X2207724372295255732,202312,24000,은행,신용도판단,대출연체,원금이자연체
202503,Y4759658502126341997,X0572060798312736989,202502,450,캐피탈,신용도판단,대출연체,원금이자연체
202503,Y4759658502126341997,X2207724372295255732,202312,24000,은행,신용도판단,대출연체,원금이자연체
202504,Y4759658502126341997,X0572060798312736989,202502,450,캐피탈,신용도판단,대출연체,원금이자연체
202504,Y4759658502126341997,X2207724372295255732,202312,24000,은행,신용도판단,대출연체,원금이자연체
202505,Y4759658502126341997,X0572060798312736989,202502,450,캐피탈,신용도판단,대출연체,원금이자연체
202505,Y4759658502126341997,X7691424168979240287,202505,25000,신용카드사,신용도판단,대출연체,카드대출연체
202506,Y4759658502126341997,X7691424168979240287,202505,25000,신용카드사,신용도판단,대출연체,카드대출연체
202507,Y4759658502126341997,X6031701964826489797,202507,2200,신용카드사,신용도판단,대출연체,카드대출연체
202507,Y4759658502126341997,X7691424168979240287,202505,25000,신용카드사,신용도판단,대출연체,카드대출연체
202508,Y4759658502126341997,X5308201352652290569,202508,860,신용카드사,신용도판단,대출연체,신용카드대금연체
202508,Y4759658502126341997,X6031701964826489797,202507,2200,신용카드사,신용도판단,대출연체,카드대출연체
202508,Y4759658502126341997,X7691424168979240287,202505,25000,신용카드사,신용도판단,대출연체,카드대출연체
202508,Y4759658502126341997,Y1408925958538039535,202508,34000,은행,신용도판단,대출연체,원금이자연체
202509,Y4759658502126341997,X5308201352652290569,202508,860,신용카드사,신용도판단,대출연체,신용카드대금연체
202509,Y4759658502126341997,X6031701964826489797,202507,2200,신용카드사,신용도판단,대출연체,카드대출연체
202509,Y4759658502126341997,X7691424168979240287,202505,25000,신용카드사,신용도판단,대출연체,카드대출연체
202509,Y4759658502126341997,Y1408925958538039535,202508,34000,은행,신용도판단,대출연체,원금이자연체
202510,Y4759658502126341997,X5308201352652290569,202508,860,신용카드사,신용도판단,대출연체,신용카드대금연체
202510,Y4759658502126341997,X6031701964826489797,202507,2200,신용카드사,신용도판단,대출연체,카드대출연체
202510,Y4759658502126341997,X7691424168979240287,202505,25000,신용카드사,신용도판단,대출연체,카드대출연체
202510,Y4759658502126341997,Y1408925958538039535,202508,34000,은행,신용도판단,대출연체,원금이자연체
202511,Y4759658502126341997,X5308201352652290569,202508,860,신용카드사,신용도판단,대출연체,신용카드대금연체
202511,Y4759658502126341997,X5308201352652290569,202511,630,신용카드사,신용도판단,대출연체,카드대출연체
202511,Y4759658502126341997,X6031701964826489797,202507,2200,신용카드사,신용도판단,대출연체,카드대출연체
202511,Y4759658502126341997,X7691424168979240287,202511,6900,신용카드사,신용도판단,대출연체,카드대출연체
202511,Y4759658502126341997,X7691424168979240287,202505,25000,신용카드사,신용도판단,대출연체,카드대출연체
202512,Y4759658502126341997,X5308201352652290569,202511,630,신용카드사,신용도판단,대출연체,카드대출연체
202512,Y4759658502126341997,X5308201352652290569,202508,860,신용카드사,신용도판단,대출연체,신용카드대금연체
202512,Y4759658502126341997,X6031701964826489797,202507,2200,신용카드사,신용도판단,대출연체,카드대출연체
202512,Y4759658502126341997,X7691424168979240287,202511,6900,신용카드사,신용도판단,대출연체,카드대출연체
202512,Y4759658502126341997,X7691424168979240287,202505,25000,신용카드사,신용도판단,대출연체,카드대출연체
202312,Y4764968218740954778,Y7522551444422456903,201804,5200,상호저축,신용도판단,대출연체,원금이자연체
202312,Y4764968218740954778,Y8178472603072005177,202210,6200,기타,신용도판단,지금보증대지급,신용보증대지급
202401,Y4764968218740954778,Y7522551444422456903,201804,5200,상호저축,신용도판단,대출연체,원금이자연체
202401,Y4764968218740954778,Y8178472603072005177,202210,6200,기타,신용도판단,지금보증대지급,신용보증대지급
202402,Y4764968218740954778,Y7522551444422456903,201804,5200,상호저축,신용도판단,대출연체,원금이자연체
202402,Y4764968218740954778,Y8178472603072005177,202210,6200,기타,신용도판단,지금보증대지급,신용보증대지급
202403,Y4764968218740954778,Y7522551444422456903,201804,5200,상호저축,신용도판단,대출연체,원금이자연체
202403,Y4764968218740954778,Y8178472603072005177,202210,6200,기타,신용도판단,지금보증대지급,신용보증대지급
202404,Y4764968218740954778,Y7522551444422456903,201804,5200,상호저축,신용도판단,대출연체,원금이자연체
202404,Y4764968218740954778,Y8178472603072005177,202210,6200,기타,신용도판단,지금보증대지급,신용보증대지급
202405,Y4764968218740954778,Y7522551444422456903,201804,5200,상호저축,신용도판단,대출연체,원금이자연체
202405,Y4764968218740954778,Y8178472603072005177,202210,6200,기타,신용도판단,지금보증대지급,신용보증대지급
202406,Y4764968218740954778,Y8178472603072005177,202210,6200,기타,신용도판단,지금보증대지급,신용보증대지급
