No_Die,Ox_Chamber,process,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,Lot_Num,Wafer_Num,Datetime
NOLSM3851972248,1,Oxidation,wet,1283.324619,H2O,45.396477,0.224947,32,728.832545,28,49,24-02-2026
NOLSM676771183,1,Oxidation,wet,1289.566256,H2O,32.778242,0.222047,29,713.859431,28,50,24-02-2026
NOLSM70970113,1,Oxidation,wet,1298.679523,H2O,31.860968,0.222049,29,721.113373,28,51,24-02-2026
NOLSM560162412,1,Oxidation,wet,1286.008556,H2O,39.550735,0.222937,30,729.203139,28,52,24-02-2026
NOLSM9563971342,1,Oxidation,wet,1283.500593,H2O,32.881131,0.226029,33,721.507125,28,53,24-02-2026
NOLSM44361428325,1,Oxidation,wet,1286.878494,H2O,38.163903,0.224976,32,721.353113,28,54,24-02-2026
NOLSM31713180,2,Oxidation,dry,1173.699454,O2,37.44542,0.212004,84,721.339546,8,1,24-02-2026
NOLSM66723291,2,Oxidation,dry,1164.871084,O2,22.900985,0.198993,67,704.59808,8,2,24-02-2026
NOLSM230718660142,3,Oxidation,wet,1014.699712,H2O,27.377133,0.202019,146,697.698407,8,3,24-02-2026
NOLSM8358461389,3,Oxidation,dry,1170.227902,O2,33.153318,0.207051,28,706.332499,8,4,24-02-2026
NOLSM388551208,3,Oxidation,dry,1125.13243,O2,28.997081,0.216017,123,693.239126,8,5,24-02-2026
NOLSM153929948454,3,Oxidation,wet,1019.176101,H2O,31.581033,0.222,90,697.046621,8,6,24-02-2026
NOLSM64861761,3,Oxidation,dry,1174.817327,O2,34.308703,0.207993,64,697.43828,8,7,24-02-2026
NOLSM7419612084,3,Oxidation,wet,1125.060846,H2O,34.683848,0.199007,100,716.291327,8,8,24-02-2026
NOLSM09187099,3,Oxidation,dry,1035.346871,O2,38.576957,0.218943,109,718.702806,8,9,24-02-2026
NOLSM923988587734,3,Oxidation,dry,1087.199608,O2,30.152135,0.208959,163,710.905704,8,10,24-02-2026
NOLSM7671091487,3,Oxidation,dry,1213.449584,O2,33.308939,0.220998,138,708.000196,8,11,24-02-2026
NOLSM23775327917,1,Oxidation,dry,1067.503551,O2,27.534325,0.216991,78,683.93742,8,12,24-02-2026
NOLSM897238582780,1,Oxidation,dry,1139.784224,O2,38.180424,0.194981,124,710.661122,8,13,24-02-2026
NOLSM8914204611,1,Oxidation,dry,948.89085,O2,29.829854,0.205064,44,705.746527,8,14,24-02-2026
NOLSM2975229621,1,Oxidation,wet,1123.911455,H2O,35.595064,0.211984,79,708.009735,8,15,24-02-2026
NOLSM700037756976,1,Oxidation,dry,1059.116818,O2,39.087823,0.21304,110,690.923148,8,16,24-02-2026
NOLSM530904283,1,Oxidation,dry,1116.708558,O2,25.626626,0.199972,82,716.689344,8,17,24-02-2026
NOLSM69539635,1,Oxidation,wet,1097.110197,H2O,34.475655,0.218948,111,709.729997,8,18,24-02-2026
NOLSM4095820858,1,Oxidation,wet,991.923682,H2O,31.609343,0.225987,126,720.815777,8,19,24-02-2026
NOLSM5275828730,2,Oxidation,dry,1230.582706,O2,31.700413,0.211002,59,709.496874,8,20,24-02-2026
NOLSM914092663233,2,Oxidation,wet,1115.384504,H2O,31.050528,0.211064,80,705.909686,8,21,24-02-2026
NOLSM714447805703,2,Oxidation,dry,956.742546,O2,36.959487,0.20898,120,719.801963,8,22,24-02-2026
NOLSM774396208848,2,Oxidation,dry,1171.313001,O2,32.138092,0.201888,72,700.101688,8,23,24-02-2026
NOLSM34718163,2,Oxidation,wet,1248.044715,H2O,37.016498,0.197919,121,700.637397,8,24,24-02-2026
NOLSM650366249,2,Oxidation,dry,1034.706287,O2,29.573635,0.198024,116,708.613562,8,25,24-02-2026
NOLSM34079778323,2,Oxidation,wet,1088.706603,H2O,35.035504,0.223025,123,703.866168,8,26,24-02-2026
NOLSM494491039061,2,Oxidation,dry,1071.4491,O2,34.403227,0.192039,57,710.024776,8,27,24-02-2026
NOLSM818129215,1,Oxidation,wet,1277.887819,H2O,45.17157,0.224035,31,722.554564,28,1,24-02-2026
NOLSM3612422899,1,Oxidation,wet,1279.547657,H2O,45.129938,0.223993,31,723.08385,28,2,24-02-2026
NOLSM9228493645,2,Oxidation,wet,1279.895226,H2O,45.214783,0.224891,32,719.23596,28,3,24-02-2026
NOLSM082248486,2,Oxidation,wet,1282.605526,H2O,45.238734,0.224995,32,724.804451,28,4,24-02-2026
NOLSM566453616,2,Oxidation,wet,1275.72444,H2O,45.224851,0.222938,30,718.678311,28,5,24-02-2026
NOLSM569000202,2,Oxidation,wet,1276.565427,H2O,45.172154,0.225013,32,720.747625,28,6,24-02-2026
NOLSM2072392469,2,Oxidation,wet,1273.823199,H2O,45.229385,0.225012,32,719.249738,28,7,24-02-2026
NOLSM249282383919,2,Oxidation,wet,1279.911635,H2O,45.288118,0.224908,32,715.819483,28,8,24-02-2026
NOLSM455891233138,2,Oxidation,wet,1281.669123,H2O,45.196587,0.225032,32,726.428013,28,9,24-02-2026
NOLSM96423051535,2,Oxidation,wet,1275.076997,H2O,45.21571,0.224044,31,720.228769,28,10,24-02-2026
NOLSM783085440,2,Oxidation,wet,1274.537558,H2O,45.168081,0.225079,32,717.823718,28,11,24-02-2026
NOLSM462348227,3,Oxidation,wet,1283.066346,H2O,45.204569,0.224977,32,724.483115,28,12,24-02-2026
NOLSM48377664,3,Oxidation,wet,1283.474933,H2O,45.332997,0.226064,33,727.805243,28,13,24-02-2026
NOLSM0080020140,3,Oxidation,wet,1274.897872,H2O,45.284049,0.226037,33,722.748541,28,14,24-02-2026
NOLSM880480977744,3,Oxidation,wet,1278.457228,H2O,45.281428,0.225952,33,727.623351,28,15,24-02-2026
NOLSM071888769,3,Oxidation,wet,1278.694578,H2O,45.269748,0.226043,33,726.776711,28,16,24-02-2026
NOLSM9185389543,3,Oxidation,wet,1268.506473,H2O,45.320838,0.224926,32,713.583515,28,17,24-02-2026
NOLSM260585239987,3,Oxidation,wet,1273.895515,H2O,45.475425,0.224019,31,726.625166,28,18,24-02-2026
NOLSM36909574061,3,Oxidation,wet,1282.998238,H2O,45.536683,0.223975,31,719.243267,28,19,24-02-2026
NOLSM0374900659,3,Oxidation,wet,1275.477507,H2O,45.421489,0.226064,33,722.576531,28,20,24-02-2026
NOLSM84062159,1,Oxidation,wet,1282.119846,H2O,45.490342,0.225974,33,728.677301,28,21,24-02-2026
NOLSM575927212,1,Oxidation,wet,1269.005791,H2O,45.405082,0.225009,32,728.917394,28,22,24-02-2026
NOLSM790587175411,1,Oxidation,wet,1279.199049,H2O,45.442437,0.222026,29,713.962609,28,23,24-02-2026
NOLSM5104642125,1,Oxidation,wet,1283.375935,H2O,45.746556,0.221922,29,721.068166,28,24,24-02-2026
NOLSM82672426,1,Oxidation,wet,1280.463717,H2O,45.896102,0.223014,30,729.150432,28,25,24-02-2026
NOLSM008491348137,1,Oxidation,wet,1280.598909,H2O,45.843023,0.225963,33,721.509171,28,26,24-02-2026
NOLSM1268491626,1,Oxidation,wet,1280.573303,H2O,45.770533,0.225018,32,721.311861,28,27,24-02-2026
NOLSM94065838,3,Oxidation,wet,1026.845851,H2O,32.537808,0.199985,74,712.616879,9,28,25-02-2026
NOLSM449460966426,3,Oxidation,wet,1075.70966,H2O,38.192429,0.194029,65,702.879609,9,29,25-02-2026
NOLSM383455127850,3,Oxidation,dry,1084.662594,O2,33.389724,0.197013,142,704.86962,9,30,25-02-2026
NOLSM12149539096,3,Oxidation,dry,951.295775,O2,37.922998,0.199995,80,714.216788,9,31,25-02-2026
NOLSM738320111710,3,Oxidation,dry,1207.873722,O2,35.480072,0.206935,32,700.447477,9,32,25-02-2026
NOLSM45925452328,3,Oxidation,dry,1347.096499,O2,31.908365,0.198954,32,714.925736,9,33,25-02-2026
NOLSM444068812,3,Oxidation,dry,1134.981415,O2,46.590004,0.191983,32,710.758344,9,34,25-02-2026
NOLSM864021385811,3,Oxidation,wet,1202.252745,H2O,31.454631,0.206999,32,712.558046,9,35,25-02-2026
NOLSM392957356,3,Oxidation,wet,1114.337106,H2O,37.881911,0.208987,31,709.351898,9,36,25-02-2026
NOLSM8372278238,3,Oxidation,wet,990.991155,H2O,25.324603,0.199009,32,692.72547,9,37,25-02-2026
NOLSM083081887149,3,Oxidation,dry,1002.814297,O2,30.213109,0.218007,31,700.283245,9,38,25-02-2026
NOLSM42721106,3,Oxidation,wet,979.997457,H2O,41.106069,0.214986,34,708.486445,9,39,25-02-2026
NOLSM345004600473,3,Oxidation,wet,1088.322388,H2O,31.951955,0.21802,33,702.071765,9,40,25-02-2026
NOLSM23358191,3,Oxidation,dry,1132.879684,O2,29.780324,0.208927,32,717.464625,9,41,25-02-2026
NOLSM428586190793,3,Oxidation,wet,1168.048917,H2O,32.797842,0.209046,32,709.643706,9,42,25-02-2026
NOLSM16622182316,3,Oxidation,wet,1131.269909,H2O,32.658931,0.214033,32,692.456294,9,43,25-02-2026
NOLSM28068704,3,Oxidation,dry,1141.750961,O2,29.731667,0.19201,32,710.794885,9,44,25-02-2026
NOLSM5174672909,3,Oxidation,dry,984.039116,O2,27.574056,0.203996,31,722.09217,9,45,25-02-2026
NOLSM7864491731,3,Oxidation,wet,915.502596,H2O,35.263137,0.221987,32,708.44916,9,46,25-02-2026
NOLSM177999796366,3,Oxidation,dry,1037.98791,O2,37.523204,0.197952,30,716.986279,9,47,25-02-2026
NOLSM06916983752,3,Oxidation,dry,995.188205,O2,39.292998,0.207945,28,714.122043,9,48,25-02-2026
NOLSM58215845194,3,Oxidation,dry,1071.927532,O2,32.797171,0.196995,31,707.562099,9,49,25-02-2026
NOLSM83778185632,3,Oxidation,wet,1092.217604,H2O,38.434615,0.188013,30,708.887098,9,50,25-02-2026
NOLSM78213623,3,Oxidation,dry,1207.093757,O2,38.252704,0.214045,27,705.881128,9,51,25-02-2026
NOLSM19466400,3,Oxidation,wet,1132.039512,H2O,38.538569,0.195041,27,710.928812,9,52,25-02-2026
NOLSM43188229,3,Oxidation,dry,1141.361919,O2,39.992379,0.206993,27,713.968837,9,53,25-02-2026
NOLSM91025101283,3,Oxidation,dry,979.535131,O2,27.488863,0.205974,24,712.228307,9,54,25-02-2026
NOLSM4879852152,1,Oxidation,wet,1287.879653,H2O,39.966207,0.221954,29,716.864131,29,28,25-02-2026
NOLSM70924862781,1,Oxidation,wet,1294.200542,H2O,35.63919,0.222997,30,720.852701,29,29,25-02-2026
NOLSM549164035742,1,Oxidation,wet,1286.416446,H2O,28.583038,0.221947,32,721.97855,29,30,25-02-2026
NOLSM129222785,1,Oxidation,wet,1292.419653,H2O,34.542758,0.223052,31,695.783308,29,31,25-02-2026
NOLSM20240051158,1,Oxidation,wet,1285.336542,H2O,45.847045,0.222977,31,716.823507,29,32,25-02-2026
NOLSM95938183,1,Oxidation,wet,1282.089331,H2O,44.560914,0.191069,33,686.513267,29,33,25-02-2026
NOLSM6590044388,1,Oxidation,wet,1280.404582,H2O,44.66452,0.187073,33,691.083,29,34,25-02-2026
NOLSM69523491232,1,Oxidation,wet,1280.451541,H2O,44.60097,0.202964,32,710.034732,29,35,25-02-2026
NOLSM66684358554,1,Oxidation,wet,1270.969176,H2O,44.535701,0.213021,20,709.056468,29,36,25-02-2026
NOLSM255545006272,1,Oxidation,wet,1280.907279,H2O,44.550522,0.21912,26,723.532523,29,37,25-02-2026
NOLSM8942467920,1,Oxidation,wet,1290.546829,H2O,44.502754,0.217962,25,720.142701,29,38,25-02-2026
NOLSM971588600181,1,Oxidation,wet,1277.715791,H2O,32.794401,0.216992,24,708.522792,29,39,25-02-2026
NOLSM9689995237,1,Oxidation,wet,1295.711159,H2O,31.845397,0.216985,24,715.190646,29,40,25-02-2026
NOLSM86914817920,1,Oxidation,wet,1277.641468,H2O,39.43411,0.217921,25,711.665104,29,41,25-02-2026
NOLSM382111123380,1,Oxidation,wet,1295.987042,H2O,32.823104,0.217968,25,716.012319,29,42,25-02-2026
NOLSM288531821897,1,Oxidation,wet,1280.743329,H2O,38.15261,0.21798,25,717.273972,29,43,25-02-2026
NOLSM995687507,1,Oxidation,wet,1274.946217,H2O,39.999417,0.217066,24,712.911084,29,44,25-02-2026
NOLSM2517376716,1,Oxidation,wet,1277.138987,H2O,35.659168,0.215959,23,714.850019,29,45,25-02-2026
NOLSM6624895437,1,Oxidation,wet,1276.616817,H2O,28.608712,0.217016,24,721.550686,29,46,25-02-2026
NOLSM54378972,1,Oxidation,wet,1294.150019,H2O,34.512793,0.217987,25,715.261433,29,47,25-02-2026
NOLSM4617509990,1,Oxidation,wet,1291.90086,H2O,34.92009,0.218988,26,713.048408,29,48,25-02-2026
NOLSM69345458267,1,Oxidation,wet,1290.246058,H2O,44.585598,0.217939,25,714.267922,29,49,25-02-2026
NOLSM8629236341,1,Oxidation,wet,1294.004131,H2O,44.717058,0.218018,25,715.018478,29,50,25-02-2026
NOLSM17633333,1,Oxidation,wet,1280.57241,H2O,44.793986,0.218105,25,715.260236,29,51,25-02-2026
NOLSM43552084,1,Oxidation,wet,1289.02739,H2O,44.655306,0.218021,25,724.321639,29,52,25-02-2026
NOLSM535600867,1,Oxidation,wet,1279.441369,H2O,44.68997,0.217956,25,719.291035,29,53,25-02-2026
NOLSM43150595,1,Oxidation,wet,1277.453689,H2O,44.516704,0.214997,22,713.76974,29,54,25-02-2026
NOLSM07242386971,3,Oxidation,wet,1016.650955,H2O,32.578671,0.199993,74,712.65849,9,1,25-02-2026
NOLSM869088040,3,Oxidation,wet,1066.585609,H2O,38.183973,0.194087,65,702.881487,9,2,25-02-2026
NOLSM97613614997,3,Oxidation,dry,1065.781804,O2,33.309285,0.197049,142,704.865786,9,3,25-02-2026
NOLSM34720726,3,Oxidation,dry,941.024961,O2,37.752804,0.200052,80,714.249662,9,4,25-02-2026
NOLSM50839010,3,Oxidation,dry,1190.676727,O2,35.521763,0.206948,-5,700.408256,9,5,25-02-2026
NOLSM01097432,3,Oxidation,dry,1339.420907,O2,31.989934,0.199036,26,715.004847,9,6,25-02-2026
NOLSM0332537909,3,Oxidation,dry,1133.3256,O2,46.66024,0.191929,104,710.677136,9,7,25-02-2026
NOLSM18419960385,3,Oxidation,wet,1191.088314,H2O,31.504267,0.20695,50,712.591419,9,8,25-02-2026
NOLSM717171263,1,Oxidation,wet,1113.495496,H2O,37.835373,0.209044,202,709.377759,9,9,25-02-2026
NOLSM6969848847,1,Oxidation,wet,990.742288,H2O,25.358825,0.198975,84,692.732029,9,10,25-02-2026
NOLSM510831989,1,Oxidation,dry,989.789361,O2,30.220663,0.217988,121,700.343801,9,11,25-02-2026
NOLSM83267494094,1,Oxidation,wet,975.028268,H2O,41.08311,0.215087,75,708.574345,9,12,25-02-2026
NOLSM083170122422,1,Oxidation,wet,1071.235412,H2O,32.041317,0.218005,138,702.031512,9,13,25-02-2026
NOLSM74708027,1,Oxidation,dry,1115.738739,O2,29.750513,0.209054,136,717.496911,9,14,25-02-2026
NOLSM64276185,1,Oxidation,wet,1162.684929,H2O,32.806995,0.209031,235,709.52552,9,15,25-02-2026
NOLSM110348816,1,Oxidation,wet,1123.582903,H2O,32.64932,0.214009,93,692.454149,9,16,25-02-2026
NOLSM359130584877,1,Oxidation,dry,1133.398233,O2,29.757867,0.191966,101,710.85147,9,17,25-02-2026
NOLSM7316399503,2,Oxidation,dry,978.088997,O2,27.481923,0.203963,116,722.013237,9,18,25-02-2026
NOLSM31739353027,2,Oxidation,wet,900.065741,H2O,35.229161,0.222022,42,708.481371,9,19,25-02-2026
NOLSM758101466,2,Oxidation,dry,1030.978182,O2,37.482898,0.197985,71,716.96147,9,20,25-02-2026
NOLSM48774413,2,Oxidation,dry,990.171896,O2,39.234631,0.207936,122,714.158023,9,21,25-02-2026
NOLSM43656718128,2,Oxidation,dry,1062.705438,O2,32.852746,0.196953,49,707.563612,9,22,25-02-2026
NOLSM22860914261,2,Oxidation,wet,1093.447118,H2O,38.450345,0.187958,116,708.812326,9,23,25-02-2026
NOLSM357742302,2,Oxidation,dry,1191.158074,O2,38.303638,0.214028,140,705.916757,9,24,25-02-2026
NOLSM691126395,2,Oxidation,wet,1121.599584,H2O,38.610219,0.194881,60,710.941728,9,25,25-02-2026
NOLSM3319356237,3,Oxidation,dry,1123.21884,O2,39.961931,0.207036,63,713.911081,9,26,25-02-2026
NOLSM2100458960,3,Oxidation,dry,962.134339,O2,27.487878,0.206035,81,712.389838,9,27,25-02-2026
NOLSM601509413,1,Oxidation,wet,1275.729971,H2O,45.671661,0.222031,29,716.862379,29,1,25-02-2026
NOLSM0275024711,2,Oxidation,wet,1276.930671,H2O,45.755912,0.223023,30,720.728112,29,2,25-02-2026
NOLSM18706513,2,Oxidation,wet,1282.934358,H2O,45.895849,0.221957,29,721.941846,29,3,25-02-2026
NOLSM963714277755,2,Oxidation,wet,1274.621025,H2O,45.870659,0.222928,30,712.63826,29,4,25-02-2026
NOLSM849321988,2,Oxidation,wet,1272.088341,H2O,45.841855,0.223107,30,716.882805,29,5,25-02-2026
NOLSM39335385901,2,Oxidation,wet,1267.962506,H2O,44.569828,0.191038,-2,686.552377,29,6,25-02-2026
NOLSM27214832997,2,Oxidation,wet,1274.248167,H2O,44.64668,0.186953,-6,691.213207,29,7,25-02-2026
NOLSM52849862,2,Oxidation,wet,1266.894191,H2O,44.614904,0.203032,10,710.052054,29,8,25-02-2026
NOLSM201870022090,2,Oxidation,wet,1268.727474,H2O,44.543925,0.212971,20,709.100076,29,9,25-02-2026
NOLSM208341633,2,Oxidation,wet,1268.696527,H2O,44.541848,0.219007,26,723.581387,29,10,25-02-2026
NOLSM38948475,3,Oxidation,wet,1278.621974,H2O,44.4556,0.218006,25,720.131557,29,11,25-02-2026
NOLSM25291764654,3,Oxidation,wet,1272.985567,H2O,44.527149,0.217024,24,708.581904,29,12,25-02-2026
NOLSM503481751,3,Oxidation,wet,1275.823284,H2O,44.540418,0.21697,24,715.310185,29,13,25-02-2026
NOLSM628502020961,3,Oxidation,wet,1268.816137,H2O,44.540867,0.217986,25,711.744026,29,14,25-02-2026
NOLSM8423234737,3,Oxidation,wet,1275.588967,H2O,44.585365,0.218014,25,715.928053,29,15,25-02-2026
NOLSM02724713573,3,Oxidation,wet,1271.715996,H2O,44.478522,0.218056,25,717.231993,29,16,25-02-2026
NOLSM0696711885,3,Oxidation,wet,1269.020736,H2O,44.493179,0.217027,24,712.966096,29,17,25-02-2026
NOLSM034924678177,3,Oxidation,wet,1278.391904,H2O,44.557712,0.216002,23,714.809229,29,18,25-02-2026
NOLSM781096168767,1,Oxidation,wet,1270.449261,H2O,44.54932,0.217018,24,721.576848,29,19,25-02-2026
NOLSM074098110355,1,Oxidation,wet,1274.090061,H2O,44.487275,0.217983,25,715.192896,29,20,25-02-2026
NOLSM835942274,1,Oxidation,wet,1277.389722,H2O,44.538619,0.219002,26,712.96262,29,21,25-02-2026
NOLSM60569657355,1,Oxidation,wet,1274.310283,H2O,44.682339,0.21799,25,714.21941,29,22,25-02-2026
NOLSM454676175,1,Oxidation,wet,1278.17344,H2O,44.649231,0.218032,25,714.953168,29,23,25-02-2026
NOLSM495756568989,1,Oxidation,wet,1274.403078,H2O,44.736157,0.217987,25,715.178406,29,24,25-02-2026
NOLSM669223422,1,Oxidation,wet,1274.107997,H2O,44.732507,0.217965,25,724.324404,29,25,25-02-2026
NOLSM91783196293,2,Oxidation,wet,1278.412347,H2O,44.691858,0.217914,25,719.234759,29,26,25-02-2026
NOLSM7725784857,2,Oxidation,wet,1272.279283,H2O,44.514702,0.215045,22,713.789491,29,27,25-02-2026
NOLSM435631033637,1,Oxidation,wet,1159.578924,H2O,39.618154,0.212983,23,706.122011,10,28,26-02-2026
NOLSM00423914,1,Oxidation,dry,1274.685059,O2,26.114254,0.19991,23,704.452897,10,29,26-02-2026
NOLSM440357975606,1,Oxidation,dry,1050.962317,O2,34.481418,0.205005,23,705.934281,10,30,26-02-2026
NOLSM07969707909,1,Oxidation,wet,1177.611344,H2O,32.832849,0.208946,24,712.928841,10,31,26-02-2026
NOLSM67945387,1,Oxidation,wet,1094.286609,H2O,31.804686,0.197964,25,727.297565,10,32,26-02-2026
NOLSM666210701,1,Oxidation,dry,1157.515018,O2,39.502934,0.214058,25,721.248815,10,33,26-02-2026
NOLSM66917211006,1,Oxidation,dry,1173.052445,O2,32.771992,0.205947,25,709.928702,10,34,26-02-2026
NOLSM57211068,1,Oxidation,dry,987.660678,O2,38.11917,0.209037,25,712.504624,10,35,26-02-2026
NOLSM3178420031,1,Oxidation,wet,1148.790829,H2O,39.898681,0.192055,25,705.36154,10,36,26-02-2026
NOLSM82003823393,1,Oxidation,dry,982.905529,O2,35.574125,0.218034,25,713.014033,10,37,26-02-2026
NOLSM333461368447,1,Oxidation,dry,1125.599266,O2,28.615818,0.216951,27,711.707403,10,38,26-02-2026
NOLSM621548726,1,Oxidation,dry,981.710191,O2,34.54897,0.214843,28,701.14864,10,39,26-02-2026
NOLSM150816342,1,Oxidation,dry,1133.154134,O2,34.831283,0.200012,29,709.745046,10,40,26-02-2026
NOLSM069899099,1,Oxidation,wet,961.601739,H2O,32.617489,0.199964,29,709.650443,10,41,26-02-2026
NOLSM59094572935,1,Oxidation,dry,1235.695669,O2,38.056907,0.200073,29,697.755049,10,42,26-02-2026
NOLSM6797203192,1,Oxidation,dry,1126.293606,O2,33.786716,0.215043,30,702.710377,10,43,26-02-2026
NOLSM604991634,1,Oxidation,dry,1107.965811,O2,29.105164,0.215972,30,703.789416,10,44,26-02-2026
NOLSM4714300719,1,Oxidation,dry,1078.102167,O2,49.876204,0.202059,30,711.84918,10,45,26-02-2026
NOLSM654660497,1,Oxidation,dry,1101.334706,O2,32.4498,0.201972,30,703.421962,10,46,26-02-2026
NOLSM57738240,1,Oxidation,dry,1156.175163,O2,32.831142,0.214959,31,701.501212,10,47,26-02-2026
NOLSM857106132,1,Oxidation,wet,1010.64676,H2O,36.681921,0.189999,31,708.306288,10,48,26-02-2026
NOLSM207241193631,1,Oxidation,dry,1023.807612,O2,35.410183,0.210958,32,702.63099,10,49,26-02-2026
NOLSM4054557858,1,Oxidation,dry,1052.43881,O2,36.781103,0.201961,32,717.79562,10,50,26-02-2026
NOLSM124585015682,1,Oxidation,dry,1009.920375,O2,25.548816,0.192907,30,696.298198,10,51,26-02-2026
NOLSM500903245303,1,Oxidation,dry,1192.334911,O2,42.438594,0.218989,32,686.720686,10,52,26-02-2026
NOLSM502979109066,1,Oxidation,wet,1270.140959,H2O,31.487059,0.200962,32,709.114962,10,53,26-02-2026
NOLSM904787974214,1,Oxidation,dry,919.918391,O2,37.214666,0.202022,32,713.818971,10,54,26-02-2026
NOLSM12542008,1,Oxidation,wet,1294.676467,H2O,44.566585,0.217002,24,713.480259,30,28,26-02-2026
NOLSM851305071106,1,Oxidation,wet,1289.060604,H2O,44.605105,0.218031,25,716.151171,30,29,26-02-2026
NOLSM871533930,1,Oxidation,wet,1296.748129,H2O,44.614286,0.218077,25,719.660523,30,30,26-02-2026
NOLSM810955115239,1,Oxidation,wet,1286.549739,H2O,44.599096,0.21503,22,717.274345,30,31,26-02-2026
NOLSM406415334099,1,Oxidation,wet,1278.483996,H2O,44.576841,0.215943,23,718.316087,30,32,26-02-2026
NOLSM500798483341,1,Oxidation,wet,1272.044294,H2O,44.577761,0.215965,23,712.489642,30,33,26-02-2026
NOLSM089681571414,1,Oxidation,wet,1289.823331,H2O,44.622113,0.216973,24,708.354787,30,34,26-02-2026
NOLSM0004490897,1,Oxidation,wet,1284.142966,H2O,44.620471,0.217017,24,720.964913,30,35,26-02-2026
NOLSM51574288064,1,Oxidation,wet,1270.948326,H2O,44.538275,0.215049,22,713.290655,30,36,26-02-2026
NOLSM08643047871,1,Oxidation,wet,1272.822393,H2O,44.593323,0.215962,23,716.690325,30,37,26-02-2026
NOLSM044255740,1,Oxidation,wet,1299.343517,H2O,44.542428,0.215972,23,717.233503,30,38,26-02-2026
NOLSM286403707591,1,Oxidation,wet,1292.15611,H2O,44.65367,0.216055,23,716.555683,30,39,26-02-2026
NOLSM610676866318,1,Oxidation,wet,1294.109215,H2O,44.680363,0.219049,26,712.796931,30,40,26-02-2026
NOLSM381345653520,1,Oxidation,wet,1296.360156,H2O,44.561475,0.219032,26,716.877825,30,41,26-02-2026
NOLSM80062953275,1,Oxidation,wet,1290.599716,H2O,44.572248,0.214939,22,716.882983,30,42,26-02-2026
NOLSM51806242,1,Oxidation,wet,1294.249723,H2O,44.570514,0.216053,23,707.013962,30,43,26-02-2026
NOLSM376718337,1,Oxidation,wet,1282.354419,H2O,44.481534,0.213105,20,717.073422,30,44,26-02-2026
NOLSM13099430,1,Oxidation,wet,1276.489762,H2O,44.631428,0.213036,20,695.743945,30,45,26-02-2026
NOLSM70246471,1,Oxidation,wet,1291.52295,H2O,44.549898,0.211048,18,707.605451,30,46,26-02-2026
NOLSM877003235133,1,Oxidation,wet,1284.281951,H2O,44.656971,0.215984,23,707.575667,30,47,26-02-2026
NOLSM697179434,1,Oxidation,wet,1292.608425,H2O,44.56841,0.215044,22,713.925104,30,48,26-02-2026
NOLSM154474486,1,Oxidation,wet,1289.795406,H2O,44.586777,0.212971,20,705.549064,30,49,26-02-2026
NOLSM74858368,1,Oxidation,wet,1288.176368,H2O,44.64112,0.211031,18,707.769894,30,50,26-02-2026
NOLSM105309613556,1,Oxidation,wet,1283.007998,H2O,44.624029,0.211024,18,702.517659,30,51,26-02-2026
NOLSM0559615264,1,Oxidation,wet,1278.272383,H2O,44.548346,0.211935,19,711.719531,30,52,26-02-2026
NOLSM74290903,1,Oxidation,wet,1283.650098,H2O,44.549607,0.215972,23,709.279093,30,53,26-02-2026
NOLSM6879677135,1,Oxidation,wet,1299.434599,H2O,44.641098,0.211989,19,714.990235,30,54,26-02-2026
NOLSM891501751,3,Oxidation,wet,1155.352132,H2O,39.568356,0.21301,98,706.141242,10,1,26-02-2026
NOLSM49145955,3,Oxidation,dry,1263.80195,O2,26.011329,0.200052,148,704.345173,10,2,26-02-2026
NOLSM900941881,3,Oxidation,dry,1048.862657,O2,34.473676,0.204937,110,705.970565,10,3,26-02-2026
NOLSM170306617672,3,Oxidation,wet,1176.947552,H2O,35.991035,0.209024,76,712.992736,10,4,26-02-2026
NOLSM0314948720,3,Oxidation,wet,1087.964013,H2O,36.943846,0.19797,173,727.339405,10,5,26-02-2026
NOLSM99507482770,3,Oxidation,dry,1139.599467,O2,34.182575,0.213955,-5,721.372257,10,6,26-02-2026
NOLSM116453352,1,Oxidation,dry,1155.225061,O2,35.097494,0.206101,63,709.942755,10,7,26-02-2026
NOLSM48225316,1,Oxidation,dry,979.084473,O2,41.714516,0.208993,137,712.458531,10,8,26-02-2026
NOLSM83930478108,1,Oxidation,wet,1129.792458,H2O,31.471413,0.192013,167,705.345493,10,9,26-02-2026
NOLSM2778398228,1,Oxidation,dry,962.268296,O2,36.613617,0.218037,60,713.071365,10,10,26-02-2026
NOLSM09314510,1,Oxidation,dry,1119.415891,O2,28.859048,0.217035,107,711.779392,10,11,26-02-2026
NOLSM5037886636,1,Oxidation,dry,972.278415,O2,37.346579,0.215113,141,701.209476,10,12,26-02-2026
NOLSM713006980,1,Oxidation,dry,1114.929618,O2,33.964927,0.200105,126,709.778377,10,13,26-02-2026
NOLSM40651745327,2,Oxidation,wet,960.575373,H2O,29.544593,0.200003,168,709.677283,10,14,26-02-2026
NOLSM204628727,2,Oxidation,dry,1218.663222,O2,31.027898,0.1999,69,697.702286,10,15,26-02-2026
NOLSM38456497,2,Oxidation,dry,1127.300928,O2,36.906901,0.214972,101,702.660521,10,16,26-02-2026
NOLSM769982650507,2,Oxidation,dry,1105.384862,O2,32.907465,0.215968,197,703.688877,10,17,26-02-2026
